No.,Entry Time,First Exit Time,Second Exit Time,Weighted PnL%,Combined Score,Signal Type,Static High Used,Static Low Used,"High (m,n)","Low (m,n)"
14,2024-04-14 10:00:00,2024-05-01 10:00:00,,-15.4614,0.1957,Trending,True,False,"(4.00, 4.00)","(9.00, 9.00)"
15,2024-04-17 10:00:00,2024-04-18 10:00:00,2024-05-01 10:00:00,5.4941,0.3376,Normal,True,False,"(4.00, 4.00)","(14.00, 14.00)"
16,2024-04-20 10:00:00,2024-05-01 10:00:00,,-14.0879,0.1957,Normal,True,False,"(4.00, 4.00)","(9.00, 9.00)"
17,2024-05-03 10:00:00,2024-05-06 10:00:00,2024-07-05 10:00:00,6.2869,0.2349,Normal,True,False,"(4.00, 4.00)","(10.50, 10.50)"
18,2024-05-13 10:00:00,2024-05-15 10:00:00,2024-06-24 10:00:00,6.2299,0.2349,Normal,True,False,"(4.00, 4.00)","(10.50, 10.50)"
19,2024-05-20 10:00:00,2024-06-18 10:00:00,,-11.853,0.1752,Trending,False,True,"(8.17, 8.17)","(4.00, 4.00)"
20,2024-05-24 10:00:00,2024-06-05 10:00:00,2024-06-14 10:00:00,-1.418,0.1752,Normal,False,True,"(8.17, 8.17)","(4.00, 4.00)"
21,2024-06-12 10:00:00,2024-06-14 10:00:00,,-4.3915,0.1752,Trending,False,True,"(8.17, 8.17)","(4.00, 4.00)"
22,2024-06-24 10:00:00,2024-06-30 10:00:00,2024-07-04 10:00:00,-3.2939,0.2349,Normal,True,False,"(4.00, 4.00)","(10.50, 10.50)"
23,2024-06-30 10:00:00,2024-07-03 10:00:00,,-6.0024,0.2349,Normal,True,False,"(4.00, 4.00)","(10.50, 10.50)"
24,2024-07-06 10:00:00,2024-07-14 10:00:00,2024-11-03 11:00:00,21.2568,0.5447,Normal,True,False,"(4.00, 4.00)","(20.00, 20.00)"
25,2024-07-09 10:00:00,2024-07-14 10:00:00,2024-08-05 10:00:00,11.5092,0.5447,Normal,True,False,"(4.00, 4.00)","(20.00, 20.00)"
26,2024-07-13 10:00:00,2024-07-15 10:00:00,2024-08-05 10:00:00,10.5295,0.5447,Normal,True,False,"(4.00, 4.00)","(20.00, 20.00)"
27,2024-07-22 10:00:00,2024-07-24 10:00:00,,-4.3112,0.1752,Normal,False,True,"(8.17, 8.17)","(4.00, 4.00)"
28,2024-07-26 10:00:00,2024-08-02 10:00:00,,-12.7458,0.1752,Normal,False,True,"(8.17, 8.17)","(4.00, 4.00)"
29,2024-08-05 10:00:00,2024-08-06 10:00:00,2024-12-03 11:00:00,46.41,0.2868,Normal,True,False,"(4.00, 4.00)","(12.33, 12.33)"
30,2024-08-12 10:00:00,2024-08-15 10:00:00,,-4.1824,0.1873,Normal,True,False,"(4.00, 4.00)","(8.67, 8.67)"
31,2024-08-16 10:00:00,2024-08-21 10:00:00,2024-09-06 10:00:00,7.345,0.5447,Normal,True,False,"(4.00, 4.00)","(20.00, 20.00)"
32,2024-08-17 10:00:00,2024-08-23 10:00:00,2024-09-05 10:00:00,4.5333,0.1873,Normal,True,False,"(4.00, 4.00)","(8.67, 8.67)"
33,2024-09-02 10:00:00,2024-09-05 10:00:00,,-10.4314,0.5447,Normal,True,False,"(4.00, 4.00)","(20.00, 20.00)"
34,2024-09-07 10:00:00,2024-09-09 10:00:00,2025-01-05 11:00:00,54.8069,0.2868,Normal,True,False,"(4.00, 4.00)","(12.33, 12.33)"
35,2024-09-09 10:00:00,2024-09-13 10:00:00,2025-01-07 11:00:00,65.7505,0.5447,Normal,True,False,"(4.00, 4.00)","(20.00, 20.00)"
36,2024-10-24 11:00:00,2024-10-29 11:00:00,2025-02-21 11:00:00,41.13,0.4575,Trending,False,True,"(17.60, 17.60)","(4.00, 4.00)"
37,2024-10-27 11:00:00,2024-10-29 11:00:00,2025-02-24 11:00:00,41.3963,0.4575,Trending,False,True,"(17.60, 17.60)","(4.00, 4.00)"
38,2024-11-27 11:00:00,2024-12-05 11:00:00,2025-02-25 11:00:00,4.9858,0.1072,Trending,False,True,"(5.00, 5.00)","(4.00, 4.00)"
39,2024-12-05 11:00:00,2024-12-06 11:00:00,2025-02-25 11:00:00,4.7678,0.1188,Trending,True,False,"(4.00, 4.00)","(5.60, 5.60)"
40,2024-12-11 11:00:00,2024-12-15 11:00:00,2024-12-29 11:00:00,4.1417,0.2771,Trending,False,True,"(12.00, 12.00)","(4.00, 4.00)"
41,2024-12-15 11:00:00,2024-12-18 11:00:00,,-6.3379,0.2771,Trending,False,True,"(12.00, 12.00)","(4.00, 4.00)"
42,2024-12-20 11:00:00,2025-01-06 11:00:00,2025-02-24 11:00:00,4.5633,0.1188,Trending,True,False,"(4.00, 4.00)","(5.60, 5.60)"
43,2024-12-23 11:00:00,2024-12-24 11:00:00,2025-02-24 11:00:00,5.2947,0.1072,Trending,False,True,"(5.00, 5.00)","(4.00, 4.00)"
44,2025-01-01 11:00:00,2025-01-03 11:00:00,2025-02-24 11:00:00,6.3578,0.214,Normal,True,False,"(4.00, 4.00)","(9.71, 9.71)"
45,2025-01-08 11:00:00,2025-01-15 11:00:00,2025-02-24 11:00:00,6.2043,0.214,Normal,True,False,"(4.00, 4.00)","(9.71, 9.71)"
46,2025-01-10 11:00:00,2025-01-15 11:00:00,2025-02-25 11:00:00,6.1306,0.1925,Normal,True,False,"(4.00, 4.00)","(8.88, 8.88)"
47,2025-01-13 11:00:00,2025-01-15 11:00:00,2025-02-25 11:00:00,6.195,0.1925,Normal,True,False,"(4.00, 4.00)","(8.88, 8.88)"
48,2025-01-23 11:00:00,2025-02-01 11:00:00,,-4.3847,0.1957,Trending,False,True,"(9.00, 9.00)","(4.00, 4.00)"
49,2025-01-30 11:00:00,2025-02-01 11:00:00,,-5.4302,0.1957,Trending,False,True,"(9.00, 9.00)","(4.00, 4.00)"
50,2025-03-11 11:00:00,2025-03-19 11:00:00,2025-04-08 10:00:00,3.7014,0.1957,Normal,True,False,"(4.00, 4.00)","(9.00, 9.00)"
51,2025-04-07 10:00:00,2025-04-09 10:00:00,2025-08-05 08:00:00,35.1995,0.3892,Normal,True,False,"(4.00, 4.00)","(15.60, 15.60)"
52,2025-05-13 10:00:00,2025-05-21 10:00:00,2025-09-10 08:00:00,10.8305,0.1957,Trending,False,True,"(9.00, 9.00)","(4.00, 4.00)"
53,2025-05-18 10:00:00,2025-05-21 10:00:00,2025-06-05 08:00:00,-2.5534,0.1957,Trending,False,True,"(9.00, 9.00)","(4.00, 4.00)"
54,2025-05-26 10:00:00,2025-05-29 10:00:00,,-4.6695,0.1645,Trending,False,True,"(7.71, 7.71)","(4.00, 4.00)"
55,2025-06-01 10:00:00,2025-06-05 08:00:00,,-5.4448,0.1957,Trending,False,True,"(9.00, 9.00)","(4.00, 4.00)"
56,2025-06-07 08:00:00,2025-06-09 08:00:00,2025-06-22 08:00:00,-2.0299,0.0963,Trending,True,False,"(4.00, 4.00)","(4.40, 4.40)"
57,2025-06-13 08:00:00,2025-06-21 08:00:00,,-4.3865,0.0894,Trending,True,False,"(4.00, 4.00)","(4.00, 4.00)"
58,2025-06-23 08:00:00,2025-07-02 08:00:00,2025-10-21 08:00:00,9.4687,0.111,Normal,True,False,"(4.00, 4.00)","(5.20, 5.20)"
59,2025-07-02 08:00:00,2025-07-10 08:00:00,2025-10-30 08:00:00,7.7097,0.0981,Trending,False,True,"(4.50, 4.50)","(4.00, 4.00)"
60,2025-08-03 08:00:00,2025-08-09 08:00:00,2025-08-25 08:00:00,4.3686,0.2656,Trending,True,False,"(4.00, 4.00)","(11.60, 11.60)"
61,2025-08-06 08:00:00,2025-08-10 08:00:00,2025-08-21 08:00:00,4.1228,0.2656,Trending,True,False,"(4.00, 4.00)","(11.60, 11.60)"
62,2025-08-22 08:00:00,2025-08-25 08:00:00,,-8.9353,0.2656,Normal,True,False,"(4.00, 4.00)","(11.60, 11.60)"
63,2025-08-24 08:00:00,2025-08-25 08:00:00,,-4.9911,0.3376,Normal,True,False,"(4.00, 4.00)","(14.00, 14.00)"
64,2025-08-27 08:00:00,2025-08-29 08:00:00,,-4.3429,0.3376,Normal,True,False,"(4.00, 4.00)","(14.00, 14.00)"
65,2025-09-02 08:00:00,2025-09-11 08:00:00,2025-10-17 08:00:00,6.2808,0.3376,Normal,True,False,"(4.00, 4.00)","(14.00, 14.00)"
66,2025-09-10 08:00:00,2025-09-18 08:00:00,2025-09-25 08:00:00,-3.1589,0.3376,Normal,True,False,"(4.00, 4.00)","(14.00, 14.00)"
67,2025-09-24 08:00:00,2025-09-25 08:00:00,,-6.3755,0.3376,Normal,True,False,"(4.00, 4.00)","(14.00, 14.00)"
68,2025-09-28 08:00:00,2025-10-01 08:00:00,2025-10-16 08:00:00,5.704,0.3376,Normal,True,False,"(4.00, 4.00)","(14.00, 14.00)"
69,2025-10-17 08:00:00,2025-10-19 08:00:00,2025-11-04 08:00:00,3.5319,0.1303,Normal,True,False,"(4.00, 4.00)","(6.17, 6.17)"
70,2025-10-19 08:00:00,2025-10-20 08:00:00,2025-11-04 08:00:00,3.9131,0.3323,Normal,True,False,"(4.00, 4.00)","(13.83, 13.83)"
71,2025-10-23 08:00:00,2025-10-26 08:00:00,2025-11-03 08:00:00,3.4228,0.3323,Normal,True,False,"(4.00, 4.00)","(13.83, 13.83)"
72,2025-10-31 08:00:00,2025-11-04 08:00:00,,-12.3183,0.3323,Normal,True,False,"(4.00, 4.00)","(13.83, 13.83)"
73,2025-11-04 08:00:00,2025-11-05 08:00:00,2025-11-14 08:00:00,3.6207,0.3749,Normal,True,False,"(4.00, 4.00)","(15.17, 15.17)"
74,2025-11-05 08:00:00,2025-11-10 08:00:00,2025-11-14 08:00:00,-8.6898,0.3557,Normal,True,False,"(4.00, 4.00)","(14.57, 14.57)"
75,2025-11-08 08:00:00,2025-11-09 08:00:00,2025-11-14 08:00:00,3.2372,0.3557,Normal,True,False,"(4.00, 4.00)","(14.57, 14.57)"
76,2025-11-13 08:00:00,2025-11-14 08:00:00,,-8.0225,0.2844,Normal,True,False,"(4.00, 4.00)","(12.25, 12.25)"
77,2025-11-18 08:00:00,2025-11-20 08:00:00,,-11.6973,0.3598,Normal,False,True,"(14.70, 14.70)","(4.00, 4.00)"
