high_by_point_n,low_by_point_n,high_by_point_n_on_trend,low_by_point_n_on_trend,high_by_point_m,low_by_point_m,high_by_point_m_on_trend,low_by_point_m_on_trend,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count
8,5,10,8,8,5,10,8,2.62,419.69,5.67,74
8,5,10,9,8,5,10,9,2.82,437.19,6.16,71
8,5,10,10,8,5,10,10,2.98,445.59,6.55,68
8,6,4,4,8,6,4,4,3.44,597.48,7.47,80
8,6,4,5,8,6,4,5,3.33,546.65,7.39,74
8,6,4,6,8,6,4,6,3.04,563.19,6.95,81
8,6,4,7,8,6,4,7,3.54,587.77,7.94,74
8,6,4,8,8,6,4,8,3.51,580.31,8.06,72
8,6,4,9,8,6,4,9,3.51,580.31,8.06,72
8,6,4,10,8,6,4,10,3.73,588.71,8.53,69
8,6,5,4,8,6,5,4,3.64,605.77,7.97,76
8,6,5,5,8,6,5,5,3.52,554.94,7.93,70
8,6,5,6,8,6,5,6,3.07,561.32,7.11,79
8,6,5,7,8,6,5,7,3.58,585.89,8.14,72
8,6,5,8,8,6,5,8,3.55,578.44,8.26,70
8,6,5,9,8,6,5,9,3.55,578.44,8.26,70
8,6,5,10,8,6,5,10,3.78,586.83,8.76,67
8,6,6,4,8,6,6,4,3.64,605.77,7.97,76
8,6,6,5,8,6,6,5,3.52,554.94,7.93,70
8,6,6,6,8,6,6,6,3.07,561.32,7.11,79
8,6,6,7,8,6,6,7,3.58,585.89,8.14,72
8,6,6,8,8,6,6,8,3.55,578.44,8.26,70
8,6,6,9,8,6,6,9,3.55,578.44,8.26,70
8,6,6,10,8,6,6,10,3.78,586.83,8.76,67
8,6,7,4,8,6,7,4,3.86,618.84,8.36,74
8,6,7,5,8,6,7,5,3.74,568.01,8.35,68
8,6,7,6,8,6,7,6,3.23,574.39,7.46,77
8,6,7,7,8,6,7,7,3.8,598.96,8.56,70
8,6,7,8,8,6,7,8,3.77,591.51,8.7,68
8,6,7,9,8,6,7,9,3.77,591.51,8.7,68
8,6,7,10,8,6,7,10,4.03,599.9,9.23,65
8,6,8,4,8,6,8,4,3.86,618.84,8.36,74
8,6,8,5,8,6,8,5,3.62,541.87,8.09,67
8,6,8,6,8,6,8,6,3.23,574.39,7.46,77
8,6,8,7,8,6,8,7,3.8,598.96,8.56,70
8,6,8,8,8,6,8,8,3.77,591.51,8.7,68
8,6,8,9,8,6,8,9,3.77,591.51,8.7,68
8,6,8,10,8,6,8,10,4.03,599.9,9.23,65
8,6,9,4,8,6,9,4,3.86,618.84,8.36,74
8,6,9,5,8,6,9,5,3.62,541.87,8.09,67
8,6,9,6,8,6,9,6,3.23,574.39,7.46,77
8,6,9,7,8,6,9,7,3.8,598.96,8.56,70
8,6,9,8,8,6,9,8,3.77,591.51,8.7,68
8,6,9,9,8,6,9,9,3.77,591.51,8.7,68
8,6,9,10,8,6,9,10,4.03,599.9,9.23,65
8,6,10,4,8,6,10,4,3.86,618.84,8.36,74
8,6,10,5,8,6,10,5,3.62,541.87,8.09,67
8,6,10,6,8,6,10,6,3.23,574.39,7.46,77
8,6,10,7,8,6,10,7,3.8,598.96,8.56,70
8,6,10,8,8,6,10,8,3.77,591.51,8.7,68
8,6,10,9,8,6,10,9,3.77,591.51,8.7,68
8,6,10,10,8,6,10,10,4.03,599.9,9.23,65
8,7,4,4,8,7,4,4,3.44,597.48,7.47,80
8,7,4,5,8,7,4,5,3.46,545.96,7.69,71
8,7,4,6,8,7,4,6,3.14,562.51,7.21,78
8,7,4,7,8,7,4,7,3.69,587.08,8.27,71
8,7,4,8,8,7,4,8,3.65,579.63,8.4,69
8,7,4,9,8,7,4,9,3.65,579.63,8.4,69
8,7,4,10,8,7,4,10,3.9,588.02,8.91,66
8,7,5,4,8,7,5,4,3.64,605.77,7.97,76
8,7,5,5,8,7,5,5,3.68,554.25,8.27,67
8,7,5,6,8,7,5,6,3.17,560.63,7.38,76
8,7,5,7,8,7,5,7,3.74,585.21,8.48,69
8,7,5,8,8,7,5,8,3.7,577.75,8.62,67
8,7,5,9,8,7,5,9,3.7,577.75,8.62,67
8,7,5,10,8,7,5,10,3.96,586.15,9.16,64
8,7,6,4,8,7,6,4,3.64,605.77,7.97,76
8,7,6,5,8,7,6,5,3.68,554.25,8.27,67
8,7,6,6,8,7,6,6,3.17,560.63,7.38,76
8,7,6,7,8,7,6,7,3.74,585.21,8.48,69
8,7,6,8,8,7,6,8,3.7,577.75,8.62,67
8,7,6,9,8,7,6,9,3.7,577.75,8.62,67
8,7,6,10,8,7,6,10,3.96,586.15,9.16,64
8,7,7,4,8,7,7,4,3.86,618.84,8.36,74
8,7,7,5,8,7,7,5,3.93,567.32,8.73,65
8,7,7,6,8,7,7,6,3.34,573.7,7.75,74
8,7,7,7,8,7,7,7,3.98,598.28,8.93,67
8,7,7,8,8,7,7,8,3.95,590.82,9.09,65
8,7,7,9,8,7,7,9,3.95,590.82,9.09,65
8,7,7,10,8,7,7,10,4.24,599.22,9.66,62
8,7,8,4,8,7,8,4,3.86,618.84,8.36,74
8,7,8,5,8,7,8,5,3.79,541.18,8.46,64
8,7,8,6,8,7,8,6,3.34,573.7,7.75,74
8,7,8,7,8,7,8,7,3.98,598.28,8.93,67
8,7,8,8,8,7,8,8,3.95,590.82,9.09,65
8,7,8,9,8,7,8,9,3.95,590.82,9.09,65
8,7,8,10,8,7,8,10,4.24,599.22,9.66,62
8,7,9,4,8,7,9,4,3.86,618.84,8.36,74
8,7,9,5,8,7,9,5,3.79,541.18,8.46,64
8,7,9,6,8,7,9,6,3.34,573.7,7.75,74
8,7,9,7,8,7,9,7,3.98,598.28,8.93,67
8,7,9,8,8,7,9,8,3.95,590.82,9.09,65
8,7,9,9,8,7,9,9,3.95,590.82,9.09,65
8,7,9,10,8,7,9,10,4.24,599.22,9.66,62
8,7,10,4,8,7,10,4,3.86,618.84,8.36,74
8,7,10,5,8,7,10,5,3.79,541.18,8.46,64
8,7,10,6,8,7,10,6,3.34,573.7,7.75,74
8,7,10,7,8,7,10,7,3.98,598.28,8.93,67
8,7,10,8,8,7,10,8,3.95,590.82,9.09,65
8,7,10,9,8,7,10,9,3.95,590.82,9.09,65
8,7,10,10,8,7,10,10,4.24,599.22,9.66,62
8,8,4,4,8,8,4,4,3.26,530.68,7.08,75
8,8,4,5,8,8,4,5,3.26,479.17,7.26,66
8,8,4,6,8,8,4,6,2.92,491.83,6.74,73
8,8,4,7,8,8,4,7,3.43,516.41,7.82,66
8,8,4,8,8,8,4,8,3.46,512.83,8.01,64
8,8,4,9,8,8,4,9,3.4,508.95,7.95,64
8,8,4,10,8,8,4,10,3.63,517.35,8.48,61
8,8,5,4,8,8,5,4,3.6,548.16,7.83,70
8,8,5,5,8,8,5,5,3.64,496.64,8.14,61
8,8,5,6,8,8,5,6,3.35,520.53,7.77,67
8,8,5,7,8,8,5,7,4.08,545.11,9.09,60
8,8,5,8,8,8,5,8,3.67,520.15,8.53,61
8,8,5,9,8,8,5,9,4.04,537.65,9.27,58
8,8,5,10,8,8,5,10,4.38,546.05,9.93,55
8,8,6,4,8,8,6,4,3.6,548.16,7.83,70
8,8,6,5,8,8,6,5,3.64,496.64,8.14,61
8,8,6,6,8,8,6,6,3.35,520.53,7.77,67
8,8,6,7,8,8,6,7,4.08,545.11,9.09,60
8,8,6,8,8,8,6,8,3.67,520.15,8.53,61
8,8,6,9,8,8,6,9,4.04,537.65,9.27,58
8,8,6,10,8,8,6,10,4.38,546.05,9.93,55
8,8,7,4,8,8,7,4,3.84,561.23,8.25,68
8,8,7,5,8,8,7,5,3.92,509.72,8.64,59
8,8,7,6,8,8,7,6,3.56,533.6,8.21,65
8,8,7,7,8,8,7,7,4.4,558.18,9.62,58
8,8,7,8,8,8,7,8,3.94,533.22,9.04,59
8,8,7,9,8,8,7,9,4.36,550.72,9.83,56
8,8,7,10,8,8,7,10,4.77,559.12,10.55,53
8,8,8,4,8,8,8,4,3.84,561.23,8.25,68
8,8,8,5,8,8,8,5,3.77,483.58,8.34,58
8,8,8,6,8,8,8,6,3.56,533.6,8.21,65
8,8,8,7,8,8,8,7,4.4,558.18,9.62,58
8,8,8,8,8,8,8,8,3.94,533.22,9.04,59
8,8,8,9,8,8,8,9,4.36,550.72,9.83,56
8,8,8,10,8,8,8,10,4.77,559.12,10.55,53
8,8,9,4,8,8,9,4,3.84,561.23,8.25,68
8,8,9,5,8,8,9,5,3.77,483.58,8.34,58
8,8,9,6,8,8,9,6,3.56,533.6,8.21,65
8,8,9,7,8,8,9,7,4.4,558.18,9.62,58
8,8,9,8,8,8,9,8,3.94,533.22,9.04,59
8,8,9,9,8,8,9,9,4.36,550.72,9.83,56
8,8,9,10,8,8,9,10,4.77,559.12,10.55,53
8,8,10,4,8,8,10,4,3.84,561.23,8.25,68
8,8,10,5,8,8,10,5,3.77,483.58,8.34,58
8,8,10,6,8,8,10,6,3.56,533.6,8.21,65
8,8,10,7,8,8,10,7,4.4,558.18,9.62,58
8,8,10,8,8,8,10,8,3.94,533.22,9.04,59
8,8,10,9,8,8,10,9,4.36,550.72,9.83,56
8,8,10,10,8,8,10,10,4.77,559.12,10.55,53
8,9,4,4,8,9,4,4,3.26,530.68,7.08,75
8,9,4,5,8,9,4,5,3.26,479.17,7.26,66
8,9,4,6,8,9,4,6,2.92,491.83,6.74,73
8,9,4,7,8,9,4,7,3.43,516.41,7.82,66
8,9,4,8,8,9,4,8,3.46,512.83,8.01,64
8,9,4,9,8,9,4,9,3.4,508.95,7.95,64
8,9,4,10,8,9,4,10,3.63,517.35,8.48,61
8,9,5,4,8,9,5,4,3.6,548.16,7.83,70
8,9,5,5,8,9,5,5,3.64,496.64,8.14,61
8,9,5,6,8,9,5,6,3.35,520.53,7.77,67
8,9,5,7,8,9,5,7,4.08,545.11,9.09,60
8,9,5,8,8,9,5,8,3.67,520.15,8.53,61
8,9,5,9,8,9,5,9,4.04,537.65,9.27,58
8,9,5,10,8,9,5,10,4.38,546.05,9.93,55
8,9,6,4,8,9,6,4,3.6,548.16,7.83,70
8,9,6,5,8,9,6,5,3.64,496.64,8.14,61
8,9,6,6,8,9,6,6,3.35,520.53,7.77,67
8,9,6,7,8,9,6,7,4.08,545.11,9.09,60
8,9,6,8,8,9,6,8,3.67,520.15,8.53,61
8,9,6,9,8,9,6,9,4.04,537.65,9.27,58
8,9,6,10,8,9,6,10,4.38,546.05,9.93,55
8,9,7,4,8,9,7,4,3.84,561.23,8.25,68
8,9,7,5,8,9,7,5,3.92,509.72,8.64,59
8,9,7,6,8,9,7,6,3.56,533.6,8.21,65
8,9,7,7,8,9,7,7,4.4,558.18,9.62,58
8,9,7,8,8,9,7,8,3.94,533.22,9.04,59
8,9,7,9,8,9,7,9,4.36,550.72,9.83,56
8,9,7,10,8,9,7,10,4.77,559.12,10.55,53
8,9,8,4,8,9,8,4,3.84,561.23,8.25,68
8,9,8,5,8,9,8,5,3.77,483.58,8.34,58
8,9,8,6,8,9,8,6,3.56,533.6,8.21,65
8,9,8,7,8,9,8,7,4.4,558.18,9.62,58
8,9,8,8,8,9,8,8,3.94,533.22,9.04,59
8,9,8,9,8,9,8,9,4.36,550.72,9.83,56
8,9,8,10,8,9,8,10,4.77,559.12,10.55,53
8,9,9,4,8,9,9,4,3.84,561.23,8.25,68
8,9,9,5,8,9,9,5,3.77,483.58,8.34,58
8,9,9,6,8,9,9,6,3.56,533.6,8.21,65
8,9,9,7,8,9,9,7,4.4,558.18,9.62,58
8,9,9,8,8,9,9,8,3.94,533.22,9.04,59
8,9,9,9,8,9,9,9,4.36,550.72,9.83,56
8,9,9,10,8,9,9,10,4.77,559.12,10.55,53
8,9,10,4,8,9,10,4,3.84,561.23,8.25,68
8,9,10,5,8,9,10,5,3.77,483.58,8.34,58
8,9,10,6,8,9,10,6,3.56,533.6,8.21,65
8,9,10,7,8,9,10,7,4.4,558.18,9.62,58
8,9,10,8,8,9,10,8,3.94,533.22,9.04,59
8,9,10,9,8,9,10,9,4.36,550.72,9.83,56
8,9,10,10,8,9,10,10,4.77,559.12,10.55,53
8,10,4,4,8,10,4,4,3.41,537.15,7.46,72
8,10,4,5,8,10,4,5,3.36,482.06,7.53,64
8,10,4,6,8,10,4,6,2.99,494.72,6.97,71
8,10,4,7,8,10,4,7,3.54,519.3,8.11,64
8,10,4,8,8,10,4,8,3.57,515.72,8.32,62
8,10,4,9,8,10,4,9,3.5,511.84,8.26,62
8,10,4,10,8,10,4,10,3.83,523.82,9.03,58
8,10,5,4,8,10,5,4,3.78,554.63,8.28,67
8,10,5,5,8,10,5,5,3.78,499.53,8.47,59
8,10,5,6,8,10,5,6,3.45,523.42,8.05,65
8,10,5,7,8,10,5,7,4.24,548.0,9.45,58
8,10,5,8,8,10,5,8,3.8,523.04,8.87,59
8,10,5,9,8,10,5,9,4.19,540.54,9.65,56
8,10,5,10,8,10,5,10,4.68,552.52,10.63,52
8,10,6,4,8,10,6,4,3.78,554.63,8.28,67
8,10,6,5,8,10,6,5,3.78,499.53,8.47,59
8,10,6,6,8,10,6,6,3.45,523.42,8.05,65
8,10,6,7,8,10,6,7,4.24,548.0,9.45,58
8,10,6,8,8,10,6,8,3.8,523.04,8.87,59
8,10,6,9,8,10,6,9,4.19,540.54,9.65,56
8,10,6,10,8,10,6,10,4.68,552.52,10.63,52
8,10,7,4,8,10,7,4,4.05,567.7,8.73,65
8,10,7,5,8,10,7,5,4.07,512.61,8.99,57
8,10,7,6,8,10,7,6,3.68,536.49,8.52,63
8,10,7,7,8,10,7,7,4.59,561.07,10.02,56
8,10,7,8,8,10,7,8,4.09,536.11,9.41,57
8,10,7,9,8,10,7,9,4.55,553.61,10.25,54
8,10,7,10,8,10,7,10,5.13,565.59,11.31,50
8,10,8,4,8,10,8,4,4.05,567.7,8.73,65
8,10,8,5,8,10,8,5,3.92,486.47,8.69,56
8,10,8,6,8,10,8,6,3.68,536.49,8.52,63
8,10,8,7,8,10,8,7,4.59,561.07,10.02,56
8,10,8,8,8,10,8,8,4.09,536.11,9.41,57
8,10,8,9,8,10,8,9,4.55,553.61,10.25,54
8,10,8,10,8,10,8,10,5.13,565.59,11.31,50
8,10,9,4,8,10,9,4,4.05,567.7,8.73,65
8,10,9,5,8,10,9,5,3.92,486.47,8.69,56
8,10,9,6,8,10,9,6,3.68,536.49,8.52,63
8,10,9,7,8,10,9,7,4.59,561.07,10.02,56
8,10,9,8,8,10,9,8,4.09,536.11,9.41,57
8,10,9,9,8,10,9,9,4.55,553.61,10.25,54
8,10,9,10,8,10,9,10,5.13,565.59,11.31,50
8,10,10,4,8,10,10,4,4.05,567.7,8.73,65
8,10,10,5,8,10,10,5,3.92,486.47,8.69,56
8,10,10,6,8,10,10,6,3.68,536.49,8.52,63
8,10,10,7,8,10,10,7,4.59,561.07,10.02,56
8,10,10,8,8,10,10,8,4.09,536.11,9.41,57
8,10,10,9,8,10,10,9,4.55,553.61,10.25,54
8,10,10,10,8,10,10,10,5.13,565.59,11.31,50
9,4,4,4,9,4,4,4,2.56,435.4,5.18,84
9,4,4,5,9,4,4,5,2.18,344.35,4.36,79
9,4,4,6,9,4,4,6,2.42,406.91,5.09,80
9,4,4,7,9,4,4,7,2.4,395.29,5.0,79
9,4,4,8,9,4,4,8,2.37,387.84,5.04,77
9,4,4,9,9,4,4,9,2.37,387.84,5.04,77
9,4,4,10,9,4,4,10,2.37,387.84,5.04,77
9,4,5,4,9,4,5,4,2.68,443.68,5.55,80
9,4,5,5,9,4,5,5,2.27,352.64,4.7,75
9,4,5,6,9,4,5,6,2.44,405.03,5.19,78
9,4,5,7,9,4,5,7,2.41,393.42,5.11,77
9,4,5,8,9,4,5,8,2.39,385.96,5.15,75
9,4,5,9,9,4,5,9,2.39,385.96,5.15,75
9,4,5,10,9,4,5,10,2.39,385.96,5.15,75
9,4,6,4,9,4,6,4,2.68,443.68,5.55,80
9,4,6,5,9,4,6,5,2.27,352.64,4.7,75
9,4,6,6,9,4,6,6,2.44,405.03,5.19,78
9,4,6,7,9,4,6,7,2.41,393.42,5.11,77
9,4,6,8,9,4,6,8,2.39,385.96,5.15,75
9,4,6,9,9,4,6,9,2.39,385.96,5.15,75
9,4,6,10,9,4,6,10,2.39,385.96,5.15,75
9,4,7,4,9,4,7,4,2.76,451.28,5.71,79
9,4,7,5,9,4,7,5,2.34,360.23,4.87,74
9,4,7,6,9,4,7,6,2.5,412.62,5.36,77
9,4,7,7,9,4,7,7,2.48,401.01,5.28,76
9,4,7,8,9,4,7,8,2.45,393.56,5.32,74
9,4,7,9,9,4,7,9,2.45,393.56,5.32,74
9,4,7,10,9,4,7,10,2.45,393.56,5.32,74
9,4,8,4,9,4,8,4,2.76,451.28,5.71,79
9,4,8,5,9,4,8,5,2.24,334.09,4.58,73
9,4,8,6,9,4,8,6,2.5,412.62,5.36,77
9,4,8,7,9,4,8,7,2.48,401.01,5.28,76
9,4,8,8,9,4,8,8,2.45,393.56,5.32,74
9,4,8,9,9,4,8,9,2.45,393.56,5.32,74
9,4,8,10,9,4,8,10,2.45,393.56,5.32,74
9,4,9,4,9,4,9,4,2.76,451.28,5.71,79
9,4,9,5,9,4,9,5,2.24,334.09,4.58,73
9,4,9,6,9,4,9,6,2.5,412.62,5.36,77
9,4,9,7,9,4,9,7,2.48,401.01,5.28,76
9,4,9,8,9,4,9,8,2.45,393.56,5.32,74
9,4,9,9,9,4,9,9,2.45,393.56,5.32,74
9,4,9,10,9,4,9,10,2.45,393.56,5.32,74
9,4,10,4,9,4,10,4,2.8,454.8,5.83,78
9,4,10,5,9,4,10,5,2.27,337.62,4.69,72
9,4,10,6,9,4,10,6,2.54,416.15,5.48,76
9,4,10,7,9,4,10,7,2.51,404.54,5.39,75
9,4,10,8,9,4,10,8,2.49,397.08,5.44,73
9,4,10,9,9,4,10,9,2.49,397.08,5.44,73
9,4,10,10,9,4,10,10,2.49,397.08,5.44,73
9,5,4,4,9,5,4,4,2.69,443.79,5.48,81
9,5,4,5,9,5,4,5,2.3,366.95,4.59,80
9,5,4,6,9,5,4,6,2.51,425.63,5.25,81
9,5,4,7,9,5,4,7,2.49,414.02,5.18,80
9,5,4,8,9,5,4,8,2.5,410.44,5.26,78
9,5,4,9,9,5,4,9,2.46,406.56,5.21,78
9,5,4,10,9,5,4,10,2.58,414.96,5.53,75
9,5,5,4,9,5,5,4,2.82,452.08,5.87,77
9,5,5,5,9,5,5,5,2.4,375.24,4.94,76
9,5,5,6,9,5,5,6,2.74,445.14,5.86,76
9,5,5,7,9,5,5,7,2.72,433.53,5.78,75
9,5,5,8,9,5,5,8,2.52,408.57,5.38,76
9,5,5,9,9,5,5,9,2.69,426.07,5.84,73
9,5,5,10,9,5,5,10,2.84,434.47,6.21,70
9,5,6,4,9,5,6,4,2.82,452.08,5.87,77
9,5,6,5,9,5,6,5,2.4,375.24,4.94,76
9,5,6,6,9,5,6,6,2.74,445.14,5.86,76
9,5,6,7,9,5,6,7,2.72,433.53,5.78,75
9,5,6,8,9,5,6,8,2.52,408.57,5.38,76
9,5,6,9,9,5,6,9,2.69,426.07,5.84,73
9,5,6,10,9,5,6,10,2.84,434.47,6.21,70
9,5,7,4,9,5,7,4,2.91,459.67,6.05,76
9,5,7,5,9,5,7,5,2.47,382.83,5.1,75
9,5,7,6,9,5,7,6,2.82,452.73,6.04,75
9,5,7,7,9,5,7,7,2.81,441.12,5.96,74
9,5,7,8,9,5,7,8,2.59,416.16,5.55,75
9,5,7,9,9,5,7,9,2.78,433.67,6.02,72
9,5,7,10,9,5,7,10,2.93,442.06,6.41,69
9,5,8,4,9,5,8,4,2.91,459.67,6.05,76
9,5,8,5,9,5,8,5,2.37,356.7,4.82,74
9,5,8,6,9,5,8,6,2.82,452.73,6.04,75
9,5,8,7,9,5,8,7,2.81,441.12,5.96,74
9,5,8,8,9,5,8,8,2.59,416.16,5.55,75
9,5,8,9,9,5,8,9,2.78,433.67,6.02,72
9,5,8,10,9,5,8,10,2.93,442.06,6.41,69
9,5,9,4,9,5,9,4,2.91,459.67,6.05,76
9,5,9,5,9,5,9,5,2.37,356.7,4.82,74
9,5,9,6,9,5,9,6,2.82,452.73,6.04,75
9,5,9,7,9,5,9,7,2.81,441.12,5.96,74
9,5,9,8,9,5,9,8,2.59,416.16,5.55,75
9,5,9,9,9,5,9,9,2.78,433.67,6.02,72
9,5,9,10,9,5,9,10,2.93,442.06,6.41,69
9,5,10,4,9,5,10,4,2.95,463.2,6.18,75
9,5,10,5,9,5,10,5,2.4,360.23,4.93,73
9,5,10,6,9,5,10,6,2.87,456.26,6.17,74
9,5,10,7,9,5,10,7,2.85,444.65,6.09,73
9,5,10,8,9,5,10,8,2.62,419.69,5.67,74
9,5,10,9,9,5,10,9,2.82,437.19,6.16,71
9,5,10,10,9,5,10,10,2.98,445.59,6.55,68
9,6,4,4,9,6,4,4,3.44,597.48,7.47,80
9,6,4,5,9,6,4,5,3.33,546.65,7.39,74
9,6,4,6,9,6,4,6,3.04,563.19,6.95,81
9,6,4,7,9,6,4,7,3.54,587.77,7.94,74
9,6,4,8,9,6,4,8,3.51,580.31,8.06,72
9,6,4,9,9,6,4,9,3.51,580.31,8.06,72
9,6,4,10,9,6,4,10,3.73,588.71,8.53,69
9,6,5,4,9,6,5,4,3.64,605.77,7.97,76
9,6,5,5,9,6,5,5,3.52,554.94,7.93,70
9,6,5,6,9,6,5,6,3.07,561.32,7.11,79
9,6,5,7,9,6,5,7,3.58,585.89,8.14,72
9,6,5,8,9,6,5,8,3.55,578.44,8.26,70
9,6,5,9,9,6,5,9,3.55,578.44,8.26,70
9,6,5,10,9,6,5,10,3.78,586.83,8.76,67
9,6,6,4,9,6,6,4,3.64,605.77,7.97,76
9,6,6,5,9,6,6,5,3.52,554.94,7.93,70
9,6,6,6,9,6,6,6,3.07,561.32,7.11,79
9,6,6,7,9,6,6,7,3.58,585.89,8.14,72
9,6,6,8,9,6,6,8,3.55,578.44,8.26,70
9,6,6,9,9,6,6,9,3.55,578.44,8.26,70
9,6,6,10,9,6,6,10,3.78,586.83,8.76,67
9,6,7,4,9,6,7,4,3.86,618.84,8.36,74
9,6,7,5,9,6,7,5,3.74,568.01,8.35,68
9,6,7,6,9,6,7,6,3.23,574.39,7.46,77
9,6,7,7,9,6,7,7,3.8,598.96,8.56,70
9,6,7,8,9,6,7,8,3.77,591.51,8.7,68
9,6,7,9,9,6,7,9,3.77,591.51,8.7,68
9,6,7,10,9,6,7,10,4.03,599.9,9.23,65
9,6,8,4,9,6,8,4,3.86,618.84,8.36,74
9,6,8,5,9,6,8,5,3.62,541.87,8.09,67
9,6,8,6,9,6,8,6,3.23,574.39,7.46,77
9,6,8,7,9,6,8,7,3.8,598.96,8.56,70
9,6,8,8,9,6,8,8,3.77,591.51,8.7,68
9,6,8,9,9,6,8,9,3.77,591.51,8.7,68
9,6,8,10,9,6,8,10,4.03,599.9,9.23,65
9,6,9,4,9,6,9,4,3.86,618.84,8.36,74
9,6,9,5,9,6,9,5,3.62,541.87,8.09,67
9,6,9,6,9,6,9,6,3.23,574.39,7.46,77
9,6,9,7,9,6,9,7,3.8,598.96,8.56,70
9,6,9,8,9,6,9,8,3.77,591.51,8.7,68
9,6,9,9,9,6,9,9,3.77,591.51,8.7,68
9,6,9,10,9,6,9,10,4.03,599.9,9.23,65
9,6,10,4,9,6,10,4,3.86,618.84,8.36,74
9,6,10,5,9,6,10,5,3.62,541.87,8.09,67
9,6,10,6,9,6,10,6,3.23,574.39,7.46,77
9,6,10,7,9,6,10,7,3.8,598.96,8.56,70
9,6,10,8,9,6,10,8,3.77,591.51,8.7,68
9,6,10,9,9,6,10,9,3.77,591.51,8.7,68
9,6,10,10,9,6,10,10,4.03,599.9,9.23,65
9,7,4,4,9,7,4,4,3.44,597.48,7.47,80
9,7,4,5,9,7,4,5,3.46,545.96,7.69,71
9,7,4,6,9,7,4,6,3.14,562.51,7.21,78
9,7,4,7,9,7,4,7,3.69,587.08,8.27,71
9,7,4,8,9,7,4,8,3.65,579.63,8.4,69
9,7,4,9,9,7,4,9,3.65,579.63,8.4,69
9,7,4,10,9,7,4,10,3.9,588.02,8.91,66
9,7,5,4,9,7,5,4,3.64,605.77,7.97,76
9,7,5,5,9,7,5,5,3.68,554.25,8.27,67
9,7,5,6,9,7,5,6,3.17,560.63,7.38,76
9,7,5,7,9,7,5,7,3.74,585.21,8.48,69
9,7,5,8,9,7,5,8,3.7,577.75,8.62,67
9,7,5,9,9,7,5,9,3.7,577.75,8.62,67
9,7,5,10,9,7,5,10,3.96,586.15,9.16,64
9,7,6,4,9,7,6,4,3.64,605.77,7.97,76
9,7,6,5,9,7,6,5,3.68,554.25,8.27,67
9,7,6,6,9,7,6,6,3.17,560.63,7.38,76
9,7,6,7,9,7,6,7,3.74,585.21,8.48,69
9,7,6,8,9,7,6,8,3.7,577.75,8.62,67
9,7,6,9,9,7,6,9,3.7,577.75,8.62,67
9,7,6,10,9,7,6,10,3.96,586.15,9.16,64
9,7,7,4,9,7,7,4,3.86,618.84,8.36,74
9,7,7,5,9,7,7,5,3.93,567.32,8.73,65
9,7,7,6,9,7,7,6,3.34,573.7,7.75,74
9,7,7,7,9,7,7,7,3.98,598.28,8.93,67
9,7,7,8,9,7,7,8,3.95,590.82,9.09,65
9,7,7,9,9,7,7,9,3.95,590.82,9.09,65
9,7,7,10,9,7,7,10,4.24,599.22,9.66,62
9,7,8,4,9,7,8,4,3.86,618.84,8.36,74
9,7,8,5,9,7,8,5,3.79,541.18,8.46,64
9,7,8,6,9,7,8,6,3.34,573.7,7.75,74
9,7,8,7,9,7,8,7,3.98,598.28,8.93,67
9,7,8,8,9,7,8,8,3.95,590.82,9.09,65
9,7,8,9,9,7,8,9,3.95,590.82,9.09,65
9,7,8,10,9,7,8,10,4.24,599.22,9.66,62
9,7,9,4,9,7,9,4,3.86,618.84,8.36,74
9,7,9,5,9,7,9,5,3.79,541.18,8.46,64
9,7,9,6,9,7,9,6,3.34,573.7,7.75,74
9,7,9,7,9,7,9,7,3.98,598.28,8.93,67
9,7,9,8,9,7,9,8,3.95,590.82,9.09,65
9,7,9,9,9,7,9,9,3.95,590.82,9.09,65
9,7,9,10,9,7,9,10,4.24,599.22,9.66,62
9,7,10,4,9,7,10,4,3.86,618.84,8.36,74
9,7,10,5,9,7,10,5,3.79,541.18,8.46,64
9,7,10,6,9,7,10,6,3.34,573.7,7.75,74
9,7,10,7,9,7,10,7,3.98,598.28,8.93,67
9,7,10,8,9,7,10,8,3.95,590.82,9.09,65
9,7,10,9,9,7,10,9,3.95,590.82,9.09,65
9,7,10,10,9,7,10,10,4.24,599.22,9.66,62
9,8,4,4,9,8,4,4,3.26,530.68,7.08,75
9,8,4,5,9,8,4,5,3.26,479.17,7.26,66
9,8,4,6,9,8,4,6,2.92,491.83,6.74,73
9,8,4,7,9,8,4,7,3.43,516.41,7.82,66
9,8,4,8,9,8,4,8,3.46,512.83,8.01,64
9,8,4,9,9,8,4,9,3.4,508.95,7.95,64
9,8,4,10,9,8,4,10,3.63,517.35,8.48,61
9,8,5,4,9,8,5,4,3.6,548.16,7.83,70
9,8,5,5,9,8,5,5,3.64,496.64,8.14,61
9,8,5,6,9,8,5,6,3.35,520.53,7.77,67
9,8,5,7,9,8,5,7,4.08,545.11,9.09,60
9,8,5,8,9,8,5,8,3.67,520.15,8.53,61
9,8,5,9,9,8,5,9,4.04,537.65,9.27,58
9,8,5,10,9,8,5,10,4.38,546.05,9.93,55
9,8,6,4,9,8,6,4,3.6,548.16,7.83,70
9,8,6,5,9,8,6,5,3.64,496.64,8.14,61
9,8,6,6,9,8,6,6,3.35,520.53,7.77,67
9,8,6,7,9,8,6,7,4.08,545.11,9.09,60
