high_by_point_n,low_by_point_n,high_by_point_n_on_trend,low_by_point_n_on_trend,high_by_point_m,low_by_point_m,high_by_point_m_on_trend,low_by_point_m_on_trend,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count
9,8,6,8,9,8,6,8,3.67,520.15,8.53,61
9,8,6,9,9,8,6,9,4.04,537.65,9.27,58
9,8,6,10,9,8,6,10,4.38,546.05,9.93,55
9,8,7,4,9,8,7,4,3.84,561.23,8.25,68
9,8,7,5,9,8,7,5,3.92,509.72,8.64,59
9,8,7,6,9,8,7,6,3.56,533.6,8.21,65
9,8,7,7,9,8,7,7,4.4,558.18,9.62,58
9,8,7,8,9,8,7,8,3.94,533.22,9.04,59
9,8,7,9,9,8,7,9,4.36,550.72,9.83,56
9,8,7,10,9,8,7,10,4.77,559.12,10.55,53
9,8,8,4,9,8,8,4,3.84,561.23,8.25,68
9,8,8,5,9,8,8,5,3.77,483.58,8.34,58
9,8,8,6,9,8,8,6,3.56,533.6,8.21,65
9,8,8,7,9,8,8,7,4.4,558.18,9.62,58
9,8,8,8,9,8,8,8,3.94,533.22,9.04,59
9,8,8,9,9,8,8,9,4.36,550.72,9.83,56
9,8,8,10,9,8,8,10,4.77,559.12,10.55,53
9,8,9,4,9,8,9,4,3.84,561.23,8.25,68
9,8,9,5,9,8,9,5,3.77,483.58,8.34,58
9,8,9,6,9,8,9,6,3.56,533.6,8.21,65
9,8,9,7,9,8,9,7,4.4,558.18,9.62,58
9,8,9,8,9,8,9,8,3.94,533.22,9.04,59
9,8,9,9,9,8,9,9,4.36,550.72,9.83,56
9,8,9,10,9,8,9,10,4.77,559.12,10.55,53
9,8,10,4,9,8,10,4,3.84,561.23,8.25,68
9,8,10,5,9,8,10,5,3.77,483.58,8.34,58
9,8,10,6,9,8,10,6,3.56,533.6,8.21,65
9,8,10,7,9,8,10,7,4.4,558.18,9.62,58
9,8,10,8,9,8,10,8,3.94,533.22,9.04,59
9,8,10,9,9,8,10,9,4.36,550.72,9.83,56
9,8,10,10,9,8,10,10,4.77,559.12,10.55,53
9,9,4,4,9,9,4,4,3.26,530.68,7.08,75
9,9,4,5,9,9,4,5,3.26,479.17,7.26,66
9,9,4,6,9,9,4,6,2.92,491.83,6.74,73
9,9,4,7,9,9,4,7,3.43,516.41,7.82,66
9,9,4,8,9,9,4,8,3.46,512.83,8.01,64
9,9,4,9,9,9,4,9,3.4,508.95,7.95,64
9,9,4,10,9,9,4,10,3.63,517.35,8.48,61
9,9,5,4,9,9,5,4,3.6,548.16,7.83,70
9,9,5,5,9,9,5,5,3.64,496.64,8.14,61
9,9,5,6,9,9,5,6,3.35,520.53,7.77,67
9,9,5,7,9,9,5,7,4.08,545.11,9.09,60
9,9,5,8,9,9,5,8,3.67,520.15,8.53,61
9,9,5,9,9,9,5,9,4.04,537.65,9.27,58
9,9,5,10,9,9,5,10,4.38,546.05,9.93,55
9,9,6,4,9,9,6,4,3.6,548.16,7.83,70
9,9,6,5,9,9,6,5,3.64,496.64,8.14,61
9,9,6,6,9,9,6,6,3.35,520.53,7.77,67
9,9,6,7,9,9,6,7,4.08,545.11,9.09,60
9,9,6,8,9,9,6,8,3.67,520.15,8.53,61
9,9,6,9,9,9,6,9,4.04,537.65,9.27,58
9,9,6,10,9,9,6,10,4.38,546.05,9.93,55
9,9,7,4,9,9,7,4,3.84,561.23,8.25,68
9,9,7,5,9,9,7,5,3.92,509.72,8.64,59
9,9,7,6,9,9,7,6,3.56,533.6,8.21,65
9,9,7,7,9,9,7,7,4.4,558.18,9.62,58
9,9,7,8,9,9,7,8,3.94,533.22,9.04,59
9,9,7,9,9,9,7,9,4.36,550.72,9.83,56
9,9,7,10,9,9,7,10,4.77,559.12,10.55,53
9,9,8,4,9,9,8,4,3.84,561.23,8.25,68
9,9,8,5,9,9,8,5,3.77,483.58,8.34,58
9,9,8,6,9,9,8,6,3.56,533.6,8.21,65
9,9,8,7,9,9,8,7,4.4,558.18,9.62,58
9,9,8,8,9,9,8,8,3.94,533.22,9.04,59
9,9,8,9,9,9,8,9,4.36,550.72,9.83,56
9,9,8,10,9,9,8,10,4.77,559.12,10.55,53
9,9,9,4,9,9,9,4,3.84,561.23,8.25,68
9,9,9,5,9,9,9,5,3.77,483.58,8.34,58
9,9,9,6,9,9,9,6,3.56,533.6,8.21,65
9,9,9,7,9,9,9,7,4.4,558.18,9.62,58
9,9,9,8,9,9,9,8,3.94,533.22,9.04,59
9,9,9,9,9,9,9,9,4.36,550.72,9.83,56
9,9,9,10,9,9,9,10,4.77,559.12,10.55,53
9,9,10,4,9,9,10,4,3.84,561.23,8.25,68
9,9,10,5,9,9,10,5,3.77,483.58,8.34,58
9,9,10,6,9,9,10,6,3.56,533.6,8.21,65
9,9,10,7,9,9,10,7,4.4,558.18,9.62,58
9,9,10,8,9,9,10,8,3.94,533.22,9.04,59
9,9,10,9,9,9,10,9,4.36,550.72,9.83,56
9,9,10,10,9,9,10,10,4.77,559.12,10.55,53
9,10,4,4,9,10,4,4,3.41,537.15,7.46,72
9,10,4,5,9,10,4,5,3.36,482.06,7.53,64
9,10,4,6,9,10,4,6,2.99,494.72,6.97,71
9,10,4,7,9,10,4,7,3.54,519.3,8.11,64
9,10,4,8,9,10,4,8,3.57,515.72,8.32,62
9,10,4,9,9,10,4,9,3.5,511.84,8.26,62
9,10,4,10,9,10,4,10,3.83,523.82,9.03,58
9,10,5,4,9,10,5,4,3.78,554.63,8.28,67
9,10,5,5,9,10,5,5,3.78,499.53,8.47,59
9,10,5,6,9,10,5,6,3.45,523.42,8.05,65
9,10,5,7,9,10,5,7,4.24,548.0,9.45,58
9,10,5,8,9,10,5,8,3.8,523.04,8.87,59
9,10,5,9,9,10,5,9,4.19,540.54,9.65,56
9,10,5,10,9,10,5,10,4.68,552.52,10.63,52
9,10,6,4,9,10,6,4,3.78,554.63,8.28,67
9,10,6,5,9,10,6,5,3.78,499.53,8.47,59
9,10,6,6,9,10,6,6,3.45,523.42,8.05,65
9,10,6,7,9,10,6,7,4.24,548.0,9.45,58
9,10,6,8,9,10,6,8,3.8,523.04,8.87,59
9,10,6,9,9,10,6,9,4.19,540.54,9.65,56
9,10,6,10,9,10,6,10,4.68,552.52,10.63,52
9,10,7,4,9,10,7,4,4.05,567.7,8.73,65
9,10,7,5,9,10,7,5,4.07,512.61,8.99,57
9,10,7,6,9,10,7,6,3.68,536.49,8.52,63
9,10,7,7,9,10,7,7,4.59,561.07,10.02,56
9,10,7,8,9,10,7,8,4.09,536.11,9.41,57
9,10,7,9,9,10,7,9,4.55,553.61,10.25,54
9,10,7,10,9,10,7,10,5.13,565.59,11.31,50
9,10,8,4,9,10,8,4,4.05,567.7,8.73,65
9,10,8,5,9,10,8,5,3.92,486.47,8.69,56
9,10,8,6,9,10,8,6,3.68,536.49,8.52,63
9,10,8,7,9,10,8,7,4.59,561.07,10.02,56
9,10,8,8,9,10,8,8,4.09,536.11,9.41,57
9,10,8,9,9,10,8,9,4.55,553.61,10.25,54
9,10,8,10,9,10,8,10,5.13,565.59,11.31,50
9,10,9,4,9,10,9,4,4.05,567.7,8.73,65
9,10,9,5,9,10,9,5,3.92,486.47,8.69,56
9,10,9,6,9,10,9,6,3.68,536.49,8.52,63
9,10,9,7,9,10,9,7,4.59,561.07,10.02,56
9,10,9,8,9,10,9,8,4.09,536.11,9.41,57
9,10,9,9,9,10,9,9,4.55,553.61,10.25,54
9,10,9,10,9,10,9,10,5.13,565.59,11.31,50
9,10,10,4,9,10,10,4,4.05,567.7,8.73,65
9,10,10,5,9,10,10,5,3.92,486.47,8.69,56
9,10,10,6,9,10,10,6,3.68,536.49,8.52,63
9,10,10,7,9,10,10,7,4.59,561.07,10.02,56
9,10,10,8,9,10,10,8,4.09,536.11,9.41,57
9,10,10,9,9,10,10,9,4.55,553.61,10.25,54
9,10,10,10,9,10,10,10,5.13,565.59,11.31,50
10,4,4,4,10,4,4,4,2.56,435.4,5.18,84
10,4,4,5,10,4,4,5,2.18,344.35,4.36,79
10,4,4,6,10,4,4,6,2.42,406.91,5.09,80
10,4,4,7,10,4,4,7,2.4,395.29,5.0,79
10,4,4,8,10,4,4,8,2.37,387.84,5.04,77
10,4,4,9,10,4,4,9,2.37,387.84,5.04,77
10,4,4,10,10,4,4,10,2.37,387.84,5.04,77
10,4,5,4,10,4,5,4,2.68,443.68,5.55,80
10,4,5,5,10,4,5,5,2.27,352.64,4.7,75
10,4,5,6,10,4,5,6,2.44,405.03,5.19,78
10,4,5,7,10,4,5,7,2.41,393.42,5.11,77
10,4,5,8,10,4,5,8,2.39,385.96,5.15,75
10,4,5,9,10,4,5,9,2.39,385.96,5.15,75
10,4,5,10,10,4,5,10,2.39,385.96,5.15,75
10,4,6,4,10,4,6,4,2.68,443.68,5.55,80
10,4,6,5,10,4,6,5,2.27,352.64,4.7,75
10,4,6,6,10,4,6,6,2.44,405.03,5.19,78
10,4,6,7,10,4,6,7,2.41,393.42,5.11,77
10,4,6,8,10,4,6,8,2.39,385.96,5.15,75
10,4,6,9,10,4,6,9,2.39,385.96,5.15,75
10,4,6,10,10,4,6,10,2.39,385.96,5.15,75
10,4,7,4,10,4,7,4,2.76,451.28,5.71,79
10,4,7,5,10,4,7,5,2.34,360.23,4.87,74
10,4,7,6,10,4,7,6,2.5,412.62,5.36,77
10,4,7,7,10,4,7,7,2.48,401.01,5.28,76
10,4,7,8,10,4,7,8,2.45,393.56,5.32,74
10,4,7,9,10,4,7,9,2.45,393.56,5.32,74
10,4,7,10,10,4,7,10,2.45,393.56,5.32,74
10,4,8,4,10,4,8,4,2.76,451.28,5.71,79
10,4,8,5,10,4,8,5,2.24,334.09,4.58,73
10,4,8,6,10,4,8,6,2.5,412.62,5.36,77
10,4,8,7,10,4,8,7,2.48,401.01,5.28,76
10,4,8,8,10,4,8,8,2.45,393.56,5.32,74
10,4,8,9,10,4,8,9,2.45,393.56,5.32,74
10,4,8,10,10,4,8,10,2.45,393.56,5.32,74
10,4,9,4,10,4,9,4,2.76,451.28,5.71,79
10,4,9,5,10,4,9,5,2.24,334.09,4.58,73
10,4,9,6,10,4,9,6,2.5,412.62,5.36,77
10,4,9,7,10,4,9,7,2.48,401.01,5.28,76
10,4,9,8,10,4,9,8,2.45,393.56,5.32,74
10,4,9,9,10,4,9,9,2.45,393.56,5.32,74
10,4,9,10,10,4,9,10,2.45,393.56,5.32,74
10,4,10,4,10,4,10,4,2.8,454.8,5.83,78
10,4,10,5,10,4,10,5,2.27,337.62,4.69,72
10,4,10,6,10,4,10,6,2.54,416.15,5.48,76
10,4,10,7,10,4,10,7,2.51,404.54,5.39,75
10,4,10,8,10,4,10,8,2.49,397.08,5.44,73
10,4,10,9,10,4,10,9,2.49,397.08,5.44,73
10,4,10,10,10,4,10,10,2.49,397.08,5.44,73
10,5,4,4,10,5,4,4,2.69,443.79,5.48,81
10,5,4,5,10,5,4,5,2.3,366.95,4.59,80
10,5,4,6,10,5,4,6,2.51,425.63,5.25,81
10,5,4,7,10,5,4,7,2.49,414.02,5.18,80
10,5,4,8,10,5,4,8,2.5,410.44,5.26,78
10,5,4,9,10,5,4,9,2.46,406.56,5.21,78
10,5,4,10,10,5,4,10,2.58,414.96,5.53,75
10,5,5,4,10,5,5,4,2.82,452.08,5.87,77
10,5,5,5,10,5,5,5,2.4,375.24,4.94,76
10,5,5,6,10,5,5,6,2.74,445.14,5.86,76
10,5,5,7,10,5,5,7,2.72,433.53,5.78,75
10,5,5,8,10,5,5,8,2.52,408.57,5.38,76
10,5,5,9,10,5,5,9,2.69,426.07,5.84,73
10,5,5,10,10,5,5,10,2.84,434.47,6.21,70
10,5,6,4,10,5,6,4,2.82,452.08,5.87,77
10,5,6,5,10,5,6,5,2.4,375.24,4.94,76
10,5,6,6,10,5,6,6,2.74,445.14,5.86,76
10,5,6,7,10,5,6,7,2.72,433.53,5.78,75
10,5,6,8,10,5,6,8,2.52,408.57,5.38,76
10,5,6,9,10,5,6,9,2.69,426.07,5.84,73
10,5,6,10,10,5,6,10,2.84,434.47,6.21,70
10,5,7,4,10,5,7,4,2.91,459.67,6.05,76
10,5,7,5,10,5,7,5,2.47,382.83,5.1,75
10,5,7,6,10,5,7,6,2.82,452.73,6.04,75
10,5,7,7,10,5,7,7,2.81,441.12,5.96,74
10,5,7,8,10,5,7,8,2.59,416.16,5.55,75
10,5,7,9,10,5,7,9,2.78,433.67,6.02,72
10,5,7,10,10,5,7,10,2.93,442.06,6.41,69
10,5,8,4,10,5,8,4,2.91,459.67,6.05,76
10,5,8,5,10,5,8,5,2.37,356.7,4.82,74
10,5,8,6,10,5,8,6,2.82,452.73,6.04,75
10,5,8,7,10,5,8,7,2.81,441.12,5.96,74
10,5,8,8,10,5,8,8,2.59,416.16,5.55,75
10,5,8,9,10,5,8,9,2.78,433.67,6.02,72
10,5,8,10,10,5,8,10,2.93,442.06,6.41,69
10,5,9,4,10,5,9,4,2.91,459.67,6.05,76
10,5,9,5,10,5,9,5,2.37,356.7,4.82,74
10,5,9,6,10,5,9,6,2.82,452.73,6.04,75
10,5,9,7,10,5,9,7,2.81,441.12,5.96,74
10,5,9,8,10,5,9,8,2.59,416.16,5.55,75
10,5,9,9,10,5,9,9,2.78,433.67,6.02,72
10,5,9,10,10,5,9,10,2.93,442.06,6.41,69
10,5,10,4,10,5,10,4,2.95,463.2,6.18,75
10,5,10,5,10,5,10,5,2.4,360.23,4.93,73
10,5,10,6,10,5,10,6,2.87,456.26,6.17,74
10,5,10,7,10,5,10,7,2.85,444.65,6.09,73
10,5,10,8,10,5,10,8,2.62,419.69,5.67,74
10,5,10,9,10,5,10,9,2.82,437.19,6.16,71
10,5,10,10,10,5,10,10,2.98,445.59,6.55,68
10,6,4,4,10,6,4,4,3.38,592.67,7.32,81
10,6,4,5,10,6,4,5,3.26,541.84,7.22,75
10,6,4,6,10,6,4,6,2.99,558.39,6.81,82
10,6,4,7,10,6,4,7,3.47,582.97,7.77,75
10,6,4,8,10,6,4,8,3.43,575.51,7.88,73
10,6,4,9,10,6,4,9,3.43,575.51,7.88,73
10,6,4,10,10,6,4,10,3.64,583.9,8.34,70
10,6,5,4,10,6,5,4,3.56,600.96,7.8,77
10,6,5,5,10,6,5,5,3.45,550.13,7.75,71
10,6,5,6,10,6,5,6,3.02,556.52,6.96,80
10,6,5,7,10,6,5,7,3.51,581.09,7.96,73
10,6,5,8,10,6,5,8,3.48,573.64,8.08,71
10,6,5,9,10,6,5,9,3.48,573.64,8.08,71
10,6,5,10,10,6,5,10,3.69,582.03,8.56,68
10,6,6,4,10,6,6,4,3.56,600.96,7.8,77
10,6,6,5,10,6,6,5,3.45,550.13,7.75,71
10,6,6,6,10,6,6,6,3.02,556.52,6.96,80
10,6,6,7,10,6,6,7,3.51,581.09,7.96,73
10,6,6,8,10,6,6,8,3.48,573.64,8.08,71
10,6,6,9,10,6,6,9,3.48,573.64,8.08,71
10,6,6,10,10,6,6,10,3.69,582.03,8.56,68
10,6,7,4,10,6,7,4,3.77,614.03,8.19,75
10,6,7,5,10,6,7,5,3.66,563.2,8.16,69
10,6,7,6,10,6,7,6,3.17,569.59,7.3,78
10,6,7,7,10,6,7,7,3.72,594.16,8.37,71
10,6,7,8,10,6,7,8,3.68,586.71,8.5,69
10,6,7,9,10,6,7,9,3.68,586.71,8.5,69
10,6,7,10,10,6,7,10,3.93,595.1,9.02,66
10,6,8,4,10,6,8,4,3.77,614.03,8.19,75
10,6,8,5,10,6,8,5,3.54,537.07,7.9,68
10,6,8,6,10,6,8,6,3.17,569.59,7.3,78
10,6,8,7,10,6,8,7,3.72,594.16,8.37,71
10,6,8,8,10,6,8,8,3.68,586.71,8.5,69
10,6,8,9,10,6,8,9,3.68,586.71,8.5,69
10,6,8,10,10,6,8,10,3.93,595.1,9.02,66
10,6,9,4,10,6,9,4,3.77,614.03,8.19,75
10,6,9,5,10,6,9,5,3.54,537.07,7.9,68
10,6,9,6,10,6,9,6,3.17,569.59,7.3,78
10,6,9,7,10,6,9,7,3.72,594.16,8.37,71
10,6,9,8,10,6,9,8,3.68,586.71,8.5,69
10,6,9,9,10,6,9,9,3.68,586.71,8.5,69
10,6,9,10,10,6,9,10,3.93,595.1,9.02,66
10,6,10,4,10,6,10,4,3.86,618.84,8.36,74
10,6,10,5,10,6,10,5,3.62,541.87,8.09,67
10,6,10,6,10,6,10,6,3.23,574.39,7.46,77
10,6,10,7,10,6,10,7,3.8,598.96,8.56,70
10,6,10,8,10,6,10,8,3.77,591.51,8.7,68
10,6,10,9,10,6,10,9,3.77,591.51,8.7,68
10,6,10,10,10,6,10,10,4.03,599.9,9.23,65
10,7,4,4,10,7,4,4,3.38,592.67,7.32,81
10,7,4,5,10,7,4,5,3.39,541.16,7.52,72
10,7,4,6,10,7,4,6,3.09,557.7,7.06,79
10,7,4,7,10,7,4,7,3.61,582.28,8.09,72
10,7,4,8,10,7,4,8,3.57,574.82,8.21,70
10,7,4,9,10,7,4,9,3.57,574.82,8.21,70
10,7,4,10,10,7,4,10,3.81,583.22,8.7,67
10,7,5,4,10,7,5,4,3.56,600.96,7.8,77
10,7,5,5,10,7,5,5,3.6,549.45,8.08,68
10,7,5,6,10,7,5,6,3.12,555.83,7.22,77
10,7,5,7,10,7,5,7,3.66,580.4,8.29,70
10,7,5,8,10,7,5,8,3.62,572.95,8.43,68
10,7,5,9,10,7,5,9,3.62,572.95,8.43,68
10,7,5,10,10,7,5,10,3.87,581.34,8.94,65
10,7,6,4,10,7,6,4,3.56,600.96,7.8,77
10,7,6,5,10,7,6,5,3.6,549.45,8.08,68
10,7,6,6,10,7,6,6,3.12,555.83,7.22,77
10,7,6,7,10,7,6,7,3.66,580.4,8.29,70
10,7,6,8,10,7,6,8,3.62,572.95,8.43,68
10,7,6,9,10,7,6,9,3.62,572.95,8.43,68
10,7,6,10,10,7,6,10,3.87,581.34,8.94,65
10,7,7,4,10,7,7,4,3.77,614.03,8.19,75
10,7,7,5,10,7,7,5,3.83,562.52,8.52,66
10,7,7,6,10,7,7,6,3.28,568.9,7.59,75
10,7,7,7,10,7,7,7,3.89,593.47,8.73,68
10,7,7,8,10,7,7,8,3.85,586.02,8.88,66
10,7,7,9,10,7,7,9,3.85,586.02,8.88,66
10,7,7,10,10,7,7,10,4.13,594.41,9.44,63
10,7,8,4,10,7,8,4,3.77,614.03,8.19,75
10,7,8,5,10,7,8,5,3.7,536.38,8.25,65
10,7,8,6,10,7,8,6,3.28,568.9,7.59,75
10,7,8,7,10,7,8,7,3.89,593.47,8.73,68
10,7,8,8,10,7,8,8,3.85,586.02,8.88,66
10,7,8,9,10,7,8,9,3.85,586.02,8.88,66
10,7,8,10,10,7,8,10,4.13,594.41,9.44,63
10,7,9,4,10,7,9,4,3.77,614.03,8.19,75
10,7,9,5,10,7,9,5,3.7,536.38,8.25,65
10,7,9,6,10,7,9,6,3.28,568.9,7.59,75
10,7,9,7,10,7,9,7,3.89,593.47,8.73,68
10,7,9,8,10,7,9,8,3.85,586.02,8.88,66
10,7,9,9,10,7,9,9,3.85,586.02,8.88,66
10,7,9,10,10,7,9,10,4.13,594.41,9.44,63
10,7,10,4,10,7,10,4,3.86,618.84,8.36,74
10,7,10,5,10,7,10,5,3.79,541.18,8.46,64
10,7,10,6,10,7,10,6,3.34,573.7,7.75,74
10,7,10,7,10,7,10,7,3.98,598.28,8.93,67
10,7,10,8,10,7,10,8,3.95,590.82,9.09,65
10,7,10,9,10,7,10,9,3.95,590.82,9.09,65
10,7,10,10,10,7,10,10,4.24,599.22,9.66,62
10,8,4,4,10,8,4,4,3.19,525.88,6.92,76
10,8,4,5,10,8,4,5,3.19,474.36,7.08,67
10,8,4,6,10,8,4,6,2.86,487.03,6.58,74
10,8,4,7,10,8,4,7,3.35,511.6,7.64,67
10,8,4,8,10,8,4,8,3.38,508.03,7.82,65
10,8,4,9,10,8,4,9,3.32,504.15,7.76,65
10,8,4,10,10,8,4,10,3.54,512.54,8.27,62
10,8,5,4,10,8,5,4,3.52,543.36,7.65,71
10,8,5,5,10,8,5,5,3.55,491.84,7.93,62
10,8,5,6,10,8,5,6,3.28,515.73,7.58,68
10,8,5,7,10,8,5,7,3.97,540.31,8.86,61
10,8,5,8,10,8,5,8,3.58,515.34,8.31,62
10,8,5,9,10,8,5,9,3.93,532.85,9.03,59
10,8,5,10,10,8,5,10,4.25,541.24,9.67,56
10,8,6,4,10,8,6,4,3.52,543.36,7.65,71
10,8,6,5,10,8,6,5,3.55,491.84,7.93,62
10,8,6,6,10,8,6,6,3.28,515.73,7.58,68
10,8,6,7,10,8,6,7,3.97,540.31,8.86,61
10,8,6,8,10,8,6,8,3.58,515.34,8.31,62
10,8,6,9,10,8,6,9,3.93,532.85,9.03,59
10,8,6,10,10,8,6,10,4.25,541.24,9.67,56
10,8,7,4,10,8,7,4,3.75,556.43,8.06,69
10,8,7,5,10,8,7,5,3.81,504.91,8.42,60
10,8,7,6,10,8,7,6,3.48,528.8,8.01,66
10,8,7,7,10,8,7,7,4.28,553.38,9.38,59
10,8,7,8,10,8,7,8,3.84,528.41,8.81,60
10,8,7,9,10,8,7,9,4.23,545.92,9.58,57
10,8,7,10,10,8,7,10,4.62,554.31,10.27,54
10,8,8,4,10,8,8,4,3.75,556.43,8.06,69
10,8,8,5,10,8,8,5,3.67,478.78,8.11,59
10,8,8,6,10,8,8,6,3.48,528.8,8.01,66
10,8,8,7,10,8,8,7,4.28,553.38,9.38,59
10,8,8,8,10,8,8,8,3.84,528.41,8.81,60
10,8,8,9,10,8,8,9,4.23,545.92,9.58,57
10,8,8,10,10,8,8,10,4.62,554.31,10.27,54
10,8,9,4,10,8,9,4,3.75,556.43,8.06,69
10,8,9,5,10,8,9,5,3.67,478.78,8.11,59
10,8,9,6,10,8,9,6,3.48,528.8,8.01,66
10,8,9,7,10,8,9,7,4.28,553.38,9.38,59
10,8,9,8,10,8,9,8,3.84,528.41,8.81,60
10,8,9,9,10,8,9,9,4.23,545.92,9.58,57
10,8,9,10,10,8,9,10,4.62,554.31,10.27,54
10,8,10,4,10,8,10,4,3.84,561.23,8.25,68
10,8,10,5,10,8,10,5,3.77,483.58,8.34,58
10,8,10,6,10,8,10,6,3.56,533.6,8.21,65
10,8,10,7,10,8,10,7,4.4,558.18,9.62,58
10,8,10,8,10,8,10,8,3.94,533.22,9.04,59
10,8,10,9,10,8,10,9,4.36,550.72,9.83,56
10,8,10,10,10,8,10,10,4.77,559.12,10.55,53
10,9,4,4,10,9,4,4,3.19,525.88,6.92,76
10,9,4,5,10,9,4,5,3.19,474.36,7.08,67
10,9,4,6,10,9,4,6,2.86,487.03,6.58,74
10,9,4,7,10,9,4,7,3.35,511.6,7.64,67
10,9,4,8,10,9,4,8,3.38,508.03,7.82,65
10,9,4,9,10,9,4,9,3.32,504.15,7.76,65
10,9,4,10,10,9,4,10,3.54,512.54,8.27,62
10,9,5,4,10,9,5,4,3.52,543.36,7.65,71
10,9,5,5,10,9,5,5,3.55,491.84,7.93,62
10,9,5,6,10,9,5,6,3.28,515.73,7.58,68
10,9,5,7,10,9,5,7,3.97,540.31,8.86,61
10,9,5,8,10,9,5,8,3.58,515.34,8.31,62
10,9,5,9,10,9,5,9,3.93,532.85,9.03,59
10,9,5,10,10,9,5,10,4.25,541.24,9.67,56
10,9,6,4,10,9,6,4,3.52,543.36,7.65,71
10,9,6,5,10,9,6,5,3.55,491.84,7.93,62
10,9,6,6,10,9,6,6,3.28,515.73,7.58,68
10,9,6,7,10,9,6,7,3.97,540.31,8.86,61
10,9,6,8,10,9,6,8,3.58,515.34,8.31,62
10,9,6,9,10,9,6,9,3.93,532.85,9.03,59
10,9,6,10,10,9,6,10,4.25,541.24,9.67,56
10,9,7,4,10,9,7,4,3.75,556.43,8.06,69
10,9,7,5,10,9,7,5,3.81,504.91,8.42,60
10,9,7,6,10,9,7,6,3.48,528.8,8.01,66
10,9,7,7,10,9,7,7,4.28,553.38,9.38,59
10,9,7,8,10,9,7,8,3.84,528.41,8.81,60
10,9,7,9,10,9,7,9,4.23,545.92,9.58,57
10,9,7,10,10,9,7,10,4.62,554.31,10.27,54
10,9,8,4,10,9,8,4,3.75,556.43,8.06,69
10,9,8,5,10,9,8,5,3.67,478.78,8.11,59
10,9,8,6,10,9,8,6,3.48,528.8,8.01,66
10,9,8,7,10,9,8,7,4.28,553.38,9.38,59
10,9,8,8,10,9,8,8,3.84,528.41,8.81,60
10,9,8,9,10,9,8,9,4.23,545.92,9.58,57
10,9,8,10,10,9,8,10,4.62,554.31,10.27,54
10,9,9,4,10,9,9,4,3.75,556.43,8.06,69
10,9,9,5,10,9,9,5,3.67,478.78,8.11,59
10,9,9,6,10,9,9,6,3.48,528.8,8.01,66
10,9,9,7,10,9,9,7,4.28,553.38,9.38,59
10,9,9,8,10,9,9,8,3.84,528.41,8.81,60
10,9,9,9,10,9,9,9,4.23,545.92,9.58,57
10,9,9,10,10,9,9,10,4.62,554.31,10.27,54
10,9,10,4,10,9,10,4,3.84,561.23,8.25,68
10,9,10,5,10,9,10,5,3.77,483.58,8.34,58
10,9,10,6,10,9,10,6,3.56,533.6,8.21,65
10,9,10,7,10,9,10,7,4.4,558.18,9.62,58
10,9,10,8,10,9,10,8,3.94,533.22,9.04,59
10,9,10,9,10,9,10,9,4.36,550.72,9.83,56
10,9,10,10,10,9,10,10,4.77,559.12,10.55,53
10,10,4,4,10,10,4,4,3.33,532.35,7.29,73
10,10,4,5,10,10,4,5,3.29,477.25,7.34,65
10,10,4,6,10,10,4,6,2.93,489.92,6.8,72
10,10,4,7,10,10,4,7,3.46,514.49,7.92,65
10,10,4,8,10,10,4,8,3.49,510.92,8.11,63
10,10,4,9,10,10,4,9,3.42,507.04,8.05,63
10,10,4,10,10,10,4,10,3.73,519.02,8.8,59
10,10,5,4,10,10,5,4,3.7,549.83,8.09,68
10,10,5,5,10,10,5,5,3.68,494.73,8.25,60
10,10,5,6,10,10,5,6,3.38,518.62,7.86,66
10,10,5,7,10,10,5,7,4.12,543.19,9.21,59
10,10,5,8,10,10,5,8,3.71,518.23,8.64,60
10,10,5,9,10,10,5,9,4.08,535.74,9.4,57
10,10,5,10,10,10,5,10,4.54,547.72,10.33,53
10,10,6,4,10,10,6,4,3.7,549.83,8.09,68
10,10,6,5,10,10,6,5,3.68,494.73,8.25,60
10,10,6,6,10,10,6,6,3.38,518.62,7.86,66
10,10,6,7,10,10,6,7,4.12,543.19,9.21,59
10,10,6,8,10,10,6,8,3.71,518.23,8.64,60
10,10,6,9,10,10,6,9,4.08,535.74,9.4,57
10,10,6,10,10,10,6,10,4.54,547.72,10.33,53
10,10,7,4,10,10,7,4,3.95,562.9,8.53,66
10,10,7,5,10,10,7,5,3.96,507.8,8.76,58
10,10,7,6,10,10,7,6,3.59,531.69,8.31,64
10,10,7,7,10,10,7,7,4.46,556.27,9.76,57
10,10,7,8,10,10,7,8,3.98,531.3,9.16,58
10,10,7,9,10,10,7,9,4.41,548.81,9.98,55
10,10,7,10,10,10,7,10,4.96,560.79,11.0,51
10,10,8,4,10,10,8,4,3.95,562.9,8.53,66
10,10,8,5,10,10,8,5,3.81,481.67,8.45,57
10,10,8,6,10,10,8,6,3.59,531.69,8.31,64
10,10,8,7,10,10,8,7,4.46,556.27,9.76,57
10,10,8,8,10,10,8,8,3.98,531.3,9.16,58
10,10,8,9,10,10,8,9,4.41,548.81,9.98,55
10,10,8,10,10,10,8,10,4.96,560.79,11.0,51
10,10,9,4,10,10,9,4,3.95,562.9,8.53,66
10,10,9,5,10,10,9,5,3.81,481.67,8.45,57
10,10,9,6,10,10,9,6,3.59,531.69,8.31,64
10,10,9,7,10,10,9,7,4.46,556.27,9.76,57
