datetime,close,high,low,open,volume
2021/1/1 0:00,1.84208405,1.859655976,1.502038002,1.509775043,25722549
2021/1/2 0:00,1.799275041,1.989295006,1.721482038,1.845585942,31671064
2021/1/3 0:00,2.161751986,2.364980936,1.799901962,1.799901962,55073422
2021/1/4 0:00,2.485096931,2.485096931,1.876342058,2.162411928,59955405
2021/1/5 0:00,2.157217026,2.502615929,2.0777421,2.490982056,50555207
2021/1/6 0:00,1.929216981,2.185892105,1.907585025,2.159626007,50263975
2021/1/7 0:00,2.372745037,2.61183095,1.933043003,1.936586022,159870278
2021/1/8 0:00,3.219887018,3.779320002,2.180928946,2.368740082,206412154
2021/1/9 0:00,3.385381937,3.662787914,2.938307047,3.223541021,91906875
2021/1/10 0:00,3.466110945,3.733551025,3.196234941,3.390026093,62766977
2021/1/11 0:00,3.108089924,3.513571024,2.5971241,3.461065054,82877500
2021/1/12 0:00,3.613398075,3.844415903,3.080034971,3.103688002,73484689
2021/1/13 0:00,3.513782024,3.628824949,3.27492094,3.628382921,57994893
2021/1/14 0:00,3.27816391,3.542865992,3.181973934,3.516036034,59283112
2021/1/15 0:00,3.250160933,3.435921907,2.985191107,3.280399084,45331739
2021/1/16 0:00,3.447055101,3.70323205,3.248934031,3.248934031,68035606
2021/1/17 0:00,3.818139076,3.965372086,3.319746017,3.434870005,85407766
2021/1/18 0:00,3.79551506,4.147920132,3.655761003,3.822130919,70601713
2021/1/19 0:00,3.641865969,4.031448841,3.609023094,3.792042971,44547768
2021/1/20 0:00,3.723577976,3.737003088,3.344084024,3.635575056,46698656
2021/1/21 0:00,2.990535975,3.734325886,2.982696056,3.721669912,43834765
2021/1/22 0:00,3.346229076,3.497145891,2.540986061,2.989919901,63361382
2021/1/23 0:00,3.504112005,3.59730196,3.315762043,3.341034889,27904470
2021/1/24 0:00,3.634411097,3.793049097,3.489494085,3.507110119,32747555
2021/1/25 0:00,3.699980974,3.97435689,3.451309919,3.634644985,80055958
2021/1/26 0:00,4.04734993,4.096916199,3.682631969,3.698959112,78823456
2021/1/27 0:00,3.690587044,4.048630238,3.531601906,4.048630238,35195110
2021/1/28 0:00,3.822072029,3.943490982,3.609880924,3.686369896,31410527
2021/1/29 0:00,3.834676027,3.892601967,3.639385939,3.861581087,44053151
2021/1/30 0:00,4.224276066,4.311975956,3.774104118,3.837682009,53378198
2021/1/31 0:00,4.264143944,4.787010193,4.170497894,4.237314224,78376267
