datetime,open,high,low,close,volume,openinterest,normal_high_by_point,normal_low_by_point,trending_high_by_point,trending_low_by_point,close_average_percent,is_ma_trending,maybe_buy_signal,maybe_two_by_zero_signal,maybe_dl_break_signal,bar_count_at_signal,slow_ma_distr_percent,fast_ma_distr_percent,trsi,low_trsi,is_dtpl
01/26/2022 11:00,36958.32,38919.98,36234.63,36809.34,69830.16036,0,,,,,2.585875654,0,-1,-1,-1,0,83.5,43,29.97942508,28.75564806,0
01/27/2022 11:00,36807.24,37234.47,35507.01,37160.1,53020.87934,0,,,,,2.583264042,0,-1,-1,-1,0,84.5,24.5,32.01638465,29.97942508,0
01/28/2022 11:00,37160.11,38000,36155.01,37716.56,42154.26956,0,,,,32917.17,2.576744187,0,-1,-1,-1,0,82,30.5,35.23525843,29.97942508,0
01/29/2022 11:00,37716.57,38720.74,37268.44,38166.84,26129.49682,0,,,,,2.567121266,0,-1,-1,-1,0,80.5,30,37.8015877,32.01638465,0
01/30/2022 11:00,38166.83,38359.26,37351.63,37881.76,21430.66527,0,,,,,2.567697714,0,-1,-1,-1,0,91,37,36.80715641,35.23525843,0
01/31/2022 11:00,37881.75,38744,36632.61,38466.9,36855.2458,0,,,,,2.570053656,0,-1,-1,-1,0,86.5,28,40.27982648,36.80715641,0
02/01/2022 11:00,38466.9,39265.2,38000,38694.59,34574.44663,0,,32917.17,,,2.563456065,0,-1,-1,-1,0,94,31,41.62413154,36.80715641,0
02/02/2022 11:00,38694.59,38855.92,36586.95,36896.36,35794.6813,0,,,,,2.558634412,0,-1,-1,-1,0,98,64.5,34.93559787,34.93559787,0
02/03/2022 11:00,36896.37,37387,36250,37311.61,32081.10999,0,,,,,2.579700701,0,-1,-1,-1,0,96,65.5,37.43572025,34.93559787,0
02/04/2022 11:00,37311.98,41772.33,37026.73,41574.25,64703.95874,0,,,,,2.581227547,0,-1,-1,-1,0,82,12.5,56.08868789,34.93559787,0
02/05/2022 11:00,41571.7,41913.69,40843.01,41382.59,32531.14158,0,,,,,2.623577018,0,-1,-1,-1,0,82.5,18,55.29049206,37.43572025,0
02/06/2022 11:00,41382.6,42656,41116.56,42380.87,22405.16704,0,,,,,2.60886986,0,-1,-1,-1,0,66,14.5,58.59560417,55.29049206,0
02/07/2022 11:00,42380.87,44500.5,41645.85,43839.99,51060.62006,0,,,,36250,2.58141933,0,-1,-1,-1,0,58.5,2,62.91130366,55.29049206,0
02/08/2022 11:00,43839.99,45492,42666,44042.99,64880.29387,0,,,,,2.596404393,0,-1,-1,-1,0,60,3.5,63.48160726,58.59560417,0
02/09/2022 11:00,44043,44799,43117.92,44372.72,34428.16729,0,,,,,2.577871838,0,-1,-1,-1,0,56.5,22,64.43813202,62.91130366,0
