high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_m_on_trend,high_by_point_n_on_trend,low_by_point_m_on_trend,low_by_point_n_on_trend,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count
8,8,10,10,6,6,5,5,3.23,482.15,8.31,58
9,9,5,5,6,6,5,5,3.23,542.39,7.64,71
9,9,10,10,6,6,5,5,3.23,482.15,8.31,58
10,10,4,4,7,7,6,6,3.23,502.49,7.85,64
10,10,4,4,7,7,7,7,3.23,502.49,7.85,64
10,10,4,4,7,7,8,8,3.23,502.49,7.85,64
10,10,4,4,8,8,6,6,3.23,502.49,7.85,64
10,10,4,4,8,8,7,7,3.23,502.49,7.85,64
10,10,4,4,8,8,8,8,3.23,502.49,7.85,64
10,10,4,4,9,9,6,6,3.23,502.49,7.85,64
10,10,4,4,9,9,7,7,3.23,502.49,7.85,64
10,10,4,4,9,9,8,8,3.23,502.49,7.85,64
10,10,4,4,10,10,6,6,3.23,502.49,7.85,64
10,10,4,4,10,10,7,7,3.23,502.49,7.85,64
10,10,4,4,10,10,8,8,3.23,502.49,7.85,64
10,10,5,5,6,6,5,5,3.23,540.76,7.73,70
5,5,5,5,7,7,4,4,3.22,629.69,7.5,84
5,5,5,5,8,8,4,4,3.22,629.69,7.5,84
5,5,5,5,9,9,4,4,3.22,629.69,7.5,84
5,5,5,5,10,10,4,4,3.22,629.69,7.5,84
6,6,9,9,4,4,6,6,3.22,615.38,7.99,77
6,6,9,9,4,4,7,7,3.22,615.38,7.99,77
7,7,9,9,4,4,6,6,3.22,615.38,7.99,77
7,7,9,9,4,4,7,7,3.22,615.38,7.99,77
8,8,9,9,4,4,6,6,3.22,615.38,7.99,77
8,8,9,9,4,4,7,7,3.22,615.38,7.99,77
9,9,4,4,7,7,5,5,3.22,541.17,7.73,70
9,9,4,4,8,8,5,5,3.22,541.17,7.73,70
9,9,4,4,9,9,5,5,3.22,541.17,7.73,70
9,9,4,4,10,10,5,5,3.22,541.17,7.73,70
9,9,8,8,6,6,8,8,3.22,512.32,7.76,66
9,9,8,8,6,6,9,9,3.22,512.32,7.76,66
9,9,8,8,6,6,10,10,3.22,512.32,7.76,66
9,9,9,9,4,4,6,6,3.22,615.38,7.99,77
9,9,9,9,4,4,7,7,3.22,615.38,7.99,77
10,10,8,8,6,6,8,8,3.22,510.69,7.86,65
10,10,8,8,6,6,9,9,3.22,510.69,7.86,65
10,10,8,8,6,6,10,10,3.22,510.69,7.86,65
4,4,5,5,5,5,4,4,3.21,638.24,7.78,82
6,6,5,5,5,5,4,4,3.21,590.97,7.58,78
7,7,5,5,5,5,4,4,3.21,590.97,7.58,78
8,8,5,5,6,6,5,5,3.21,537.12,7.67,70
8,8,9,9,6,6,9,9,3.21,512.71,7.77,66
8,8,9,9,6,6,10,10,3.21,512.71,7.77,66
9,9,6,6,6,6,5,5,3.21,537.56,7.68,70
9,9,9,9,6,6,9,9,3.21,512.71,7.77,66
9,9,9,9,6,6,10,10,3.21,512.71,7.77,66
10,10,6,6,6,6,5,5,3.21,535.93,7.77,69
10,10,9,9,4,4,6,6,3.21,613.75,8.08,76
10,10,9,9,4,4,7,7,3.21,613.75,8.08,76
10,10,9,9,6,6,9,9,3.21,511.07,7.86,65
10,10,9,9,6,6,10,10,3.21,511.07,7.86,65
4,4,6,6,7,7,4,4,3.2,613.64,7.67,80
4,4,6,6,8,8,4,4,3.2,613.64,7.67,80
4,4,6,6,9,9,4,4,3.2,613.64,7.67,80
4,4,6,6,10,10,4,4,3.2,613.64,7.67,80
6,6,6,6,5,5,4,4,3.2,586.15,7.61,77
6,6,6,6,7,7,4,4,3.2,566.37,7.45,76
6,6,6,6,8,8,4,4,3.2,566.37,7.45,76
6,6,6,6,9,9,4,4,3.2,566.37,7.45,76
6,6,6,6,10,10,4,4,3.2,566.37,7.45,76
7,7,6,6,5,5,4,4,3.2,586.15,7.61,77
7,7,6,6,7,7,4,4,3.2,566.37,7.45,76
7,7,6,6,8,8,4,4,3.2,566.37,7.45,76
7,7,6,6,9,9,4,4,3.2,566.37,7.45,76
7,7,6,6,10,10,4,4,3.2,566.37,7.45,76
8,8,4,4,7,7,5,5,3.2,535.9,7.77,69
8,8,4,4,8,8,5,5,3.2,535.9,7.77,69
8,8,4,4,9,9,5,5,3.2,535.9,7.77,69
8,8,4,4,10,10,5,5,3.2,535.9,7.77,69
8,8,8,8,6,6,8,8,3.2,507.05,7.8,65
8,8,8,8,6,6,9,9,3.2,507.05,7.8,65
8,8,8,8,6,6,10,10,3.2,507.05,7.8,65
10,10,7,7,4,4,5,5,3.2,632.07,8,79
4,4,6,6,5,5,4,4,3.19,633.41,7.82,81
5,5,7,7,6,6,5,5,3.19,605.01,7.66,79
5,5,8,8,6,6,5,5,3.19,605.01,7.66,79
8,8,6,6,6,6,5,5,3.19,532.29,7.71,69
9,9,8,8,7,7,5,5,3.19,546.43,7.7,71
9,9,8,8,8,8,5,5,3.19,546.43,7.7,71
9,9,8,8,9,9,5,5,3.19,546.43,7.7,71
9,9,8,8,10,10,5,5,3.19,546.43,7.7,71
4,4,7,7,4,4,5,5,3.18,675.62,7.77,87
4,4,8,8,4,4,5,5,3.18,675.62,7.77,87
5,5,4,4,6,6,5,5,3.18,591.51,7.68,77
5,5,9,9,6,6,5,5,3.18,605.62,7.67,79
8,8,9,9,7,7,5,5,3.18,546.82,7.7,71
8,8,9,9,8,8,5,5,3.18,546.82,7.7,71
8,8,9,9,9,9,5,5,3.18,546.82,7.7,71
8,8,9,9,10,10,5,5,3.18,546.82,7.7,71
9,9,8,8,4,4,6,6,3.18,611.55,7.74,79
9,9,8,8,4,4,7,7,3.18,611.55,7.74,79
9,9,8,8,5,5,5,5,3.18,566.21,7.86,72
9,9,9,9,7,7,5,5,3.18,546.82,7.7,71
9,9,9,9,8,8,5,5,3.18,546.82,7.7,71
9,9,9,9,9,9,5,5,3.18,546.82,7.7,71
9,9,9,9,10,10,5,5,3.18,546.82,7.7,71
10,10,8,8,4,4,6,6,3.18,609.91,7.82,78
10,10,8,8,4,4,7,7,3.18,609.91,7.82,78
4,4,4,4,4,4,5,5,3.17,662.12,7.79,85
4,4,9,9,4,4,5,5,3.17,676.23,7.77,87
6,6,5,5,7,7,4,4,3.17,566.89,7.27,78
6,6,5,5,8,8,4,4,3.17,566.89,7.27,78
6,6,5,5,9,9,4,4,3.17,566.89,7.27,78
6,6,5,5,10,10,4,4,3.17,566.89,7.27,78
6,6,8,8,4,4,6,6,3.17,606.28,7.77,78
6,6,8,8,4,4,7,7,3.17,606.28,7.77,78
6,6,9,9,4,4,8,8,3.17,590.31,7.98,74
7,7,5,5,7,7,4,4,3.17,566.89,7.27,78
7,7,5,5,8,8,4,4,3.17,566.89,7.27,78
7,7,5,5,9,9,4,4,3.17,566.89,7.27,78
7,7,5,5,10,10,4,4,3.17,566.89,7.27,78
7,7,8,8,4,4,6,6,3.17,606.28,7.77,78
7,7,8,8,4,4,7,7,3.17,606.28,7.77,78
7,7,9,9,4,4,8,8,3.17,590.31,7.98,74
8,8,8,8,4,4,6,6,3.17,606.28,7.77,78
8,8,8,8,4,4,7,7,3.17,606.28,7.77,78
8,8,9,9,4,4,8,8,3.17,590.31,7.98,74
8,8,9,9,5,5,5,5,3.17,566.59,7.87,72
9,9,9,9,4,4,8,8,3.17,590.31,7.98,74
9,9,9,9,5,5,5,5,3.17,566.59,7.87,72
10,10,9,9,4,4,8,8,3.17,588.67,8.06,73
4,4,5,5,7,7,4,4,3.16,614.16,7.49,82
4,4,5,5,8,8,4,4,3.16,614.16,7.49,82
4,4,5,5,9,9,4,4,3.16,614.16,7.49,82
4,4,5,5,10,10,4,4,3.16,614.16,7.49,82
5,5,7,7,4,4,5,5,3.16,670.35,7.79,86
5,5,8,8,4,4,5,5,3.16,670.35,7.79,86
5,5,9,9,4,4,5,5,3.16,670.96,7.8,86
5,5,10,10,6,6,4,4,3.16,554.21,7.92,70
8,8,8,8,5,5,5,5,3.16,560.94,7.9,71
8,8,8,8,7,7,5,5,3.16,541.16,7.73,70
8,8,8,8,8,8,5,5,3.16,541.16,7.73,70
8,8,8,8,9,9,5,5,3.16,541.16,7.73,70
8,8,8,8,10,10,5,5,3.16,541.16,7.73,70
9,9,5,5,5,5,4,4,3.16,575.44,7.57,76
10,10,7,7,6,6,5,5,3.16,548.03,7.83,70
4,4,10,10,4,4,4,4,3.15,624.83,8.01,78
5,5,4,4,4,4,5,5,3.15,656.85,7.82,84
8,8,10,10,5,5,4,4,3.15,515.19,8.18,63
8,8,10,10,7,7,4,4,3.15,495.41,7.99,62
8,8,10,10,8,8,4,4,3.15,495.41,7.99,62
8,8,10,10,9,9,4,4,3.15,495.41,7.99,62
8,8,10,10,10,10,4,4,3.15,495.41,7.99,62
9,9,10,10,5,5,4,4,3.15,515.19,8.18,63
9,9,10,10,7,7,4,4,3.15,495.41,7.99,62
9,9,10,10,8,8,4,4,3.15,495.41,7.99,62
9,9,10,10,9,9,4,4,3.15,495.41,7.99,62
9,9,10,10,10,10,4,4,3.15,495.41,7.99,62
10,10,5,5,5,5,4,4,3.15,573.8,7.65,75
5,5,10,10,4,4,4,4,3.14,619.56,8.05,77
8,8,5,5,5,5,4,4,3.14,570.16,7.6,75
9,9,6,6,5,5,4,4,3.14,570.61,7.61,75
9,9,6,6,7,7,4,4,3.14,550.83,7.44,74
9,9,6,6,8,8,4,4,3.14,550.83,7.44,74
9,9,6,6,9,9,4,4,3.14,550.83,7.44,74
9,9,6,6,10,10,4,4,3.14,550.83,7.44,74
9,9,8,8,4,4,8,8,3.14,586.47,7.72,76
9,9,8,8,4,4,9,9,3.14,586.47,7.72,76
9,9,8,8,4,4,10,10,3.14,586.47,7.72,76
10,10,6,6,5,5,4,4,3.14,568.97,7.69,74
10,10,8,8,4,4,5,5,3.14,626.38,7.83,80
10,10,8,8,4,4,8,8,3.14,584.83,7.8,75
10,10,8,8,4,4,9,9,3.14,584.83,7.8,75
10,10,8,8,4,4,10,10,3.14,584.83,7.8,75
4,4,7,7,6,6,5,5,3.13,589.47,7.66,77
4,4,8,8,6,6,5,5,3.13,589.47,7.66,77
4,4,9,9,6,6,5,5,3.13,590.08,7.66,77
5,5,7,7,5,5,4,4,3.13,640.16,7.53,85
5,5,7,7,7,7,4,4,3.13,618.28,7.45,83
5,5,7,7,8,8,4,4,3.13,618.28,7.45,83
5,5,7,7,9,9,4,4,3.13,618.28,7.45,83
5,5,7,7,10,10,4,4,3.13,618.28,7.45,83
5,5,8,8,5,5,4,4,3.13,640.16,7.53,85
5,5,8,8,7,7,4,4,3.13,618.28,7.45,83
5,5,8,8,8,8,4,4,3.13,618.28,7.45,83
5,5,8,8,9,9,4,4,3.13,618.28,7.45,83
5,5,8,8,10,10,4,4,3.13,618.28,7.45,83
5,5,9,9,5,5,4,4,3.13,640.77,7.54,85
6,6,9,9,4,4,9,9,3.13,586.85,7.72,76
6,6,9,9,4,4,10,10,3.13,586.85,7.72,76
7,7,9,9,4,4,9,9,3.13,586.85,7.72,76
7,7,9,9,4,4,10,10,3.13,586.85,7.72,76
8,8,9,9,4,4,9,9,3.13,586.85,7.72,76
8,8,9,9,4,4,10,10,3.13,586.85,7.72,76
9,9,9,9,4,4,9,9,3.13,586.85,7.72,76
9,9,9,9,4,4,10,10,3.13,586.85,7.72,76
10,10,9,9,4,4,5,5,3.13,626.76,7.83,80
10,10,9,9,4,4,9,9,3.13,585.22,7.8,75
10,10,9,9,4,4,10,10,3.13,585.22,7.8,75
4,4,4,4,6,6,5,5,3.12,575.97,7.68,75
5,5,4,4,5,5,4,4,3.12,626.66,7.55,83
5,5,9,9,7,7,4,4,3.12,618.88,7.46,83
5,5,9,9,8,8,4,4,3.12,618.88,7.46,83
5,5,9,9,9,9,4,4,3.12,618.88,7.46,83
5,5,9,9,10,10,4,4,3.12,618.88,7.46,83
6,6,4,4,6,6,5,5,3.12,528.7,7.45,71
6,6,8,8,4,4,8,8,3.12,581.2,7.75,75
6,6,8,8,4,4,9,9,3.12,581.2,7.75,75
6,6,8,8,4,4,10,10,3.12,581.2,7.75,75
7,7,4,4,6,6,5,5,3.12,528.7,7.45,71
7,7,8,8,4,4,8,8,3.12,581.2,7.75,75
7,7,8,8,4,4,9,9,3.12,581.2,7.75,75
7,7,8,8,4,4,10,10,3.12,581.2,7.75,75
8,8,6,6,5,5,4,4,3.12,565.34,7.64,74
8,8,6,6,7,7,4,4,3.12,545.56,7.47,73
8,8,6,6,8,8,4,4,3.12,545.56,7.47,73
8,8,6,6,9,9,4,4,3.12,545.56,7.47,73
8,8,6,6,10,10,4,4,3.12,545.56,7.47,73
8,8,8,8,4,4,8,8,3.12,581.2,7.75,75
8,8,8,8,4,4,9,9,3.12,581.2,7.75,75
8,8,8,8,4,4,10,10,3.12,581.2,7.75,75
6,6,7,7,6,6,5,5,3.11,535.35,7.44,72
7,7,7,7,6,6,5,5,3.11,535.35,7.44,72
9,9,4,4,4,4,5,5,3.11,597.21,7.66,78
9,9,5,5,7,7,4,4,3.11,551.35,7.25,76
9,9,5,5,8,8,4,4,3.11,551.35,7.25,76
9,9,5,5,9,9,4,4,3.11,551.35,7.25,76
9,9,5,5,10,10,4,4,3.11,551.35,7.25,76
10,10,4,4,4,4,5,5,3.11,595.57,7.73,77
10,10,10,10,4,4,4,4,3.11,575.36,8.1,71
4,4,10,10,6,6,4,4,3.1,538.68,7.92,68
9,9,7,7,4,4,5,5,3.1,603.85,7.64,79
10,10,7,7,5,5,4,4,3.1,581.07,7.75,75
10,10,7,7,7,7,5,5,3.1,500.92,7.59,66
10,10,7,7,8,8,5,5,3.1,500.92,7.59,66
10,10,7,7,9,9,5,5,3.1,500.92,7.59,66
10,10,7,7,10,10,5,5,3.1,500.92,7.59,66
6,6,4,4,4,4,5,5,3.09,591.94,7.69,77
7,7,4,4,4,4,5,5,3.09,591.94,7.69,77
8,8,4,4,4,4,5,5,3.09,591.94,7.69,77
8,8,5,5,7,7,4,4,3.09,546.08,7.28,75
8,8,5,5,8,8,4,4,3.09,546.08,7.28,75
8,8,5,5,9,9,4,4,3.09,546.08,7.28,75
8,8,5,5,10,10,4,4,3.09,546.08,7.28,75
10,10,8,8,6,6,5,5,3.09,542.34,7.64,71
4,4,5,5,4,4,4,4,3.08,672.3,7.39,91
4,4,7,7,7,7,4,4,3.08,602.74,7.44,81
4,4,7,7,8,8,4,4,3.08,602.74,7.44,81
4,4,7,7,9,9,4,4,3.08,602.74,7.44,81
4,4,7,7,10,10,4,4,3.08,602.74,7.44,81
4,4,8,8,7,7,4,4,3.08,602.74,7.44,81
4,4,8,8,8,8,4,4,3.08,602.74,7.44,81
4,4,8,8,9,9,4,4,3.08,602.74,7.44,81
4,4,8,8,10,10,4,4,3.08,602.74,7.44,81
5,5,5,5,6,6,4,4,3.08,601.69,7.25,83
6,6,7,7,4,4,5,5,3.08,598.58,7.67,78
7,7,7,7,4,4,5,5,3.08,598.58,7.67,78
8,8,7,7,4,4,5,5,3.08,598.58,7.67,78
10,10,9,9,6,6,5,5,3.08,542.72,7.64,71
4,4,6,6,4,4,4,4,3.07,667.48,7.42,90
4,4,7,7,5,5,4,4,3.07,622.51,7.59,82
4,4,8,8,5,5,4,4,3.07,622.51,7.59,82
4,4,9,9,5,5,4,4,3.07,623.12,7.6,82
4,4,9,9,7,7,4,4,3.07,603.34,7.45,81
4,4,9,9,8,8,4,4,3.07,603.34,7.45,81
4,4,9,9,9,9,4,4,3.07,603.34,7.45,81
4,4,9,9,10,10,4,4,3.07,603.34,7.45,81
5,5,4,4,7,7,4,4,3.07,600.47,7.32,82
5,5,4,4,8,8,4,4,3.07,600.47,7.32,82
5,5,4,4,9,9,4,4,3.07,600.47,7.32,82
5,5,4,4,10,10,4,4,3.07,600.47,7.32,82
5,5,5,5,4,4,4,4,3.07,667.03,7.41,90
4,4,4,4,5,5,4,4,3.06,609.02,7.61,80
5,5,6,6,6,6,4,4,3.06,596.86,7.28,82
6,6,4,4,5,5,4,4,3.06,561.75,7.39,76
7,7,4,4,5,5,4,4,3.06,561.75,7.39,76
9,9,4,4,6,6,5,5,3.06,513.17,7.44,69
10,10,4,4,6,6,5,5,3.06,511.53,7.52,68
10,10,4,4,7,7,5,5,3.06,489.96,7.42,66
10,10,4,4,8,8,5,5,3.06,489.96,7.42,66
10,10,4,4,9,9,5,5,3.06,489.96,7.42,66
10,10,4,4,10,10,5,5,3.06,489.96,7.42,66
5,5,6,6,4,4,4,4,3.05,662.21,7.44,89
6,6,7,7,5,5,4,4,3.05,568.39,7.38,77
6,6,7,7,7,7,4,4,3.05,548.62,7.22,76
6,6,7,7,8,8,4,4,3.05,548.62,7.22,76
6,6,7,7,9,9,4,4,3.05,548.62,7.22,76
6,6,7,7,10,10,4,4,3.05,548.62,7.22,76
6,6,9,9,6,6,5,5,3.05,535.32,7.23,74
7,7,7,7,5,5,4,4,3.05,568.39,7.38,77
7,7,7,7,7,7,4,4,3.05,548.62,7.22,76
7,7,7,7,8,8,4,4,3.05,548.62,7.22,76
7,7,7,7,9,9,4,4,3.05,548.62,7.22,76
7,7,7,7,10,10,4,4,3.05,548.62,7.22,76
7,7,9,9,6,6,5,5,3.05,535.32,7.23,74
9,9,7,7,6,6,5,5,3.05,519.81,7.43,70
10,10,10,10,6,6,4,4,3.05,491.32,7.92,62
6,6,8,8,6,6,5,5,3.04,529.66,7.26,73
7,7,8,8,6,6,5,5,3.04,529.66,7.26,73
8,8,4,4,6,6,5,5,3.04,507.9,7.47,68
9,9,8,8,4,4,5,5,3.04,598.16,7.48,80
4,4,5,5,6,6,4,4,3.03,586.16,7.24,81
6,6,9,9,4,4,5,5,3.03,598.55,7.48,80
7,7,9,9,4,4,5,5,3.03,598.55,7.48,80
8,8,7,7,6,6,5,5,3.03,514.54,7.46,69
8,8,9,9,4,4,5,5,3.03,598.55,7.48,80
9,9,9,9,4,4,5,5,3.03,598.55,7.48,80
10,10,8,8,5,5,4,4,3.03,575.38,7.57,76
10,10,8,8,7,7,5,5,3.03,495.23,7.39,67
10,10,8,8,8,8,5,5,3.03,495.23,7.39,67
10,10,8,8,9,9,5,5,3.03,495.23,7.39,67
10,10,8,8,10,10,5,5,3.03,495.23,7.39,67
10,10,9,9,5,5,4,4,3.03,575.76,7.58,76
4,4,4,4,7,7,4,4,3.02,584.93,7.31,80
4,4,4,4,8,8,4,4,3.02,584.93,7.31,80
4,4,4,4,9,9,4,4,3.02,584.93,7.31,80
4,4,4,4,10,10,4,4,3.02,584.93,7.31,80
6,6,5,5,6,6,4,4,3.02,538.89,7,77
6,6,8,8,4,4,5,5,3.02,592.89,7.5,79
6,6,10,10,6,6,4,4,3.02,483.91,7.44,65
7,7,5,5,6,6,4,4,3.02,538.89,7,77
7,7,8,8,4,4,5,5,3.02,592.89,7.5,79
7,7,10,10,6,6,4,4,3.02,483.91,7.44,65
8,8,8,8,4,4,5,5,3.02,592.89,7.5,79
9,9,5,5,4,4,4,4,3.02,607.39,7.23,84
10,10,5,5,4,4,4,4,3.02,605.75,7.3,83
10,10,9,9,7,7,5,5,3.02,495.61,7.4,67
10,10,9,9,8,8,5,5,3.02,495.61,7.4,67
10,10,9,9,9,9,5,5,3.02,495.61,7.4,67
10,10,9,9,10,10,5,5,3.02,495.61,7.4,67
4,4,6,6,6,6,4,4,3.01,581.33,7.27,80
6,6,4,4,7,7,4,4,3.01,537.66,7.07,76
6,6,4,4,8,8,4,4,3.01,537.66,7.07,76
6,6,4,4,9,9,4,4,3.01,537.66,7.07,76
6,6,4,4,10,10,4,4,3.01,537.66,7.07,76
7,7,4,4,7,7,4,4,3.01,537.66,7.07,76
7,7,4,4,8,8,4,4,3.01,537.66,7.07,76
7,7,4,4,9,9,4,4,3.01,537.66,7.07,76
7,7,4,4,10,10,4,4,3.01,537.66,7.07,76
9,9,6,6,4,4,4,4,3.01,602.56,7.26,83
6,6,5,5,4,4,4,4,3,602.12,7.25,83
6,6,6,6,6,6,4,4,3,534.06,7.03,76
6,6,9,9,5,5,4,4,3,568.36,7.19,79
6,6,10,10,4,4,4,4,3,547.14,7.71,71
7,7,5,5,4,4,4,4,3,602.12,7.25,83
7,7,6,6,6,6,4,4,3,534.06,7.03,76
7,7,9,9,5,5,4,4,3,568.36,7.19,79
7,7,10,10,4,4,4,4,3,547.14,7.71,71
8,8,5,5,4,4,4,4,3,602.12,7.25,83
8,8,10,10,4,4,4,4,3,547.14,7.71,71
9,9,4,4,5,5,4,4,3,546.21,7.38,74
9,9,10,10,4,4,4,4,3,547.14,7.71,71
10,10,4,4,5,5,4,4,3,544.57,7.46,73
10,10,6,6,4,4,4,4,3,600.92,7.33,82
6,6,6,6,4,4,4,4,2.99,597.29,7.28,82
6,6,9,9,7,7,4,4,2.99,548.58,7.03,78
6,6,9,9,8,8,4,4,2.99,548.58,7.03,78
6,6,9,9,9,9,4,4,2.99,548.58,7.03,78
6,6,9,9,10,10,4,4,2.99,548.58,7.03,78
7,7,6,6,4,4,4,4,2.99,597.29,7.28,82
7,7,9,9,7,7,4,4,2.99,548.58,7.03,78
7,7,9,9,8,8,4,4,2.99,548.58,7.03,78
7,7,9,9,9,9,4,4,2.99,548.58,7.03,78
7,7,9,9,10,10,4,4,2.99,548.58,7.03,78
8,8,6,6,4,4,4,4,2.99,597.29,7.28,82
9,9,7,7,5,5,4,4,2.99,552.85,7.37,75
9,9,7,7,7,7,4,4,2.99,533.08,7.2,74
9,9,7,7,8,8,4,4,2.99,533.08,7.2,74
9,9,7,7,9,9,4,4,2.99,533.08,7.2,74
9,9,7,7,10,10,4,4,2.99,533.08,7.2,74
10,10,6,6,7,7,4,4,2.99,499.63,7.14,70
10,10,6,6,8,8,4,4,2.99,499.63,7.14,70
10,10,6,6,9,9,4,4,2.99,499.63,7.14,70
10,10,6,6,10,10,4,4,2.99,499.63,7.14,70
6,6,8,8,5,5,4,4,2.98,562.7,7.21,78
6,6,8,8,7,7,4,4,2.98,542.92,7.05,77
6,6,8,8,8,8,4,4,2.98,542.92,7.05,77
6,6,8,8,9,9,4,4,2.98,542.92,7.05,77
6,6,8,8,10,10,4,4,2.98,542.92,7.05,77
7,7,8,8,5,5,4,4,2.98,562.7,7.21,78
7,7,8,8,7,7,4,4,2.98,542.92,7.05,77
7,7,8,8,8,8,4,4,2.98,542.92,7.05,77
7,7,8,8,9,9,4,4,2.98,542.92,7.05,77
7,7,8,8,10,10,4,4,2.98,542.92,7.05,77
8,8,4,4,5,5,4,4,2.98,540.94,7.41,73
9,9,8,8,6,6,5,5,2.98,514.12,7.24,71
10,10,10,10,7,7,4,4,2.98,444.21,7.66,58
10,10,10,10,8,8,4,4,2.98,444.21,7.66,58
10,10,10,10,9,9,4,4,2.98,444.21,7.66,58
10,10,10,10,10,10,4,4,2.98,444.21,7.66,58
4,4,7,7,4,4,4,4,2.97,656.57,7.22,91
4,4,8,8,4,4,4,4,2.97,656.57,7.22,91
8,8,7,7,5,5,4,4,2.97,547.58,7.4,74
8,8,7,7,7,7,4,4,2.97,527.81,7.23,73
8,8,7,7,8,8,4,4,2.97,527.81,7.23,73
8,8,7,7,9,9,4,4,2.97,527.81,7.23,73
8,8,7,7,10,10,4,4,2.97,527.81,7.23,73
8,8,9,9,6,6,5,5,2.97,514.51,7.25,71
9,9,9,9,6,6,5,5,2.97,514.51,7.25,71
10,10,7,7,4,4,4,4,2.97,613.02,7.39,83
4,4,9,9,4,4,4,4,2.96,657.18,7.22,91
8,8,8,8,6,6,5,5,2.96,508.85,7.27,70
9,9,5,5,6,6,4,4,2.96,523.35,6.98,75
10,10,5,5,6,6,4,4,2.96,521.71,7.05,74
10,10,5,5,7,7,4,4,2.96,500.14,6.95,72
10,10,5,5,8,8,4,4,2.96,500.14,6.95,72
10,10,5,5,9,9,4,4,2.96,500.14,6.95,72
10,10,5,5,10,10,4,4,2.96,500.14,6.95,72
4,4,4,4,4,4,4,4,2.95,643.08,7.23,89
5,5,7,7,4,4,4,4,2.95,651.3,7.24,90
5,5,7,7,6,6,4,4,2.95,585.96,7.06,83
5,5,8,8,4,4,4,4,2.95,651.3,7.24,90
5,5,8,8,6,6,4,4,2.95,585.96,7.06,83
5,5,9,9,4,4,4,4,2.95,651.91,7.24,90
5,5,9,9,6,6,4,4,2.95,586.57,7.07,83
9,9,4,4,7,7,4,4,2.95,522.12,7.06,74
9,9,4,4,8,8,4,4,2.95,522.12,7.06,74
9,9,4,4,9,9,4,4,2.95,522.12,7.06,74
9,9,4,4,10,10,4,4,2.95,522.12,7.06,74
5,5,4,4,4,4,4,4,2.94,637.81,7.25,88
5,5,4,4,6,6,4,4,2.94,572.47,7.07,81
8,8,5,5,6,6,4,4,2.94,518.08,7,74
9,9,6,6,6,6,4,4,2.94,518.52,7.01,74
10,10,6,6,6,6,4,4,2.94,516.88,7.08,73
8,8,4,4,7,7,4,4,2.93,516.85,7.08,73
8,8,4,4,8,8,4,4,2.93,516.85,7.08,73
8,8,4,4,9,9,4,4,2.93,516.85,7.08,73
8,8,4,4,10,10,4,4,2.93,516.85,7.08,73
8,8,10,10,6,6,4,4,2.93,463.1,7.47,62
9,9,8,8,5,5,4,4,2.93,547.16,7.2,76
9,9,8,8,7,7,4,4,2.93,527.39,7.03,75
9,9,8,8,8,8,4,4,2.93,527.39,7.03,75
9,9,8,8,9,9,4,4,2.93,527.39,7.03,75
9,9,8,8,10,10,4,4,2.93,527.39,7.03,75
9,9,10,10,6,6,4,4,2.93,463.1,7.47,62
8,8,6,6,6,6,4,4,2.92,513.25,7.03,73
8,8,9,9,5,5,4,4,2.92,547.55,7.2,76
8,8,9,9,7,7,4,4,2.92,527.77,7.04,75
8,8,9,9,8,8,4,4,2.92,527.77,7.04,75
8,8,9,9,9,9,4,4,2.92,527.77,7.04,75
8,8,9,9,10,10,4,4,2.92,527.77,7.04,75
9,9,9,9,5,5,4,4,2.92,547.55,7.2,76
9,9,9,9,7,7,4,4,2.92,527.77,7.04,75
9,9,9,9,8,8,4,4,2.92,527.77,7.04,75
9,9,9,9,9,9,4,4,2.92,527.77,7.04,75
9,9,9,9,10,10,4,4,2.92,527.77,7.04,75
10,10,8,8,4,4,4,4,2.92,607.33,7.23,84
8,8,8,8,5,5,4,4,2.91,541.89,7.23,75
8,8,8,8,7,7,4,4,2.91,522.12,7.06,74
8,8,8,8,8,8,4,4,2.91,522.12,7.06,74
8,8,8,8,9,9,4,4,2.91,522.12,7.06,74
8,8,8,8,10,10,4,4,2.91,522.12,7.06,74
10,10,7,7,6,6,4,4,2.91,528.98,7.15,74
10,10,9,9,4,4,4,4,2.91,607.72,7.23,84
4,4,7,7,6,6,4,4,2.9,570.43,7.04,81
4,4,8,8,6,6,4,4,2.9,570.43,7.04,81
4,4,9,9,6,6,4,4,2.9,571.03,7.05,81
4,4,4,4,6,6,4,4,2.89,556.93,7.05,79
9,9,4,4,4,4,4,4,2.89,578.16,7.05,82
9,9,7,7,4,4,4,4,2.88,584.81,7.05,83
10,10,4,4,4,4,4,4,2.88,576.52,7.12,81
6,6,4,4,4,4,4,4,2.87,572.89,7.07,81
6,6,4,4,6,6,4,4,2.87,509.66,6.8,75
7,7,4,4,4,4,4,4,2.87,572.89,7.07,81
7,7,4,4,6,6,4,4,2.87,509.66,6.8,75
8,8,4,4,4,4,4,4,2.87,572.89,7.07,81
6,6,7,7,4,4,4,4,2.86,579.54,7.07,82
6,6,7,7,6,6,4,4,2.86,516.3,6.79,76
7,7,7,7,4,4,4,4,2.86,579.54,7.07,82
7,7,7,7,6,6,4,4,2.86,516.3,6.79,76
8,8,7,7,4,4,4,4,2.86,579.54,7.07,82
10,10,8,8,6,6,4,4,2.85,523.29,6.98,75
10,10,7,7,7,7,4,4,2.84,481.87,6.88,70
