high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_n_on_trend,high_by_point_m_on_trend,low_by_point_n_on_trend,low_by_point_m_on_trend,power_scaling_factor,mintick,debug_mode,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count,Winning entry%,Avg Winner%,Avg Loser%
4,4,4,7,7,7,4,7,1.3,0.01,FALSE,4.42,658.01,9.14,72,63.89,18.49,-7.4
4,4,4,7,7,7,4,14,1.1,0.01,FALSE,3.73,643.95,9.61,67,58.21,22.57,-8.44
4,4,4,7,7,7,4,14,1.3,0.01,FALSE,3.72,600.32,8.96,67,58.21,21.05,-7.89
4,4,4,7,7,7,7,4,1.1,0.01,FALSE,4.05,573.88,8.97,64,59.38,20.05,-7.24
4,4,4,7,7,7,7,4,1.3,0.01,FALSE,4.05,532.87,8.33,64,59.38,18.62,-6.72
4,4,4,7,7,7,7,7,1.1,0.01,FALSE,4.78,587.05,11.29,52,61.54,23.2,-7.77
4,4,4,7,7,7,7,7,1.3,0.01,FALSE,4.78,544.94,10.48,52,61.54,21.54,-7.21
4,4,4,7,7,7,7,14,1.1,0.01,FALSE,5.07,612.47,11.56,53,62.26,23.12,-7.52
4,4,4,7,7,7,7,14,1.3,0.01,FALSE,5.07,571.2,10.78,53,62.26,21.56,-7.01
4,4,4,7,7,7,14,4,1.1,0.01,FALSE,4.59,659.9,11.18,59,62.71,22.8,-8.35
4,4,4,7,7,7,14,4,1.3,0.01,FALSE,4.59,615.23,10.43,59,62.71,21.27,-7.8
4,4,4,7,7,7,14,7,1.1,0.01,FALSE,3.79,576.94,10.12,57,59.65,23.06,-9.01
4,4,4,7,7,7,14,7,1.3,0.01,FALSE,3.78,537.98,9.44,57,59.65,21.51,-8.4
4,4,4,7,7,7,14,14,1.1,0.01,FALSE,5.5,621.25,14.45,43,62.79,28.13,-8.63
4,4,4,7,7,7,14,14,1.3,0.01,FALSE,5.5,581.76,13.53,43,62.79,26.33,-8.07
4,4,4,7,7,14,4,4,1.1,0.01,FALSE,4.15,533.35,10.46,51,56.86,24.22,-7.69
4,4,4,7,7,14,4,4,1.3,0.01,FALSE,4.16,497.82,9.76,51,56.86,22.61,-7.17
4,4,4,7,7,14,4,7,1.1,0.01,FALSE,3.71,639.23,9,71,60.56,20.34,-8.41
4,4,4,7,7,14,4,7,1.3,0.01,FALSE,3.71,596.68,8.4,71,60.56,18.99,-7.86
4,4,4,7,7,14,4,14,1.1,0.01,FALSE,3.27,600.58,8.58,70,55.71,22.19,-8.55
4,4,4,7,7,14,4,14,1.3,0.01,FALSE,3.26,562.42,8.03,70,55.71,20.81,-8.03
4,4,4,7,7,14,7,4,1.1,0.01,FALSE,3.51,527.23,8.24,64,57.81,19.92,-7.78
4,4,4,7,7,14,7,4,1.3,0.01,FALSE,3.51,492.01,7.69,64,57.81,18.59,-7.26
4,4,4,7,7,14,7,7,1.1,0.01,FALSE,4.01,535.72,10.11,53,58.49,23.02,-8.08
4,4,4,7,7,14,7,7,1.3,0.01,FALSE,4.02,499.7,9.43,53,58.49,21.47,-7.53
4,4,4,7,7,14,7,14,1.1,0.01,FALSE,4.26,563.9,10.64,53,60.38,23.02,-8.22
4,4,4,7,7,14,7,14,1.3,0.01,FALSE,4.27,528.54,9.97,53,60.38,21.57,-7.71
4,4,4,7,7,14,14,4,1.1,0.01,FALSE,3.71,598.32,9.97,60,60,22.76,-9.21
4,4,4,7,7,14,14,4,1.3,0.01,FALSE,3.69,560.03,9.33,60,60,21.33,-8.66
4,4,4,7,7,14,14,7,1.1,0.01,FALSE,3.26,526.03,9.23,57,57.89,22.99,-9.69
4,4,4,7,7,14,14,7,1.3,0.01,FALSE,3.26,492.9,8.65,57,57.89,21.55,-9.09
4,4,4,7,7,14,14,14,1.1,0.01,FALSE,4.45,566.95,12.89,44,59.09,28.12,-9.12
4,4,4,7,7,14,14,14,1.3,0.01,FALSE,4.46,533.44,12.12,44,59.09,26.45,-8.58
4,4,4,7,14,4,4,4,1.1,0.01,FALSE,4.5,643.31,11.29,57,57.89,25.06,-7.65
4,4,4,7,14,4,4,4,1.3,0.01,FALSE,4.51,600.76,10.54,57,57.89,23.4,-7.14
4,4,4,7,14,4,4,7,1.1,0.01,FALSE,4.48,836.4,10.59,79,63.29,21.54,-8.29
4,4,4,7,14,4,4,7,1.3,0.01,FALSE,4.47,781.25,9.89,79,63.29,20.12,-7.75
4,4,4,7,14,4,4,14,1.1,0.01,FALSE,3.59,749.31,9.14,82,58.54,21.64,-8.51
4,4,4,7,14,4,4,14,1.3,0.01,FALSE,3.58,701.86,8.56,82,58.54,20.3,-8.01
4,4,4,7,14,4,7,4,1.1,0.01,FALSE,4.29,695.45,9.94,70,60,21.59,-7.54
4,4,4,7,14,4,7,4,1.3,0.01,FALSE,4.29,649.1,9.27,70,60,20.15,-7.04
4,4,4,7,14,4,7,7,1.1,0.01,FALSE,4.48,684.45,11.41,60,60,24.48,-8.19
4,4,4,7,14,4,7,7,1.3,0.01,FALSE,4.48,638.59,10.64,60,60,22.83,-7.64
4,4,4,7,14,4,7,14,1.1,0.01,FALSE,4.77,695.92,11.05,63,63.49,22.01,-8.02
4,4,4,7,14,4,7,14,1.3,0.01,FALSE,4.77,652.6,10.36,63,63.49,20.64,-7.53
4,4,4,7,14,4,14,4,1.1,0.01,FALSE,4.36,760.66,11.53,66,60.61,24.68,-8.71
4,4,4,7,14,4,14,4,1.3,0.01,FALSE,4.34,712.04,10.79,66,60.61,23.13,-8.2
4,4,4,7,14,4,14,7,1.1,0.01,FALSE,4.39,716.85,11.75,61,60.66,25.08,-8.8
4,4,4,7,14,4,14,7,1.3,0.01,FALSE,4.39,671.89,11.01,61,60.66,23.51,-8.25
4,4,4,7,14,4,14,14,1.1,0.01,FALSE,5.09,756.48,13.75,55,63.64,26.9,-9.26
4,4,4,7,14,4,14,14,1.3,0.01,FALSE,5.08,711.89,12.94,55,63.64,25.32,-8.71
4,4,4,7,14,7,4,4,1.1,0.01,FALSE,3.46,530.85,8.29,64,57.81,20.18,-7.99
4,4,4,7,14,7,4,4,1.3,0.01,FALSE,3.46,495.44,7.74,64,57.81,18.84,-7.46
4,4,4,7,14,7,4,7,1.1,0.01,FALSE,3.42,653.96,8.49,77,59.74,20.09,-8.72
4,4,4,7,14,7,4,7,1.3,0.01,FALSE,3.41,610.05,7.92,77,59.74,18.75,-8.15
4,4,4,7,14,7,4,14,1.1,0.01,FALSE,3,654.12,7.88,83,56.63,20.89,-9.11
4,4,4,7,14,7,4,14,1.3,0.01,FALSE,2.99,612.82,7.38,83,56.63,19.6,-8.57
4,4,4,7,14,7,7,4,1.1,0.01,FALSE,3.17,543.94,7.45,73,56.16,19.37,-7.82
4,4,4,7,14,7,7,4,1.3,0.01,FALSE,3.17,507.3,6.95,73,56.16,18.08,-7.31
4,4,4,7,14,7,7,7,1.1,0.01,FALSE,3.44,566.99,8.46,67,59.7,19.97,-8.59
4,4,4,7,14,7,7,7,1.3,0.01,FALSE,3.44,528.71,7.89,67,59.7,18.63,-8.02
4,4,4,7,14,7,7,14,1.1,0.01,FALSE,3.59,562.69,9.08,62,61.29,20.52,-9.05
4,4,4,7,14,7,7,14,1.3,0.01,FALSE,3.58,526.46,8.49,62,61.29,19.22,-8.49
4,4,4,7,14,7,14,4,1.1,0.01,FALSE,3.1,556.47,8.06,69,57.97,20.55,-9.16
4,4,4,7,14,7,14,4,1.3,0.01,FALSE,3.08,520.89,7.55,69,57.97,19.28,-8.63
4,4,4,7,14,7,14,7,1.1,0.01,FALSE,3.11,541.4,8.73,62,56.45,22.79,-9.5
4,4,4,7,14,7,14,7,1.3,0.01,FALSE,3.11,507.24,8.18,62,56.45,21.37,-8.91
4,4,4,7,14,7,14,14,1.1,0.01,FALSE,3.61,597.06,10.29,58,60.34,23.58,-9.93
4,4,4,7,14,7,14,14,1.3,0.01,FALSE,3.6,561.24,9.68,58,60.34,22.19,-9.37
4,4,4,7,14,14,4,4,1.1,0.01,FALSE,5.14,621.25,12.68,49,61.22,25.72,-7.91
4,4,4,7,14,14,4,4,1.3,0.01,FALSE,5.15,582.82,11.89,49,61.22,24.1,-7.39
4,4,4,7,14,14,4,7,1.1,0.01,FALSE,4.34,741.61,10.59,70,64.29,21.42,-8.89
4,4,4,7,14,14,4,7,1.3,0.01,FALSE,4.34,695.95,9.94,70,64.29,20.1,-8.34
4,4,4,7,14,14,4,14,1.1,0.01,FALSE,3.47,631.8,9.87,64,57.81,23.99,-9.47
4,4,4,7,14,14,4,14,1.3,0.01,FALSE,3.46,593.85,9.28,64,57.81,22.58,-8.94
4,4,4,7,14,14,7,4,1.1,0.01,FALSE,4,573.33,9.56,60,60,21.23,-7.96
4,4,4,7,14,14,7,4,1.3,0.01,FALSE,4.01,537.74,8.96,60,60,19.91,-7.45
4,4,4,7,14,14,7,7,1.1,0.01,FALSE,5,627.08,12.3,51,62.75,24.5,-8.26
4,4,4,7,14,14,7,7,1.3,0.01,FALSE,5.01,587.85,11.53,51,62.75,22.95,-7.71
4,4,4,7,14,14,7,14,1.1,0.01,FALSE,4.95,607,12.14,50,62,24.54,-8.09
4,4,4,7,14,14,7,14,1.3,0.01,FALSE,4.96,571.62,11.43,50,62,23.09,-7.6
4,4,4,7,14,14,14,4,1.1,0.01,FALSE,4.56,698.98,12.05,58,63.79,24.2,-9.34
4,4,4,7,14,14,14,4,1.3,0.01,FALSE,4.55,657.31,11.33,58,63.79,22.77,-8.82
4,4,4,7,14,14,14,7,1.1,0.01,FALSE,3.84,617.04,11.02,56,60.71,24.53,-9.86
4,4,4,7,14,14,14,7,1.3,0.01,FALSE,3.85,580.97,10.37,56,60.71,23.09,-9.27
4,4,4,7,14,14,14,14,1.1,0.01,FALSE,5.81,666.44,15.87,42,64.29,29.81,-9.23
4,4,4,7,14,14,14,14,1.3,0.01,FALSE,5.84,630.01,15,42,64.29,28.15,-8.67
4,4,4,14,4,4,4,4,1.1,0.01,FALSE,3.54,421.37,7.8,54,55.56,19.59,-6.92
4,4,4,14,4,4,4,4,1.3,0.01,FALSE,3.54,394.91,7.31,54,55.56,18.35,-6.49
4,4,4,14,4,4,4,7,1.1,0.01,FALSE,4.75,663.17,9.61,69,62.32,19.53,-6.8
4,4,4,14,4,4,4,7,1.3,0.01,FALSE,4.76,621.34,9,69,62.32,18.29,-6.36
4,4,4,14,4,4,4,14,1.1,0.01,FALSE,4.35,636.26,8.84,72,59.72,19.21,-6.55
4,4,4,14,4,4,4,14,1.3,0.01,FALSE,4.35,598.9,8.32,72,59.72,18.09,-6.17
4,4,4,14,4,4,7,4,1.1,0.01,FALSE,3.94,490.2,7.78,63,60.32,17.28,-6.66
4,4,4,14,4,4,7,4,1.3,0.01,FALSE,3.95,459.26,7.29,63,60.32,16.19,-6.24
4,4,4,14,4,4,7,7,1.1,0.01,FALSE,5,551.42,10.03,55,61.82,20.27,-6.56
4,4,4,14,4,4,7,7,1.3,0.01,FALSE,5.01,516.65,9.39,55,61.82,18.99,-6.14
4,4,4,14,4,4,7,14,1.1,0.01,FALSE,4.6,531.08,10.21,52,61.54,21.2,-7.37
4,4,4,14,4,4,7,14,1.3,0.01,FALSE,4.6,499.64,9.61,52,61.54,19.95,-6.93
4,4,4,14,4,4,14,4,1.1,0.01,FALSE,5.81,610.31,11.52,53,64.15,21.68,-6.68
4,4,4,14,4,4,14,4,1.3,0.01,FALSE,5.81,574.47,10.84,53,64.15,20.41,-6.29
4,4,4,14,4,4,14,7,1.1,0.01,FALSE,2.92,432.35,7.72,56,53.57,21.92,-8.66
4,4,4,14,4,4,14,7,1.3,0.01,FALSE,2.92,406.76,7.26,56,53.57,20.62,-8.15
4,4,4,14,4,4,14,14,1.1,0.01,FALSE,5.95,535.54,13.06,41,63.41,24.76,-7.21
4,4,4,14,4,4,14,14,1.3,0.01,FALSE,5.94,505.92,12.34,41,63.41,23.39,-6.82
4,4,4,14,4,7,4,4,1.1,0.01,FALSE,3.99,422.16,9.82,43,53.49,24.48,-7.05
4,4,4,14,4,7,4,4,1.3,0.01,FALSE,3.98,394.76,9.18,43,53.49,22.92,-6.62
4,4,4,14,4,7,4,7,1.1,0.01,FALSE,4.94,629.36,9.83,64,64.06,19.25,-6.95
4,4,4,14,4,7,4,7,1.3,0.01,FALSE,4.93,588.5,9.2,64,64.06,18,-6.5
4,4,4,14,4,7,4,14,1.1,0.01,FALSE,3.38,473.36,7.63,62,56.45,19.21,-7.37
4,4,4,14,4,7,4,14,1.3,0.01,FALSE,3.38,445.25,7.18,62,56.45,18.07,-6.93
4,4,4,14,4,7,7,4,1.1,0.01,FALSE,4.07,447.36,8.44,53,58.49,19.14,-6.63
4,4,4,14,4,7,7,4,1.3,0.01,FALSE,4.06,417.95,7.89,53,58.49,17.89,-6.22
4,4,4,14,4,7,7,7,1.1,0.01,FALSE,5.77,515.74,11.99,43,60.47,23.99,-6.36
4,4,4,14,4,7,7,7,1.3,0.01,FALSE,5.75,481.99,11.21,43,60.47,22.44,-5.97
4,4,4,14,4,7,7,14,1.1,0.01,FALSE,6.77,515.77,12.28,42,64.29,22.41,-5.96
4,4,4,14,4,7,7,14,1.3,0.01,FALSE,6.77,484.76,11.54,42,64.29,21.07,-5.6
4,4,4,14,4,7,14,4,1.1,0.01,FALSE,4.96,509.85,11.08,46,60.87,22.81,-7.16
4,4,4,14,4,7,14,4,1.3,0.01,FALSE,4.96,479.59,10.43,46,60.87,21.46,-6.73
4,4,4,14,4,7,14,7,1.1,0.01,FALSE,3.1,385.07,8.37,46,54.35,22.72,-8.71
4,4,4,14,4,7,14,7,1.3,0.01,FALSE,3.1,361.83,7.87,46,54.35,21.35,-8.19
4,4,4,14,4,7,14,14,1.1,0.01,FALSE,7.75,466.08,16.65,28,60.71,31.48,-6.28
4,4,4,14,4,7,14,14,1.3,0.01,FALSE,7.76,440.75,15.74,28,60.71,29.76,-5.92
4,4,4,14,4,14,4,4,1.1,0.01,FALSE,3.47,442.16,9.61,46,50,27,-7.77
4,4,4,14,4,14,4,4,1.3,0.01,FALSE,3.47,416.2,9.05,46,50,25.41,-7.31
4,4,4,14,4,14,4,7,1.1,0.01,FALSE,3.98,609.86,9.38,65,60,20.88,-7.86
4,4,4,14,4,14,4,7,1.3,0.01,FALSE,3.98,573.7,8.83,65,60,19.64,-7.39
4,4,4,14,4,14,4,14,1.1,0.01,FALSE,2.95,477.59,7.7,62,54.84,21.23,-8.73
4,4,4,14,4,14,4,14,1.3,0.01,FALSE,2.95,450.91,7.27,62,54.84,20.06,-8.26
4,4,4,14,4,14,7,4,1.1,0.01,FALSE,3.64,473.11,8.6,55,56.36,21.04,-7.46
4,4,4,14,4,14,7,4,1.3,0.01,FALSE,3.64,445.1,8.09,55,56.36,19.79,-7.02
4,4,4,14,4,14,7,7,1.1,0.01,FALSE,4.57,528.87,11.5,46,56.52,26.03,-7.4
4,4,4,14,4,14,7,7,1.3,0.01,FALSE,4.57,497.38,10.81,46,56.52,24.48,-6.96
4,4,4,14,4,14,7,14,1.1,0.01,FALSE,4.65,486.91,11.07,44,59.09,23.85,-7.4
4,4,4,14,4,14,7,14,1.3,0.01,FALSE,4.65,460.02,10.46,44,59.09,22.54,-7
4,4,4,14,4,14,14,4,1.1,0.01,FALSE,3.86,512.79,10.26,50,56,24.71,-8.14
4,4,4,14,4,14,14,4,1.3,0.01,FALSE,3.85,484.05,9.68,50,56,23.35,-7.71
4,4,4,14,4,14,14,7,1.1,0.01,FALSE,3.01,409.11,9.09,45,53.33,25.54,-9.71
4,4,4,14,4,14,14,7,1.3,0.01,FALSE,3.01,386.3,8.58,45,53.33,24.12,-9.17
4,4,4,14,4,14,14,14,1.1,0.01,FALSE,4.86,457.5,14.76,31,54.84,33.88,-8.46
4,4,4,14,4,14,14,14,1.3,0.01,FALSE,4.85,433.62,13.99,31,54.84,32.14,-8.05
4,4,4,14,7,4,4,4,1.1,0.01,FALSE,4.19,511.76,9.3,55,60,20.38,-7.3
4,4,4,14,7,4,4,4,1.3,0.01,FALSE,4.18,479.23,8.71,55,60,19.08,-6.84
4,4,4,14,7,4,4,7,1.1,0.01,FALSE,4.53,721.37,9.75,74,63.51,19.7,-7.57
4,4,4,14,7,4,4,7,1.3,0.01,FALSE,4.54,675.07,9.12,74,63.51,18.42,-7.07
4,4,4,14,7,4,4,14,1.1,0.01,FALSE,3.63,592.09,8.34,71,60.56,19,-8.03
4,4,4,14,7,4,4,14,1.3,0.01,FALSE,3.64,557.03,7.85,71,60.56,17.87,-7.55
4,4,4,14,7,4,7,4,1.1,0.01,FALSE,4.44,545.21,8.65,63,65.08,17.16,-7.2
4,4,4,14,7,4,7,4,1.3,0.01,FALSE,4.44,510.09,8.1,63,65.08,16.06,-6.74
4,4,4,14,7,4,7,7,1.1,0.01,FALSE,5.63,604.33,10.99,55,65.45,20.41,-6.87
4,4,4,14,7,4,7,7,1.3,0.01,FALSE,5.63,565.53,10.28,55,65.45,19.1,-6.43
4,4,4,14,7,4,7,14,1.1,0.01,FALSE,5.13,577.53,10.7,54,64.81,20.49,-7.36
4,4,4,14,7,4,7,14,1.3,0.01,FALSE,5.13,543.09,10.06,54,64.81,19.27,-6.91
4,4,4,14,7,4,14,4,1.1,0.01,FALSE,5.2,644.67,10.93,59,66.1,20.47,-7.67
4,4,4,14,7,4,14,4,1.3,0.01,FALSE,5.2,606.51,10.28,59,66.1,19.25,-7.22
4,4,4,14,7,4,14,7,1.1,0.01,FALSE,3.18,495.24,8.39,59,59.32,20.64,-9.47
4,4,4,14,7,4,14,7,1.3,0.01,FALSE,3.18,465.6,7.89,59,59.32,19.41,-8.9
4,4,4,14,7,4,14,14,1.1,0.01,FALSE,7.07,599.13,14.61,41,68.29,24.92,-7.59
4,4,4,14,7,4,14,14,1.3,0.01,FALSE,7.07,565.9,13.8,41,68.29,23.54,-7.18
4,4,4,14,7,7,4,4,1.1,0.01,FALSE,3.88,402.83,10.33,39,51.28,27.14,-7.36
4,4,4,14,7,7,4,4,1.3,0.01,FALSE,3.87,377.06,9.67,39,51.28,25.41,-6.91
4,4,4,14,7,7,4,7,1.1,0.01,FALSE,4.96,669.8,10.63,63,63.49,20.98,-7.36
4,4,4,14,7,7,4,7,1.3,0.01,FALSE,4.96,626.74,9.95,63,63.49,19.62,-6.88
4,4,4,14,7,7,4,14,1.1,0.01,FALSE,3.69,536.88,9.1,59,57.63,21.67,-7.99
4,4,4,14,7,7,4,14,1.3,0.01,FALSE,3.69,504.9,8.56,59,57.63,20.37,-7.51
4,4,4,14,7,7,7,4,1.1,0.01,FALSE,4.07,466.23,9.14,51,56.86,21.31,-6.9
4,4,4,14,7,7,7,4,1.3,0.01,FALSE,4.07,436.36,8.56,51,56.86,19.95,-6.46
4,4,4,14,7,7,7,7,1.1,0.01,FALSE,6.03,537.56,13.44,40,60,26.85,-6.68
4,4,4,14,7,7,7,7,1.3,0.01,FALSE,6.02,503.18,12.58,40,60,25.14,-6.27
4,4,4,14,7,7,7,14,1.1,0.01,FALSE,6.6,545.22,13.63,40,62.5,25.71,-6.49
4,4,4,14,7,7,7,14,1.3,0.01,FALSE,6.6,512.4,12.81,40,62.5,24.16,-6.1
4,4,4,14,7,7,14,4,1.1,0.01,FALSE,5.4,573.4,13.03,44,61.36,26.06,-7.66
4,4,4,14,7,7,14,4,1.3,0.01,FALSE,5.41,539.26,12.26,44,61.36,24.51,-7.2
4,4,4,14,7,7,14,7,1.1,0.01,FALSE,3.26,436.9,9.71,45,53.33,26.25,-9.19
4,4,4,14,7,7,14,7,1.3,0.01,FALSE,3.26,410.58,9.12,45,53.33,24.67,-8.64
4,4,4,14,7,7,14,14,1.1,0.01,FALSE,8.5,519.52,19.98,26,61.54,36.8,-6.92
4,4,4,14,7,7,14,14,1.3,0.01,FALSE,8.5,490.26,18.86,26,61.54,34.72,-6.53
4,4,4,14,7,14,4,4,1.1,0.01,FALSE,3.26,379.94,9.27,41,48.78,27.41,-8.01
4,4,4,14,7,14,4,4,1.3,0.01,FALSE,3.26,357.42,8.72,41,48.78,25.78,-7.54
4,4,4,14,7,14,4,7,1.1,0.01,FALSE,3.86,582.53,9.4,62,59.68,21.24,-8.14
4,4,4,14,7,14,4,7,1.3,0.01,FALSE,3.86,547.7,8.83,62,59.68,19.97,-7.65
4,4,4,14,7,14,4,14,1.1,0.01,FALSE,2.91,435.55,7.14,61,54.1,20.1,-8.13
4,4,4,14,7,14,4,14,1.3,0.01,FALSE,2.91,411.38,6.74,61,54.1,18.99,-7.69
4,4,4,14,7,14,7,4,1.1,0.01,FALSE,3.38,408.75,8.01,51,54.9,20.74,-7.48
4,4,4,14,7,14,7,4,1.3,0.01,FALSE,3.38,384.27,7.53,51,54.9,19.5,-7.03
4,4,4,14,7,14,7,7,1.1,0.01,FALSE,4.45,468.14,11.42,41,56.1,26.25,-7.53
4,4,4,14,7,14,7,7,1.3,0.01,FALSE,4.45,439.96,10.73,41,56.1,24.67,-7.08
4,4,4,14,7,14,7,14,1.1,0.01,FALSE,4.49,451.95,11.02,41,58.54,24.23,-7.62
4,4,4,14,7,14,7,14,1.3,0.01,FALSE,4.49,426.64,10.41,41,58.54,22.87,-7.2
4,4,4,14,7,14,14,4,1.1,0.01,FALSE,3.74,454.01,10.32,44,56.82,24.8,-8.73
4,4,4,14,7,14,14,4,1.3,0.01,FALSE,3.73,428.61,9.74,44,56.82,23.42,-8.26
4,4,4,14,7,14,14,7,1.1,0.01,FALSE,2.37,315.61,7.01,45,48.89,24.81,-10.01
4,4,4,14,7,14,14,7,1.3,0.01,FALSE,2.37,298.06,6.62,45,48.89,23.42,-9.45
4,4,4,14,7,14,14,14,1.1,0.01,FALSE,4.87,398.62,15.33,26,53.85,35.83,-8.59
4,4,4,14,7,14,14,14,1.3,0.01,FALSE,4.86,378.15,14.54,26,53.85,34,-8.15
4,4,4,14,14,4,4,4,1.1,0.01,FALSE,3.85,513.82,10.7,48,52.08,27.77,-7.84
4,4,4,14,14,4,4,4,1.3,0.01,FALSE,3.85,483.65,10.08,48,52.08,26.14,-7.38
4,4,4,14,14,4,4,7,1.1,0.01,FALSE,4.91,788.67,11.43,69,62.32,23.03,-7.76
4,4,4,14,14,4,4,7,1.3,0.01,FALSE,4.91,741.85,10.75,69,62.32,21.66,-7.3
4,4,4,14,14,4,4,14,1.1,0.01,FALSE,3.7,684.61,9.13,75,58.67,21.33,-8.19
4,4,4,14,14,4,4,14,1.3,0.01,FALSE,3.69,646.5,8.62,75,58.67,20.15,-7.75
4,4,4,14,14,4,7,4,1.1,0.01,FALSE,4.39,593.37,10.41,57,57.89,23.28,-7.28
4,4,4,14,14,4,7,4,1.3,0.01,FALSE,4.39,558.21,9.79,57,57.89,21.9,-6.85
4,4,4,14,14,4,7,7,1.1,0.01,FALSE,5.51,652.97,13.33,49,59.18,27.51,-7.24
4,4,4,14,14,4,7,7,1.3,0.01,FALSE,5.51,614.01,12.53,49,59.18,25.87,-6.81
4,4,4,14,14,4,7,14,1.1,0.01,FALSE,7.17,741.77,14.26,52,67.31,24.63,-7.07
4,4,4,14,14,4,7,14,1.3,0.01,FALSE,7.16,700.2,13.47,52,67.31,23.25,-6.68
4,4,4,14,14,4,14,4,1.1,0.01,FALSE,4.93,679.73,13.33,51,58.82,28.43,-8.24
4,4,4,14,14,4,14,4,1.3,0.01,FALSE,4.92,641.7,12.58,51,58.82,26.85,-7.8
4,4,4,14,14,4,14,7,1.1,0.01,FALSE,3.87,577.61,11.79,49,55.1,28.84,-9.14
4,4,4,14,14,4,14,7,1.3,0.01,FALSE,3.87,545.5,11.13,49,55.1,27.23,-8.63
4,4,4,14,14,4,14,14,1.1,0.01,FALSE,6.97,674.34,17.29,39,64.1,31.49,-8.06
4,4,4,14,14,4,14,14,1.3,0.01,FALSE,6.96,639.21,16.39,39,64.1,29.86,-7.66
4,4,4,14,14,7,4,4,1.1,0.01,FALSE,3.02,403.61,7.62,53,54.72,20.79,-8.31
4,4,4,14,14,7,4,4,1.3,0.01,FALSE,3.03,379.7,7.16,53,54.72,19.56,-7.81
4,4,4,14,14,7,4,7,1.1,0.01,FALSE,3.5,572.49,8.54,67,58.21,20.55,-8.18
4,4,4,14,14,7,4,7,1.3,0.01,FALSE,3.5,538.31,8.03,67,58.21,19.32,-7.69
4,4,4,14,14,7,4,14,1.1,0.01,FALSE,2.81,528.64,6.96,76,55.26,19.56,-8.61
4,4,4,14,14,7,4,14,1.3,0.01,FALSE,2.8,499.23,6.57,76,55.26,18.48,-8.14
4,4,4,14,14,7,7,4,1.1,0.01,FALSE,3.04,438.39,7.07,62,53.23,19.8,-7.41
4,4,4,14,14,7,7,4,1.3,0.01,FALSE,3.04,412.23,6.65,62,53.23,18.62,-6.97
4,4,4,14,14,7,7,7,1.1,0.01,FALSE,3.73,484.85,8.82,55,58.18,20.71,-7.73
4,4,4,14,14,7,7,7,1.3,0.01,FALSE,3.73,455.67,8.28,55,58.18,19.46,-7.26
4,4,4,14,14,7,7,14,1.1,0.01,FALSE,3.85,471.38,9.24,51,60.78,20.55,-8.28
4,4,4,14,14,7,7,14,1.3,0.01,FALSE,3.84,444.7,8.72,51,60.78,19.39,-7.82
4,4,4,14,14,7,14,4,1.1,0.01,FALSE,2.94,408.54,7.71,53,54.72,21.35,-8.77
4,4,4,14,14,7,14,4,1.3,0.01,FALSE,2.94,385.72,7.28,53,54.72,20.17,-8.3
4,4,4,14,14,7,14,7,1.1,0.01,FALSE,2.48,349.85,7.29,48,50,24.43,-9.85
4,4,4,14,14,7,14,7,1.3,0.01,FALSE,2.48,330.37,6.88,48,50,23.07,-9.31
4,4,4,14,14,7,14,14,1.1,0.01,FALSE,3.71,415.86,10.4,40,57.5,24.76,-9.03
4,4,4,14,14,7,14,14,1.3,0.01,FALSE,3.7,394.42,9.86,40,57.5,23.5,-8.59
4,4,4,14,14,14,4,4,1.1,0.01,FALSE,3.98,424.84,11.48,37,51.35,29.86,-7.92
4,4,4,14,14,14,4,4,1.3,0.01,FALSE,3.99,401.59,10.85,37,51.35,28.22,-7.47
4,4,4,14,14,14,4,7,1.1,0.01,FALSE,4.82,692.54,11.35,61,63.93,22.41,-8.25
4,4,4,14,14,14,4,7,1.3,0.01,FALSE,4.82,654.15,10.72,61,63.93,21.17,-7.79
4,4,4,14,14,14,4,14,1.1,0.01,FALSE,3.37,512.42,9.15,56,57.14,22.76,-9
4,4,4,14,14,14,4,14,1.3,0.01,FALSE,3.37,485.67,8.67,56,57.14,21.59,-8.54
4,4,4,14,14,14,7,4,1.1,0.01,FALSE,3.99,452.01,9.62,47,57.45,22.34,-7.56
4,4,4,14,14,14,7,4,1.3,0.01,FALSE,3.99,427.06,9.09,47,57.45,21.1,-7.14
4,4,4,14,14,14,7,7,1.1,0.01,FALSE,5.89,516.85,13.97,37,59.46,28.3,-7.05
4,4,4,14,14,14,7,7,1.3,0.01,FALSE,5.9,487.81,13.18,37,59.46,26.7,-6.64
4,4,4,14,14,14,7,14,1.1,0.01,FALSE,6.66,551.45,14.51,38,63.16,27.03,-6.95
4,4,4,14,14,14,7,14,1.3,0.01,FALSE,6.67,522.66,13.75,38,63.16,25.62,-6.58
4,4,4,14,14,14,14,4,1.1,0.01,FALSE,4.94,549.51,13.4,41,60.98,27.56,-8.72
4,4,4,14,14,14,14,4,1.3,0.01,FALSE,4.93,520.62,12.7,41,60.98,26.13,-8.29
4,4,4,14,14,14,14,7,1.1,0.01,FALSE,3.03,411.08,9.79,42,52.38,27.9,-10.14
4,4,4,14,14,14,14,7,1.3,0.01,FALSE,3.03,389.91,9.28,42,52.38,26.46,-9.61
4,4,4,14,14,14,14,14,1.1,0.01,FALSE,8.48,499.15,21.7,23,60.87,40.42,-7.42
