high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_n_on_trend,high_by_point_m_on_trend,low_by_point_n_on_trend,low_by_point_m_on_trend,power_scaling_factor,mintick,debug_mode,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count,Winning entry%,Avg Winner%,Avg Loser%
4,4,4,14,14,14,14,14,1.3,0.01,FALSE,8.5,475.24,20.66,23,60.87,38.47,-7.04
4,4,7,4,4,4,4,4,1.1,0.01,FALSE,3.22,448.51,7.12,63,55.56,18.6,-7.23
4,4,7,4,4,4,4,4,1.3,0.01,FALSE,3.22,416.87,6.62,63,55.56,17.28,-6.72
4,4,7,4,4,4,4,7,1.1,0.01,FALSE,4.08,633.75,8.45,75,62.67,17.86,-7.34
4,4,7,4,4,4,4,7,1.3,0.01,FALSE,4.08,588.84,7.85,75,62.67,16.59,-6.82
4,4,7,4,4,4,4,14,1.1,0.01,FALSE,3.87,642.92,8.57,75,58.67,19.69,-7.21
4,4,7,4,4,4,4,14,1.3,0.01,FALSE,3.87,600.31,8,75,58.67,18.4,-6.75
4,4,7,4,4,4,7,4,1.1,0.01,FALSE,3.38,485.5,6.94,70,58.57,16.82,-7.04
4,4,7,4,4,4,7,4,1.3,0.01,FALSE,3.38,451.09,6.44,70,58.57,15.63,-6.54
4,4,7,4,4,4,7,7,1.1,0.01,FALSE,3.95,508.41,8.47,60,60,18.91,-7.18
4,4,7,4,4,4,7,7,1.3,0.01,FALSE,3.95,472.22,7.87,60,60,17.56,-6.67
4,4,7,4,4,4,7,14,1.1,0.01,FALSE,3.55,495.95,8.27,60,58.33,19.72,-7.77
4,4,7,4,4,4,7,14,1.3,0.01,FALSE,3.55,462.92,7.72,60,58.33,18.41,-7.25
4,4,7,4,4,4,14,4,1.1,0.01,FALSE,4.67,600.04,10,60,63.33,20.09,-7.42
4,4,7,4,4,4,14,4,1.3,0.01,FALSE,4.67,559.99,9.33,60,63.33,18.75,-6.94
4,4,7,4,4,4,14,7,1.1,0.01,FALSE,2.75,453.36,6.97,65,55.38,19.78,-8.92
4,4,7,4,4,4,14,7,1.3,0.01,FALSE,2.75,422.94,6.51,65,55.38,18.46,-8.33
4,4,7,4,4,4,14,14,1.1,0.01,FALSE,4.25,539.45,10.18,53,60.38,22.04,-7.89
4,4,7,4,4,4,14,14,1.3,0.01,FALSE,4.25,505.79,9.54,53,60.38,20.66,-7.4
4,4,7,4,4,7,4,4,1.1,0.01,FALSE,3.48,450.51,8.34,54,51.85,22.58,-6.99
4,4,7,4,4,7,4,4,1.3,0.01,FALSE,3.48,418.58,7.75,54,51.85,20.98,-6.5
4,4,7,4,4,7,4,7,1.1,0.01,FALSE,3.84,591.25,8.1,73,61.64,17.77,-7.44
4,4,7,4,4,7,4,7,1.3,0.01,FALSE,3.84,549.11,7.52,73,61.64,16.5,-6.91
4,4,7,4,4,7,4,14,1.1,0.01,FALSE,2.99,485.03,7.35,66,54.55,20.25,-8.14
4,4,7,4,4,7,4,14,1.3,0.01,FALSE,2.99,453.21,6.87,66,54.55,18.92,-7.6
4,4,7,4,4,7,7,4,1.1,0.01,FALSE,3.3,443.92,7.05,63,53.97,18.74,-6.67
4,4,7,4,4,7,7,4,1.3,0.01,FALSE,3.3,412.26,6.54,63,53.97,17.41,-6.19
4,4,7,4,4,7,7,7,1.1,0.01,FALSE,3.86,463.7,9.09,51,54.9,22.36,-7.06
4,4,7,4,4,7,7,7,1.3,0.01,FALSE,3.85,430.46,8.44,51,54.9,20.76,-6.56
4,4,7,4,4,7,7,14,1.1,0.01,FALSE,3.8,449.09,8.64,52,55.77,21.01,-6.97
4,4,7,4,4,7,7,14,1.3,0.01,FALSE,3.81,419.87,8.07,52,55.77,19.63,-6.49
4,4,7,4,4,7,14,4,1.1,0.01,FALSE,3.55,489.35,8.59,57,56.14,21.29,-7.67
4,4,7,4,4,7,14,4,1.3,0.01,FALSE,3.55,457.16,8.02,57,56.14,19.89,-7.17
4,4,7,4,4,7,14,7,1.1,0.01,FALSE,2.83,413.49,7.13,58,53.45,20.61,-8.35
4,4,7,4,4,7,14,7,1.3,0.01,FALSE,2.84,386.56,6.66,58,53.45,19.25,-7.79
4,4,7,4,4,7,14,14,1.1,0.01,FALSE,4.05,461.49,10.73,43,53.49,26.64,-7.56
4,4,7,4,4,7,14,14,1.3,0.01,FALSE,4.07,434.07,10.09,43,53.49,25.02,-7.07
4,4,7,4,4,14,4,4,1.1,0.01,FALSE,3.15,465.17,8.31,56,50,24.33,-7.72
4,4,7,4,4,14,4,4,1.3,0.01,FALSE,3.15,434,7.75,56,50,22.7,-7.2
4,4,7,4,4,14,4,7,1.1,0.01,FALSE,3.49,585.56,8.13,72,59.72,19.09,-8.12
4,4,7,4,4,14,4,7,1.3,0.01,FALSE,3.48,546.61,7.59,72,59.72,17.83,-7.59
4,4,7,4,4,14,4,14,1.1,0.01,FALSE,2.66,458.23,7.05,65,52.31,21.62,-8.93
4,4,7,4,4,14,4,14,1.3,0.01,FALSE,2.65,429.14,6.6,65,52.31,20.28,-8.4
4,4,7,4,4,14,7,4,1.1,0.01,FALSE,3.11,466.22,7.4,63,53.97,20.22,-7.62
4,4,7,4,4,14,7,4,1.3,0.01,FALSE,3.11,435.13,6.91,63,53.97,18.87,-7.12
4,4,7,4,4,14,7,7,1.1,0.01,FALSE,3.65,486.42,9.35,52,53.85,23.94,-7.66
4,4,7,4,4,14,7,7,1.3,0.01,FALSE,3.65,453.66,8.72,52,53.85,22.33,-7.14
4,4,7,4,4,14,7,14,1.1,0.01,FALSE,3.4,440.92,8.48,52,53.85,22.3,-7.64
4,4,7,4,4,14,7,14,1.3,0.01,FALSE,3.41,414.46,7.97,52,53.85,20.94,-7.17
4,4,7,4,4,14,14,4,1.1,0.01,FALSE,3.29,505.08,8.71,58,55.17,22.67,-8.48
4,4,7,4,4,14,14,4,1.3,0.01,FALSE,3.28,472.69,8.15,58,55.17,21.25,-7.98
4,4,7,4,4,14,14,7,1.1,0.01,FALSE,2.8,434.09,7.89,55,54.55,22.5,-9.64
4,4,7,4,4,14,14,7,1.3,0.01,FALSE,2.8,406.72,7.39,55,54.55,21.09,-9.04
4,4,7,4,4,14,14,14,1.1,0.01,FALSE,3.63,466.98,10.61,44,52.27,28.03,-8.46
4,4,7,4,4,14,14,14,1.3,0.01,FALSE,3.63,439.41,9.99,44,52.27,26.37,-7.96
4,4,7,4,7,4,4,4,1.1,0.01,FALSE,3.85,529.94,8.98,59,57.63,21.05,-7.43
4,4,7,4,7,4,4,4,1.3,0.01,FALSE,3.85,492.38,8.35,59,57.63,19.56,-6.91
4,4,7,4,7,4,4,7,1.1,0.01,FALSE,4.1,688.31,9.18,75,62.67,19.37,-7.93
4,4,7,4,7,4,4,7,1.3,0.01,FALSE,4.1,639.27,8.52,75,62.67,17.99,-7.36
4,4,7,4,7,4,4,14,1.1,0.01,FALSE,3.33,598.33,8.09,74,58.11,19.89,-8.29
4,4,7,4,7,4,4,14,1.3,0.01,FALSE,3.32,558.41,7.55,74,58.11,18.58,-7.76
4,4,7,4,7,4,7,4,1.1,0.01,FALSE,3.79,531.25,8.05,66,60.61,18.04,-7.33
4,4,7,4,7,4,7,4,1.3,0.01,FALSE,3.79,493.4,7.48,66,60.61,16.76,-6.81
4,4,7,4,7,4,7,7,1.1,0.01,FALSE,4.62,557.27,10.13,55,61.82,20.92,-7.34
4,4,7,4,7,4,7,7,1.3,0.01,FALSE,4.62,517.38,9.41,55,61.82,19.43,-6.81
4,4,7,4,7,4,7,14,1.1,0.01,FALSE,3.91,513.98,9.18,56,58.93,20.92,-7.67
4,4,7,4,7,4,7,14,1.3,0.01,FALSE,3.91,479.66,8.57,56,58.93,19.52,-7.16
4,4,7,4,7,4,14,4,1.1,0.01,FALSE,4.38,624.57,10.07,62,62.9,20.76,-8.04
4,4,7,4,7,4,14,4,1.3,0.01,FALSE,4.37,582.91,9.4,62,62.9,19.38,-7.52
4,4,7,4,7,4,14,7,1.1,0.01,FALSE,3.02,509.83,7.97,64,57.81,20.6,-9.35
4,4,7,4,7,4,14,7,1.3,0.01,FALSE,3.02,475.86,7.44,64,57.81,19.23,-8.73
4,4,7,4,7,4,14,14,1.1,0.01,FALSE,5.14,599.27,12.48,48,62.5,24.81,-8.05
4,4,7,4,7,4,14,14,1.3,0.01,FALSE,5.14,562.34,11.72,48,62.5,23.27,-7.54
4,4,7,4,7,7,4,4,1.1,0.01,FALSE,3.48,434.34,9.05,48,52.08,24.37,-7.6
4,4,7,4,7,7,4,4,1.3,0.01,FALSE,3.48,403.42,8.4,48,52.08,22.64,-7.06
4,4,7,4,7,7,4,7,1.1,0.01,FALSE,4.27,644.66,9.34,69,63.77,19.13,-7.87
4,4,7,4,7,7,4,7,1.3,0.01,FALSE,4.27,598.53,8.67,69,63.77,17.76,-7.31
4,4,7,4,7,7,4,14,1.1,0.01,FALSE,3.36,547.94,8.7,63,55.56,22.29,-8.3
4,4,7,4,7,7,4,14,1.3,0.01,FALSE,3.36,510.92,8.11,63,55.56,20.79,-7.75
4,4,7,4,7,7,7,4,1.1,0.01,FALSE,3.37,460.22,7.8,59,54.24,20.44,-7.18
4,4,7,4,7,7,7,4,1.3,0.01,FALSE,3.37,427.31,7.24,59,54.24,18.98,-6.67
4,4,7,4,7,7,7,7,1.1,0.01,FALSE,4.56,498.57,11.08,45,57.78,24.57,-7.38
4,4,7,4,7,7,7,7,1.3,0.01,FALSE,4.55,462.78,10.28,45,57.78,22.81,-6.85
4,4,7,4,7,7,7,14,1.1,0.01,FALSE,4.48,510.87,10.43,49,57.14,23.48,-6.98
4,4,7,4,7,7,7,14,1.3,0.01,FALSE,4.49,476.61,9.73,49,57.14,21.9,-6.5
4,4,7,4,7,7,14,4,1.1,0.01,FALSE,4.27,561.26,10.79,52,59.62,23.64,-8.17
4,4,7,4,7,7,14,4,1.3,0.01,FALSE,4.27,523.31,10.06,52,59.62,22.05,-7.63
4,4,7,4,7,7,14,7,1.1,0.01,FALSE,3.01,459.44,8.35,55,54.55,22.92,-9.12
4,4,7,4,7,7,14,7,1.3,0.01,FALSE,3.01,428.48,7.79,55,54.55,21.37,-8.51
4,4,7,4,7,7,14,14,1.1,0.01,FALSE,5.21,527.73,13.89,38,57.89,29.68,-7.83
4,4,7,4,7,7,14,14,1.3,0.01,FALSE,5.23,494.45,13.01,38,57.89,27.79,-7.3
4,4,7,4,7,14,4,4,1.1,0.01,FALSE,3.15,421.5,8.43,50,50,24.69,-7.83
4,4,7,4,7,14,4,4,1.3,0.01,FALSE,3.16,393.51,7.87,50,50,23.04,-7.3
4,4,7,4,7,14,4,7,1.1,0.01,FALSE,3.56,573.01,8.43,68,60.29,19.43,-8.28
4,4,7,4,7,14,4,7,1.3,0.01,FALSE,3.56,534.96,7.87,68,60.29,18.14,-7.73
4,4,7,4,7,14,4,14,1.1,0.01,FALSE,2.78,460.74,7.09,65,52.31,21.18,-8.36
4,4,7,4,7,14,4,14,1.3,0.01,FALSE,2.77,432.06,6.65,65,52.31,19.87,-7.85
4,4,7,4,7,14,7,4,1.1,0.01,FALSE,2.92,410.72,6.96,59,52.54,20.15,-7.64
4,4,7,4,7,14,7,4,1.3,0.01,FALSE,2.92,383.49,6.5,59,52.54,18.81,-7.13
4,4,7,4,7,14,7,7,1.1,0.01,FALSE,3.77,445.08,9.68,46,54.35,24.24,-7.66
4,4,7,4,7,14,7,7,1.3,0.01,FALSE,3.77,415.3,9.03,46,54.35,22.61,-7.14
4,4,7,4,7,14,7,14,1.1,0.01,FALSE,3.5,418.47,8.72,48,54.17,22.53,-7.6
4,4,7,4,7,14,7,14,1.3,0.01,FALSE,3.51,393,8.19,48,54.17,21.13,-7.11
4,4,7,4,7,14,14,4,1.1,0.01,FALSE,3.2,455.16,8.75,52,55.77,22.84,-9.01
4,4,7,4,7,14,14,4,1.3,0.01,FALSE,3.19,426.44,8.2,52,55.77,21.42,-8.47
4,4,7,4,7,14,14,7,1.1,0.01,FALSE,2.43,363.02,6.72,54,51.85,22.02,-9.75
4,4,7,4,7,14,14,7,1.3,0.01,FALSE,2.43,340.7,6.31,54,51.85,20.65,-9.14
4,4,7,4,7,14,14,14,1.1,0.01,FALSE,3.87,429.6,11.31,38,52.63,28.96,-8.31
4,4,7,4,7,14,14,14,1.3,0.01,FALSE,3.89,405.17,10.66,38,52.63,27.28,-7.8
4,4,7,4,14,4,4,4,1.1,0.01,FALSE,3.79,590.15,10.18,58,53.45,25.86,-7.84
4,4,7,4,14,4,4,4,1.3,0.01,FALSE,3.79,550.96,9.5,58,53.45,24.14,-7.31
4,4,7,4,14,4,4,7,1.1,0.01,FALSE,4.48,807.2,10.48,77,62.34,21.64,-7.99
4,4,7,4,14,4,4,7,1.3,0.01,FALSE,4.48,753.87,9.79,77,62.34,20.22,-7.47
4,4,7,4,14,4,4,14,1.1,0.01,FALSE,3.44,694.89,8.91,78,56.41,22.26,-8.37
4,4,7,4,14,4,4,14,1.3,0.01,FALSE,3.43,650.85,8.34,78,56.41,20.87,-7.86
4,4,7,4,14,4,7,4,1.1,0.01,FALSE,3.91,629.3,9.53,66,56.06,22.84,-7.45
4,4,7,4,14,4,7,4,1.3,0.01,FALSE,3.92,587.35,8.9,66,56.06,21.32,-6.95
4,4,7,4,14,4,7,7,1.1,0.01,FALSE,4.53,642.37,11.68,55,56.36,26.59,-7.58
4,4,7,4,14,4,7,7,1.3,0.01,FALSE,4.53,599.25,10.9,55,56.36,24.8,-7.07
4,4,7,4,14,4,7,14,1.1,0.01,FALSE,4.78,645.03,11.12,58,60.34,23.3,-7.42
4,4,7,4,14,4,7,14,1.3,0.01,FALSE,4.78,604.89,10.43,58,60.34,21.85,-6.95
4,4,7,4,14,4,14,4,1.1,0.01,FALSE,4.32,709.52,11.83,60,58.33,26.37,-8.54
4,4,7,4,14,4,14,4,1.3,0.01,FALSE,4.31,663.94,11.07,60,58.33,24.7,-8.03
4,4,7,4,14,4,14,7,1.1,0.01,FALSE,3.8,654.21,10.72,61,57.38,25.36,-8.98
4,4,7,4,14,4,14,7,1.3,0.01,FALSE,3.8,612.92,10.05,61,57.38,23.76,-8.41
4,4,7,4,14,4,14,14,1.1,0.01,FALSE,5.09,708.78,13.63,52,59.62,28.46,-8.26
4,4,7,4,14,4,14,14,1.3,0.01,FALSE,5.09,666.81,12.82,52,59.62,26.76,-7.76
4,4,7,4,14,7,4,4,1.1,0.01,FALSE,2.81,426.39,6.88,62,53.23,20.04,-8.1
4,4,7,4,14,7,4,4,1.3,0.01,FALSE,2.81,398,6.42,62,53.23,18.71,-7.57
4,4,7,4,14,7,4,7,1.1,0.01,FALSE,3.28,587.75,7.94,74,59.46,19.22,-8.6
4,4,7,4,14,7,4,7,1.3,0.01,FALSE,3.27,548.32,7.41,74,59.46,17.95,-8.04
4,4,7,4,14,7,4,14,1.1,0.01,FALSE,2.6,514.27,6.59,78,53.85,19.91,-8.95
4,4,7,4,14,7,4,14,1.3,0.01,FALSE,2.59,482.45,6.19,78,53.85,18.7,-8.42
4,4,7,4,14,7,7,4,1.1,0.01,FALSE,2.7,433.69,6.29,69,52.17,19.11,-7.71
4,4,7,4,14,7,7,4,1.3,0.01,FALSE,2.7,404.6,5.86,69,52.17,17.84,-7.2
4,4,7,4,14,7,7,7,1.1,0.01,FALSE,3.14,451.69,7.53,60,56.67,19.51,-8.14
4,4,7,4,14,7,7,7,1.3,0.01,FALSE,3.14,421.4,7.02,60,56.67,18.2,-7.59
4,4,7,4,14,7,7,14,1.1,0.01,FALSE,2.95,419.52,7.11,59,55.93,19.22,-8.26
4,4,7,4,14,7,7,14,1.3,0.01,FALSE,2.95,393.06,6.66,59,55.93,18.01,-7.75
4,4,7,4,14,7,14,4,1.1,0.01,FALSE,2.64,413.31,6.78,61,54.1,20.16,-8.99
4,4,7,4,14,7,14,4,1.3,0.01,FALSE,2.63,387.31,6.35,61,54.1,18.92,-8.47
4,4,7,4,14,7,14,7,1.1,0.01,FALSE,2.43,385.79,6.65,58,51.72,21.86,-9.64
4,4,7,4,14,7,14,7,1.3,0.01,FALSE,2.43,361.91,6.24,58,51.72,20.5,-9.04
4,4,7,4,14,7,14,14,1.1,0.01,FALSE,3.07,435.05,8.37,52,55.77,22.25,-9.14
4,4,7,4,14,7,14,14,1.3,0.01,FALSE,3.07,410.06,7.89,52,55.77,20.98,-8.62
4,4,7,4,14,14,4,4,1.1,0.01,FALSE,3.86,505.57,10.53,48,54.17,26.25,-8.04
4,4,7,4,14,14,4,4,1.3,0.01,FALSE,3.87,474.54,9.89,48,54.17,24.6,-7.51
4,4,7,4,14,14,4,7,1.1,0.01,FALSE,4.23,673.24,10.05,67,64.18,20.5,-8.68
4,4,7,4,14,14,4,7,1.3,0.01,FALSE,4.23,631.99,9.43,67,64.18,19.24,-8.14
4,4,7,4,14,14,4,14,1.1,0.01,FALSE,3.14,531.46,8.86,60,55,23.63,-9.2
4,4,7,4,14,14,4,14,1.3,0.01,FALSE,3.14,499.96,8.33,60,55,22.24,-8.67
4,4,7,4,14,14,7,4,1.1,0.01,FALSE,3.35,453.98,8.25,55,54.55,21.58,-7.73
4,4,7,4,14,14,7,4,1.3,0.01,FALSE,3.36,426.28,7.75,55,54.55,20.23,-7.23
4,4,7,4,14,14,7,7,1.1,0.01,FALSE,4.86,534.28,12.14,44,59.09,25.87,-7.69
4,4,7,4,14,14,7,7,1.3,0.01,FALSE,4.89,501.21,11.39,44,59.09,24.24,-7.16
4,4,7,4,14,14,7,14,1.1,0.01,FALSE,4.42,501.08,10.89,46,56.52,24.91,-7.33
4,4,7,4,14,14,7,14,1.3,0.01,FALSE,4.45,472.55,10.27,46,56.52,23.45,-6.86
4,4,7,4,14,14,14,4,1.1,0.01,FALSE,4.29,594.64,11.66,51,60.78,25.01,-9.04
4,4,7,4,14,14,14,4,1.3,0.01,FALSE,4.28,559.49,10.97,51,60.78,23.54,-8.52
4,4,7,4,14,14,14,7,1.1,0.01,FALSE,3.07,491.87,9.11,54,55.56,24.33,-9.91
4,4,7,4,14,14,14,7,1.3,0.01,FALSE,3.07,463.52,8.58,54,55.56,22.9,-9.31
4,4,7,4,14,14,14,14,1.1,0.01,FALSE,5.65,568.59,15.37,37,59.46,31.4,-8.15
4,4,7,4,14,14,14,14,1.3,0.01,FALSE,5.71,538.22,14.55,37,59.46,29.66,-7.62
4,4,7,7,4,4,4,4,1.1,0.01,FALSE,3.67,413.69,8.11,51,56.86,19.61,-7.05
4,4,7,7,4,4,4,4,1.3,0.01,FALSE,3.67,384.3,7.54,51,56.86,18.22,-6.55
4,4,7,7,4,4,4,7,1.1,0.01,FALSE,4.65,600.17,9.38,64,64.06,18.65,-7.16
4,4,7,7,4,4,4,7,1.3,0.01,FALSE,4.65,557.33,8.71,64,64.06,17.32,-6.65
4,4,7,7,4,4,4,14,1.1,0.01,FALSE,4.72,649.22,9.69,67,62.69,19.61,-6.98
4,4,7,7,4,4,4,14,1.3,0.01,FALSE,4.7,605.81,9.04,67,62.69,18.32,-6.54
4,4,7,7,4,4,7,4,1.1,0.01,FALSE,3.67,455.12,7.46,61,60.66,16.9,-7.1
4,4,7,7,4,4,7,4,1.3,0.01,FALSE,3.67,422.63,6.93,61,60.66,15.7,-6.59
4,4,7,7,4,4,7,7,1.1,0.01,FALSE,5.16,482.92,10.27,47,63.83,19.97,-6.83
4,4,7,7,4,4,7,7,1.3,0.01,FALSE,5.16,448.28,9.54,47,63.83,18.53,-6.34
4,4,7,7,4,4,7,14,1.1,0.01,FALSE,4.4,495.82,10.12,49,61.22,21.39,-7.67
4,4,7,7,4,4,7,14,1.3,0.01,FALSE,4.39,462.54,9.44,49,61.22,19.96,-7.17
4,4,7,7,4,4,14,4,1.1,0.01,FALSE,6.18,588.55,12.01,49,67.35,21.28,-7.1
4,4,7,7,4,4,14,4,1.3,0.01,FALSE,6.16,548.99,11.2,49,67.35,19.86,-6.65
4,4,7,7,4,4,14,7,1.1,0.01,FALSE,2.97,416.12,8,52,55.77,21.64,-9.19
4,4,7,7,4,4,14,7,1.3,0.01,FALSE,2.96,388.12,7.46,52,55.77,20.2,-8.59
4,4,7,7,4,4,14,14,1.1,0.01,FALSE,6.03,508.45,13.74,37,64.86,25.39,-7.77
4,4,7,7,4,4,14,14,1.3,0.01,FALSE,6.01,476.75,12.89,37,64.86,23.83,-7.32
4,4,7,7,4,7,4,4,1.1,0.01,FALSE,4.11,450.99,9.8,46,54.35,23.85,-6.91
4,4,7,7,4,7,4,4,1.3,0.01,FALSE,4.11,418.82,9.1,46,54.35,22.15,-6.42
4,4,7,7,4,7,4,7,1.1,0.01,FALSE,4.33,591.29,8.96,66,63.64,18.31,-7.4
4,4,7,7,4,7,4,7,1.3,0.01,FALSE,4.33,548.88,8.32,66,63.64,17,-6.87
4,4,7,7,4,7,4,14,1.1,0.01,FALSE,3.74,565.44,8.98,63,60.32,20.31,-8.25
4,4,7,7,4,7,4,14,1.3,0.01,FALSE,3.73,527.64,8.38,63,60.32,18.96,-7.72
4,4,7,7,4,7,7,4,1.1,0.01,FALSE,3.63,446.73,7.7,58,56.9,18.69,-6.81
4,4,7,7,4,7,7,4,1.3,0.01,FALSE,3.63,414.69,7.15,58,56.9,17.35,-6.32
4,4,7,7,4,7,7,7,1.1,0.01,FALSE,5.04,471.58,11.23,42,59.52,23.53,-6.87
4,4,7,7,4,7,7,7,1.3,0.01,FALSE,5.04,437.57,10.42,42,59.52,21.84,-6.37
4,4,7,7,4,7,7,14,1.1,0.01,FALSE,5.31,524.58,11.4,46,60.87,23.08,-6.76
4,4,7,7,4,7,7,14,1.3,0.01,FALSE,5.32,489.79,10.65,46,60.87,21.54,-6.3
4,4,7,7,4,7,14,4,1.1,0.01,FALSE,4.62,552.72,10.84,51,60.78,22.76,-7.64
4,4,7,7,4,7,14,4,1.3,0.01,FALSE,4.61,515.76,10.11,51,60.78,21.25,-7.14
4,4,7,7,4,7,14,7,1.1,0.01,FALSE,3.4,451.57,9.03,50,56,22.86,-8.57
4,4,7,7,4,7,14,7,1.3,0.01,FALSE,3.4,421.75,8.44,50,56,21.34,-7.99
4,4,7,7,4,7,14,14,1.1,0.01,FALSE,6.21,505.53,15.8,32,59.38,31.72,-7.47
4,4,7,7,4,7,14,14,1.3,0.01,FALSE,6.21,474.79,14.84,32,59.38,29.78,-7
4,4,7,7,4,14,4,4,1.1,0.01,FALSE,3.62,469.59,9.78,48,52.08,25.94,-7.78
4,4,7,7,4,14,4,4,1.3,0.01,FALSE,3.62,437.83,9.12,48,52.08,24.2,-7.27
4,4,7,7,4,14,4,7,1.1,0.01,FALSE,3.88,587.75,9.04,65,61.54,19.8,-8.17
4,4,7,7,4,14,4,7,1.3,0.01,FALSE,3.87,548.34,8.44,65,61.54,18.49,-7.64
4,4,7,7,4,14,4,14,1.1,0.01,FALSE,3.27,540.79,8.72,62,58.06,21.65,-9.18
4,4,7,7,4,14,4,14,1.3,0.01,FALSE,3.25,505.53,8.15,62,58.06,20.29,-8.65
4,4,7,7,4,14,7,4,1.1,0.01,FALSE,3.39,472.96,8.15,58,56.9,20.32,-7.9
4,4,7,7,4,14,7,4,1.3,0.01,FALSE,3.39,441.15,7.61,58,56.9,18.96,-7.38
4,4,7,7,4,14,7,7,1.1,0.01,FALSE,4.62,498.24,11.59,43,58.14,25.44,-7.66
4,4,7,7,4,14,7,7,1.3,0.01,FALSE,4.61,464.37,10.8,43,58.14,23.72,-7.15
4,4,7,7,4,14,7,14,1.1,0.01,FALSE,4.58,516.78,11.23,46,58.7,24.49,-7.6
4,4,7,7,4,14,7,14,1.3,0.01,FALSE,4.57,484.72,10.54,46,58.7,22.98,-7.14
4,4,7,7,4,14,14,4,1.1,0.01,FALSE,4.16,572.38,11.01,52,59.62,24.3,-8.62
4,4,7,7,4,14,14,4,1.3,0.01,FALSE,4.13,534.88,10.29,52,59.62,22.76,-8.13
4,4,7,7,4,14,14,7,1.1,0.01,FALSE,3.35,476.53,10.14,47,57.45,25.17,-10.16
4,4,7,7,4,14,14,7,1.3,0.01,FALSE,3.34,445.9,9.49,47,57.45,23.58,-9.54
4,4,4,4,4,4,4,4,1.1,0.01,FALSE,3.32,392.15,6.88,57,56.14,17.54,-6.77
4,4,4,4,4,4,4,4,1.3,0.01,FALSE,3.32,364.73,6.4,57,56.14,16.32,-6.29
4,4,4,4,4,4,4,14,1.1,0.01,FALSE,4.31,625.08,8.45,74,62.16,17.7,-6.75
4,4,4,4,4,4,4,14,1.3,0.01,FALSE,4.3,584.09,7.89,74,62.16,16.55,-6.33
4,4,4,4,4,4,14,4,1.1,0.01,FALSE,5.76,575.16,10.46,55,67.27,18.81,-6.71
4,4,4,4,4,4,14,4,1.3,0.01,FALSE,5.75,537.23,9.77,55,67.27,17.58,-6.29
4,4,4,4,4,4,14,14,1.1,0.01,FALSE,5.17,504.33,11.21,45,64.44,21.56,-7.56
4,4,4,4,4,4,14,14,1.3,0.01,FALSE,5.16,473.43,10.52,45,64.44,20.25,-7.12
4,4,4,4,4,14,4,4,1.1,0.01,FALSE,3.3,441.93,8.18,54,51.85,22.64,-7.39
4,4,4,4,4,14,4,4,1.3,0.01,FALSE,3.3,412.69,7.64,54,51.85,21.15,-6.91
4,4,4,4,4,14,4,14,1.1,0.01,FALSE,3.07,519.8,7.53,69,57.97,19.26,-8.65
4,4,4,4,4,14,4,14,1.3,0.01,FALSE,3.06,486.68,7.05,69,57.97,18.07,-8.15
4,4,4,4,4,14,14,4,1.1,0.01,FALSE,3.98,557.1,9.61,58,60.34,21.27,-8.14
4,4,4,4,4,14,14,4,1.3,0.01,FALSE,3.95,521.4,8.99,58,60.34,19.94,-7.68
4,4,4,4,4,14,14,14,1.1,0.01,FALSE,4.58,508.58,12.4,41,58.54,27.11,-8.36
4,4,4,4,4,14,14,14,1.3,0.01,FALSE,4.56,478.35,11.67,41,58.54,25.53,-7.9
4,4,4,4,14,4,4,4,1.1,0.01,FALSE,4.09,555.88,10.29,54,55.56,24.53,-7.5
4,4,4,4,14,4,4,4,1.3,0.01,FALSE,4.09,519.44,9.62,54,55.56,22.92,-7.01
4,4,4,4,14,4,4,14,1.1,0.01,FALSE,3.85,709.43,8.87,80,61.25,19.55,-8.02
4,4,4,4,14,4,4,14,1.3,0.01,FALSE,3.84,664.79,8.31,80,61.25,18.34,-7.55
4,4,4,4,14,4,14,4,1.1,0.01,FALSE,5.1,700.11,12.5,56,62.5,24.88,-8.13
4,4,4,4,14,4,14,4,1.3,0.01,FALSE,5.07,655.64,11.71,56,62.5,23.33,-7.66
4,4,4,4,14,4,14,14,1.1,0.01,FALSE,6.67,714.61,14.89,48,66.67,26.27,-7.88
4,4,4,4,14,4,14,14,1.3,0.01,FALSE,6.66,672.61,14.01,48,66.67,24.74,-7.43
4,4,4,4,14,14,4,4,1.1,0.01,FALSE,4.04,464.61,10.32,45,55.56,24.7,-7.65
4,4,4,4,14,14,4,4,1.3,0.01,FALSE,4.05,436.69,9.7,45,55.56,23.19,-7.15
4,4,4,4,14,14,4,14,1.1,0.01,FALSE,3.49,553.14,8.78,63,60.32,20.41,-8.89
4,4,4,4,14,14,4,14,1.3,0.01,FALSE,3.48,520.41,8.26,63,60.32,19.22,-8.4
4,4,4,4,14,14,14,4,1.1,0.01,FALSE,4.98,587.28,11.99,49,65.31,22.96,-8.68
4,4,4,4,14,14,14,4,1.3,0.01,FALSE,4.96,552.96,11.28,49,65.31,21.64,-8.21
4,4,4,4,14,14,14,14,1.1,0.01,FALSE,7.35,550.8,17.21,32,65.62,30.36,-7.88
4,4,4,4,14,14,14,14,1.3,0.01,FALSE,7.41,521.91,16.31,32,65.62,28.73,-7.4
