high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_n_on_trend,high_by_point_m_on_trend,low_by_point_n_on_trend,low_by_point_m_on_trend,power_scaling_factor,mintick,debug_mode,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count,Winning entry%,Avg Winner%,Avg Loser%
4,4,10,10,10,10,10,4,1.3,0.01,False,4.66,343.31,6.6,52,61.54,13.66,-4.69
4,4,10,10,10,10,10,10,1,0.01,False,7.94,289.27,11.57,25,64.0,20.69,-4.63
4,4,10,10,10,10,10,10,1.1,0.01,False,7.94,289.27,11.57,25,64.0,20.69,-4.63
4,4,10,10,10,10,10,10,1.2,0.01,False,7.94,289.27,11.57,25,64.0,20.69,-4.63
4,4,10,10,10,10,10,10,1.3,0.01,False,7.94,289.27,11.57,25,64.0,20.69,-4.63
4,10,4,4,4,4,4,4,1,0.01,False,2.36,201.09,3.41,59,52.54,11.27,-5.3
4,10,4,4,4,4,4,4,1.1,0.01,False,2.36,201.09,3.41,59,52.54,11.27,-5.3
4,10,4,4,4,4,4,4,1.2,0.01,False,2.36,201.09,3.41,59,52.54,11.27,-5.3
4,10,4,4,4,4,4,4,1.3,0.01,False,2.36,201.09,3.41,59,52.54,11.27,-5.3
4,10,4,4,4,4,4,10,1,0.01,False,3.82,361.82,5.4,67,61.19,11.96,-4.94
4,10,4,4,4,4,4,10,1.1,0.01,False,3.82,361.82,5.4,67,61.19,11.96,-4.94
4,10,4,4,4,4,4,10,1.2,0.01,False,3.82,361.82,5.4,67,61.19,11.96,-4.94
4,10,4,4,4,4,4,10,1.3,0.01,False,3.82,361.82,5.4,67,61.19,11.96,-4.94
4,10,4,4,4,4,10,4,1,0.01,False,2.91,278.73,4.16,67,56.72,11.18,-5.03
4,10,4,4,4,4,10,4,1.1,0.01,False,2.91,278.73,4.16,67,56.72,11.18,-5.03
4,10,4,4,4,4,10,4,1.2,0.01,False,2.91,278.73,4.16,67,56.72,11.18,-5.03
4,10,4,4,4,4,10,4,1.3,0.01,False,2.91,278.73,4.16,67,56.72,11.18,-5.03
4,10,4,4,4,4,10,10,1,0.01,False,3.4,235.43,5.12,46,58.7,12.36,-5.17
4,10,4,4,4,4,10,10,1.1,0.01,False,3.4,235.43,5.12,46,58.7,12.36,-5.17
4,10,4,4,4,4,10,10,1.2,0.01,False,3.4,235.43,5.12,46,58.7,12.36,-5.17
4,10,4,4,4,4,10,10,1.3,0.01,False,3.4,235.43,5.12,46,58.7,12.36,-5.17
4,10,4,4,4,10,4,4,1,0.01,False,2.28,186.09,3.38,55,47.27,12.75,-5.02
4,10,4,4,4,10,4,4,1.1,0.01,False,2.28,186.09,3.38,55,47.27,12.75,-5.02
4,10,4,4,4,10,4,4,1.2,0.01,False,2.28,186.09,3.38,55,47.27,12.75,-5.02
4,10,4,4,4,10,4,4,1.3,0.01,False,2.28,186.09,3.38,55,47.27,12.75,-5.02
4,10,4,4,4,10,4,10,1,0.01,False,3.51,318.57,4.83,66,59.09,11.42,-4.7
4,10,4,4,4,10,4,10,1.1,0.01,False,3.51,318.57,4.83,66,59.09,11.42,-4.7
4,10,4,4,4,10,4,10,1.2,0.01,False,3.51,318.57,4.83,66,59.09,11.42,-4.7
4,10,4,4,4,10,4,10,1.3,0.01,False,3.51,318.57,4.83,66,59.09,11.42,-4.7
4,10,4,4,4,10,10,4,1,0.01,False,2.79,247.73,3.93,63,53.97,11.35,-4.76
4,10,4,4,4,10,10,4,1.1,0.01,False,2.79,247.73,3.93,63,53.97,11.35,-4.76
4,10,4,4,4,10,10,4,1.2,0.01,False,2.79,247.73,3.93,63,53.97,11.35,-4.76
4,10,4,4,4,10,10,4,1.3,0.01,False,2.79,247.73,3.93,63,53.97,11.35,-4.76
4,10,4,4,4,10,10,10,1,0.01,False,3.03,193.74,4.73,41,51.22,13.77,-4.77
4,10,4,4,4,10,10,10,1.1,0.01,False,3.03,193.74,4.73,41,51.22,13.77,-4.77
4,10,4,4,4,10,10,10,1.2,0.01,False,3.03,193.74,4.73,41,51.22,13.77,-4.77
4,10,4,4,4,10,10,10,1.3,0.01,False,3.03,193.74,4.73,41,51.22,13.77,-4.77
4,10,4,4,10,4,4,4,1,0.01,False,4.32,406.86,6.26,65,63.08,12.92,-5.11
4,10,4,4,10,4,4,4,1.1,0.01,False,4.32,406.86,6.26,65,63.08,12.92,-5.11
4,10,4,4,10,4,4,4,1.2,0.01,False,4.32,406.86,6.26,65,63.08,12.92,-5.11
4,10,4,4,10,4,4,4,1.3,0.01,False,4.32,406.86,6.26,65,63.08,12.92,-5.11
4,10,4,4,10,4,4,10,1,0.01,False,4.85,461.27,6.41,72,66.67,12.11,-4.99
4,10,4,4,10,4,4,10,1.1,0.01,False,4.85,461.27,6.41,72,66.67,12.11,-4.99
4,10,4,4,10,4,4,10,1.2,0.01,False,4.85,461.27,6.41,72,66.67,12.11,-4.99
4,10,4,4,10,4,4,10,1.3,0.01,False,4.85,461.27,6.41,72,66.67,12.11,-4.99
4,10,4,4,10,4,10,4,1,0.01,False,5.18,471.61,6.83,69,65.22,12.99,-4.7
4,10,4,4,10,4,10,4,1.1,0.01,False,5.18,471.61,6.83,69,65.22,12.99,-4.7
4,10,4,4,10,4,10,4,1.2,0.01,False,5.18,471.61,6.83,69,65.22,12.99,-4.7
4,10,4,4,10,4,10,4,1.3,0.01,False,5.18,471.61,6.83,69,65.22,12.99,-4.7
4,10,4,4,10,4,10,10,1,0.01,False,6.62,436.19,8.23,53,69.81,13.89,-4.85
4,10,4,4,10,4,10,10,1.1,0.01,False,6.62,436.19,8.23,53,69.81,13.89,-4.85
4,10,4,4,10,4,10,10,1.2,0.01,False,6.62,436.19,8.23,53,69.81,13.89,-4.85
4,10,4,4,10,4,10,10,1.3,0.01,False,6.62,436.19,8.23,53,69.81,13.89,-4.85
4,10,4,4,10,10,4,4,1,0.01,False,2.63,199.85,4.34,46,50.0,14.01,-5.32
4,10,4,4,10,10,4,4,1.1,0.01,False,2.63,199.85,4.34,46,50.0,14.01,-5.32
4,10,4,4,10,10,4,4,1.2,0.01,False,2.63,199.85,4.34,46,50.0,14.01,-5.32
4,10,4,4,10,10,4,4,1.3,0.01,False,2.63,199.85,4.34,46,50.0,14.01,-5.32
4,10,4,4,10,10,4,10,1,0.01,False,3.98,326.32,5.63,58,62.07,12.11,-4.99
4,10,4,4,10,10,4,10,1.1,0.01,False,3.98,326.32,5.63,58,62.07,12.11,-4.99
4,10,4,4,10,10,4,10,1.2,0.01,False,3.98,326.32,5.63,58,62.07,12.11,-4.99
4,10,4,4,10,10,4,10,1.3,0.01,False,3.98,326.32,5.63,58,62.07,12.11,-4.99
4,10,4,4,10,10,10,4,1,0.01,False,3.31,269.41,4.64,58,58.62,11.35,-4.86
4,10,4,4,10,10,10,4,1.1,0.01,False,3.31,269.41,4.64,58,58.62,11.35,-4.86
4,10,4,4,10,10,10,4,1.2,0.01,False,3.31,269.41,4.64,58,58.62,11.35,-4.86
4,10,4,4,10,10,10,4,1.3,0.01,False,3.31,269.41,4.64,58,58.62,11.35,-4.86
4,10,4,4,10,10,10,10,1,0.01,False,3.87,207.5,6.48,32,56.25,15.54,-5.16
4,10,4,4,10,10,10,10,1.1,0.01,False,3.87,207.5,6.48,32,56.25,15.54,-5.16
4,10,4,4,10,10,10,10,1.2,0.01,False,3.87,207.5,6.48,32,56.25,15.54,-5.16
4,10,4,4,10,10,10,10,1.3,0.01,False,3.87,207.5,6.48,32,56.25,15.54,-5.16
4,10,4,10,4,4,4,4,1,0.01,False,2.07,186.92,3.06,61,49.18,12.03,-5.61
4,10,4,10,4,4,4,4,1.1,0.01,False,2.07,186.92,3.06,61,49.18,12.03,-5.61
4,10,4,10,4,4,4,4,1.2,0.01,False,2.07,186.92,3.06,61,49.18,12.03,-5.61
4,10,4,10,4,4,4,4,1.3,0.01,False,2.07,186.92,3.06,61,49.18,12.03,-5.61
4,10,4,10,4,4,4,10,1,0.01,False,3.17,352.77,4.77,74,56.76,12.27,-5.08
4,10,4,10,4,4,4,10,1.1,0.01,False,3.17,352.77,4.77,74,56.76,12.27,-5.08
4,10,4,10,4,4,4,10,1.2,0.01,False,3.17,352.77,4.77,74,56.76,12.27,-5.08
4,10,4,10,4,4,4,10,1.3,0.01,False,3.17,352.77,4.77,74,56.76,12.27,-5.08
4,10,4,10,4,4,10,4,1,0.01,False,2.7,296.94,4.18,71,54.93,12.1,-5.46
4,10,4,10,4,4,10,4,1.1,0.01,False,2.7,296.94,4.18,71,54.93,12.1,-5.46
4,10,4,10,4,4,10,4,1.2,0.01,False,2.7,296.94,4.18,71,54.93,12.1,-5.46
4,10,4,10,4,4,10,4,1.3,0.01,False,2.7,296.94,4.18,71,54.93,12.1,-5.46
4,10,4,10,4,4,10,10,1,0.01,False,3.24,286.01,5.3,54,55.56,13.8,-5.33
4,10,4,10,4,4,10,10,1.1,0.01,False,3.24,286.01,5.3,54,55.56,13.8,-5.33
4,10,4,10,4,4,10,10,1.2,0.01,False,3.24,286.01,5.3,54,55.56,13.8,-5.33
4,10,4,10,4,4,10,10,1.3,0.01,False,3.24,286.01,5.3,54,55.56,13.8,-5.33
4,10,4,10,4,10,4,4,1,0.01,False,1.81,136.35,2.62,52,38.46,15.19,-5.23
4,10,4,10,4,10,4,4,1.1,0.01,False,1.81,136.35,2.62,52,38.46,15.19,-5.23
4,10,4,10,4,10,4,4,1.2,0.01,False,1.81,136.35,2.62,52,38.46,15.19,-5.23
4,10,4,10,4,10,4,4,1.3,0.01,False,1.81,136.35,2.62,52,38.46,15.19,-5.23
4,10,4,10,4,10,4,10,1,0.01,False,2.85,300.29,4.29,70,52.86,12.51,-4.93
4,10,4,10,4,10,4,10,1.1,0.01,False,2.85,300.29,4.29,70,52.86,12.51,-4.93
4,10,4,10,4,10,4,10,1.2,0.01,False,2.85,300.29,4.29,70,52.86,12.51,-4.93
4,10,4,10,4,10,4,10,1.3,0.01,False,2.85,300.29,4.29,70,52.86,12.51,-4.93
4,10,4,10,4,10,10,4,1,0.01,False,2.27,207.66,3.3,63,49.21,11.97,-5.1
4,10,4,10,4,10,10,4,1.1,0.01,False,2.27,207.66,3.3,63,49.21,11.97,-5.1
4,10,4,10,4,10,10,4,1.2,0.01,False,2.27,207.66,3.3,63,49.21,11.97,-5.1
4,10,4,10,4,10,10,4,1.3,0.01,False,2.27,207.66,3.3,63,49.21,11.97,-5.1
4,10,4,10,4,10,10,10,1,0.01,False,2.37,173.97,4.05,43,41.86,16.7,-5.07
4,10,4,10,4,10,10,10,1.1,0.01,False,2.37,173.97,4.05,43,41.86,16.7,-5.07
4,10,4,10,4,10,10,10,1.2,0.01,False,2.37,173.97,4.05,43,41.86,16.7,-5.07
4,10,4,10,4,10,10,10,1.3,0.01,False,2.37,173.97,4.05,43,41.86,16.7,-5.07
4,10,4,10,10,4,4,4,1,0.01,False,3.71,383.22,5.99,64,59.38,13.81,-5.44
4,10,4,10,10,4,4,4,1.1,0.01,False,3.71,383.22,5.99,64,59.38,13.81,-5.44
4,10,4,10,10,4,4,4,1.2,0.01,False,3.71,383.22,5.99,64,59.38,13.81,-5.44
4,10,4,10,10,4,4,4,1.3,0.01,False,3.71,383.22,5.99,64,59.38,13.81,-5.44
4,10,4,10,10,4,4,10,1,0.01,False,4.39,499.1,6.32,79,63.29,12.92,-5.07
4,10,4,10,10,4,4,10,1.1,0.01,False,4.39,499.1,6.32,79,63.29,12.92,-5.07
4,10,4,10,10,4,4,10,1.2,0.01,False,4.39,499.1,6.32,79,63.29,12.92,-5.07
4,10,4,10,10,4,4,10,1.3,0.01,False,4.39,499.1,6.32,79,63.29,12.92,-5.07
4,10,4,10,10,4,10,4,1,0.01,False,4.66,499.2,6.75,74,63.51,13.52,-5.05
4,10,4,10,10,4,10,4,1.1,0.01,False,4.66,499.2,6.75,74,63.51,13.52,-5.05
4,10,4,10,10,4,10,4,1.2,0.01,False,4.66,499.2,6.75,74,63.51,13.52,-5.05
4,10,4,10,10,4,10,4,1.3,0.01,False,4.66,499.2,6.75,74,63.51,13.52,-5.05
4,10,4,10,10,4,10,10,1,0.01,False,5.75,477.29,8.23,58,65.52,15.2,-5.02
4,10,4,10,10,4,10,10,1.1,0.01,False,5.75,477.29,8.23,58,65.52,15.2,-5.02
4,10,4,10,10,4,10,10,1.2,0.01,False,5.75,477.29,8.23,58,65.52,15.2,-5.02
4,10,4,10,10,4,10,10,1.3,0.01,False,5.75,477.29,8.23,58,65.52,15.2,-5.02
4,10,4,10,10,10,4,4,1,0.01,False,2.14,160.08,3.64,44,43.18,15.85,-5.64
4,10,4,10,10,10,4,4,1.1,0.01,False,2.14,160.08,3.64,44,43.18,15.85,-5.64
4,10,4,10,10,10,4,4,1.2,0.01,False,2.14,160.08,3.64,44,43.18,15.85,-5.64
4,10,4,10,10,10,4,4,1.3,0.01,False,2.14,160.08,3.64,44,43.18,15.85,-5.64
4,10,4,10,10,10,4,10,1,0.01,False,3.58,352.78,5.51,64,57.81,13.24,-5.07
4,10,4,10,10,10,4,10,1.1,0.01,False,3.58,352.78,5.51,64,57.81,13.24,-5.07
4,10,4,10,10,10,4,10,1.2,0.01,False,3.58,352.78,5.51,64,57.81,13.24,-5.07
4,10,4,10,10,10,4,10,1.3,0.01,False,3.58,352.78,5.51,64,57.81,13.24,-5.07
4,10,4,10,10,10,10,4,1,0.01,False,2.89,262.02,4.52,58,55.17,12.51,-5.33
4,10,4,10,10,10,10,4,1.1,0.01,False,2.89,262.02,4.52,58,55.17,12.51,-5.33
4,10,4,10,10,10,10,4,1.2,0.01,False,2.89,262.02,4.52,58,55.17,12.51,-5.33
4,10,4,10,10,10,10,4,1.3,0.01,False,2.89,262.02,4.52,58,55.17,12.51,-5.33
4,10,4,10,10,10,10,10,1,0.01,False,3.45,232.48,6.46,36,50.0,18.19,-5.28
4,10,4,10,10,10,10,10,1.1,0.01,False,3.45,232.48,6.46,36,50.0,18.19,-5.28
4,10,4,10,10,10,10,10,1.2,0.01,False,3.45,232.48,6.46,36,50.0,18.19,-5.28
4,10,4,10,10,10,10,10,1.3,0.01,False,3.45,232.48,6.46,36,50.0,18.19,-5.28
4,10,10,4,4,4,4,4,1,0.01,False,2.04,160.06,2.71,59,50.85,10.46,-5.3
4,10,10,4,4,4,4,4,1.1,0.01,False,2.04,160.06,2.71,59,50.85,10.46,-5.3
4,10,10,4,4,4,4,4,1.2,0.01,False,2.04,160.06,2.71,59,50.85,10.46,-5.3
4,10,10,4,4,4,4,4,1.3,0.01,False,2.04,160.06,2.71,59,50.85,10.46,-5.3
4,10,10,4,4,4,4,10,1,0.01,False,3.25,315.66,4.71,67,56.72,11.99,-4.83
4,10,10,4,4,4,4,10,1.1,0.01,False,3.25,315.66,4.71,67,56.72,11.99,-4.83
4,10,10,4,4,4,4,10,1.2,0.01,False,3.25,315.66,4.71,67,56.72,11.99,-4.83
4,10,10,4,4,4,4,10,1.3,0.01,False,3.25,315.66,4.71,67,56.72,11.99,-4.83
4,10,10,4,4,4,10,4,1,0.01,False,2.4,234.41,3.4,69,52.17,11.17,-5.09
4,10,10,4,4,4,10,4,1.1,0.01,False,2.4,234.41,3.4,69,52.17,11.17,-5.09
4,10,10,4,4,4,10,4,1.2,0.01,False,2.4,234.41,3.4,69,52.17,11.17,-5.09
4,10,10,4,4,4,10,4,1.3,0.01,False,2.4,234.41,3.4,69,52.17,11.17,-5.09
4,10,10,4,4,4,10,10,1,0.01,False,2.88,218.17,4.2,52,55.77,11.52,-5.04
4,10,10,4,4,4,10,10,1.1,0.01,False,2.88,218.17,4.2,52,55.77,11.52,-5.04
4,10,10,4,4,4,10,10,1.2,0.01,False,2.88,218.17,4.2,52,55.77,11.52,-5.04
4,10,10,4,4,4,10,10,1.3,0.01,False,2.88,218.17,4.2,52,55.77,11.52,-5.04
4,10,10,4,4,10,4,4,1,0.01,False,1.58,84.8,1.66,51,41.18,11.05,-4.91
4,10,10,4,4,10,4,4,1.1,0.01,False,1.58,84.8,1.66,51,41.18,11.05,-4.91
4,10,10,4,4,10,4,4,1.2,0.01,False,1.58,84.8,1.66,51,41.18,11.05,-4.91
4,10,10,4,4,10,4,4,1.3,0.01,False,1.58,84.8,1.66,51,41.18,11.05,-4.91
4,10,10,4,4,10,4,10,1,0.01,False,2.84,245.36,3.89,63,53.97,11.13,-4.59
4,10,10,4,4,10,4,10,1.1,0.01,False,2.84,245.36,3.89,63,53.97,11.13,-4.59
4,10,10,4,4,10,4,10,1.2,0.01,False,2.84,245.36,3.89,63,53.97,11.13,-4.59
4,10,10,4,4,10,4,10,1.3,0.01,False,2.84,245.36,3.89,63,53.97,11.13,-4.59
4,10,10,4,4,10,10,4,1,0.01,False,1.73,113.66,1.89,60,45.0,10.0,-4.74
4,10,10,4,4,10,10,4,1.1,0.01,False,1.73,113.66,1.89,60,45.0,10.0,-4.74
4,10,10,4,4,10,10,4,1.2,0.01,False,1.73,113.66,1.89,60,45.0,10.0,-4.74
4,10,10,4,4,10,10,4,1.3,0.01,False,1.73,113.66,1.89,60,45.0,10.0,-4.74
4,10,10,4,4,10,10,10,1,0.01,False,1.82,88.32,2.15,41,43.9,10.89,-4.68
4,10,10,4,4,10,10,10,1.1,0.01,False,1.82,88.32,2.15,41,43.9,10.89,-4.68
4,10,10,4,4,10,10,10,1.2,0.01,False,1.82,88.32,2.15,41,43.9,10.89,-4.68
4,10,10,4,4,10,10,10,1.3,0.01,False,1.82,88.32,2.15,41,43.9,10.89,-4.68
4,10,10,4,10,4,4,4,1,0.01,False,3.68,325.0,5.33,61,60.66,12.06,-5.05
4,10,10,4,10,4,4,4,1.1,0.01,False,3.68,325.0,5.33,61,60.66,12.06,-5.05
4,10,10,4,10,4,4,4,1.2,0.01,False,3.68,325.0,5.33,61,60.66,12.06,-5.05
4,10,10,4,10,4,4,4,1.3,0.01,False,3.68,325.0,5.33,61,60.66,12.06,-5.05
4,10,10,4,10,4,4,10,1,0.01,False,4.46,430.53,6.06,71,63.38,12.33,-4.79
4,10,10,4,10,4,4,10,1.1,0.01,False,4.46,430.53,6.06,71,63.38,12.33,-4.79
4,10,10,4,10,4,4,10,1.2,0.01,False,4.46,430.53,6.06,71,63.38,12.33,-4.79
4,10,10,4,10,4,4,10,1.3,0.01,False,4.46,430.53,6.06,71,63.38,12.33,-4.79
4,10,10,4,10,4,10,4,1,0.01,False,4.13,400.35,5.8,69,60.87,12.58,-4.73
4,10,10,4,10,4,10,4,1.1,0.01,False,4.13,400.35,5.8,69,60.87,12.58,-4.73
4,10,10,4,10,4,10,4,1.2,0.01,False,4.13,400.35,5.8,69,60.87,12.58,-4.73
4,10,10,4,10,4,10,4,1.3,0.01,False,4.13,400.35,5.8,69,60.87,12.58,-4.73
4,10,10,4,10,4,10,10,1,0.01,False,5.28,378.1,6.87,55,65.45,12.96,-4.65
4,10,10,4,10,4,10,10,1.1,0.01,False,5.28,378.1,6.87,55,65.45,12.96,-4.65
4,10,10,4,10,4,10,10,1.2,0.01,False,5.28,378.1,6.87,55,65.45,12.96,-4.65
4,10,10,4,10,4,10,10,1.3,0.01,False,5.28,378.1,6.87,55,65.45,12.96,-4.65
4,10,10,4,10,10,4,4,1,0.01,False,1.84,101.75,2.48,41,43.9,12.37,-5.25
4,10,10,4,10,10,4,4,1.1,0.01,False,1.84,101.75,2.48,41,43.9,12.37,-5.25
4,10,10,4,10,10,4,4,1.2,0.01,False,1.84,101.75,2.48,41,43.9,12.37,-5.25
4,10,10,4,10,10,4,4,1.3,0.01,False,1.84,101.75,2.48,41,43.9,12.37,-5.25
4,10,10,4,10,10,4,10,1,0.01,False,3.49,284.21,5.08,56,57.14,12.46,-4.77
4,10,10,4,10,10,4,10,1.1,0.01,False,3.49,284.21,5.08,56,57.14,12.46,-4.77
4,10,10,4,10,10,4,10,1.2,0.01,False,3.49,284.21,5.08,56,57.14,12.46,-4.77
4,10,10,4,10,10,4,10,1.3,0.01,False,3.49,284.21,5.08,56,57.14,12.46,-4.77
4,10,10,4,10,10,10,4,1,0.01,False,2.28,168.02,3.05,55,50.91,10.7,-4.87
4,10,10,4,10,10,10,4,1.1,0.01,False,2.28,168.02,3.05,55,50.91,10.7,-4.87
4,10,10,4,10,10,10,4,1.2,0.01,False,2.28,168.02,3.05,55,50.91,10.7,-4.87
4,10,10,4,10,10,10,4,1.3,0.01,False,2.28,168.02,3.05,55,50.91,10.7,-4.87
4,10,10,4,10,10,10,10,1,0.01,False,2.61,133.18,4.04,33,48.48,13.51,-4.88
4,10,10,4,10,10,10,10,1.1,0.01,False,2.61,133.18,4.04,33,48.48,13.51,-4.88
4,10,10,4,10,10,10,10,1.2,0.01,False,2.61,133.18,4.04,33,48.48,13.51,-4.88
4,10,10,4,10,10,10,10,1.3,0.01,False,2.61,133.18,4.04,33,48.48,13.51,-4.88
4,10,10,10,4,4,4,4,1,0.01,False,2.27,169.01,3.31,51,50.98,11.63,-5.34
4,10,10,10,4,4,4,4,1.1,0.01,False,2.27,169.01,3.31,51,50.98,11.63,-5.34
4,10,10,10,4,4,4,4,1.2,0.01,False,2.27,169.01,3.31,51,50.98,11.63,-5.34
4,10,10,10,4,4,4,4,1.3,0.01,False,2.27,169.01,3.31,51,50.98,11.63,-5.34
4,10,10,10,4,4,4,10,1,0.01,False,3.95,342.93,5.62,61,60.66,12.41,-4.84
4,10,10,10,4,4,4,10,1.1,0.01,False,3.95,342.93,5.62,61,60.66,12.41,-4.84
4,10,10,10,4,4,4,10,1.2,0.01,False,3.95,342.93,5.62,61,60.66,12.41,-4.84
4,10,10,10,4,4,4,10,1.3,0.01,False,3.95,342.93,5.62,61,60.66,12.41,-4.84
4,10,10,10,4,4,10,4,1,0.01,False,2.86,257.21,4.29,60,55.0,11.97,-5.11
4,10,10,10,4,4,10,4,1.1,0.01,False,2.86,257.21,4.29,60,55.0,11.97,-5.11
4,10,10,10,4,4,10,4,1.2,0.01,False,2.86,257.21,4.29,60,55.0,11.97,-5.11
4,10,10,10,4,4,10,4,1.3,0.01,False,2.86,257.21,4.29,60,55.0,11.97,-5.11
4,10,10,10,4,4,10,10,1,0.01,False,3.84,224.81,6.08,37,59.46,13.82,-5.29
4,10,10,10,4,4,10,10,1.1,0.01,False,3.84,224.81,6.08,37,59.46,13.82,-5.29
4,10,10,10,4,4,10,10,1.2,0.01,False,3.84,224.81,6.08,37,59.46,13.82,-5.29
4,10,10,10,4,4,10,10,1.3,0.01,False,3.84,224.81,6.08,37,59.46,13.82,-5.29
4,10,10,10,4,10,4,4,1,0.01,False,2.13,150.82,3.14,48,43.75,13.55,-4.96
4,10,10,10,4,10,4,4,1.1,0.01,False,2.13,150.82,3.14,48,43.75,13.55,-4.96
4,10,10,10,4,10,4,4,1.2,0.01,False,2.13,150.82,3.14,48,43.75,13.55,-4.96
4,10,10,10,4,10,4,4,1.3,0.01,False,2.13,150.82,3.14,48,43.75,13.55,-4.96
4,10,10,10,4,10,4,10,1,0.01,False,3.91,342.53,5.44,63,58.73,12.44,-4.53
4,10,10,10,4,10,4,10,1.1,0.01,False,3.91,342.53,5.44,63,58.73,12.44,-4.53
4,10,10,10,4,10,4,10,1.2,0.01,False,3.91,342.53,5.44,63,58.73,12.44,-4.53
4,10,10,10,4,10,4,10,1.3,0.01,False,3.91,342.53,5.44,63,58.73,12.44,-4.53
4,10,10,10,4,10,10,4,1,0.01,False,2.67,223.02,3.91,57,50.88,12.29,-4.76
4,10,10,10,4,10,10,4,1.1,0.01,False,2.67,223.02,3.91,57,50.88,12.29,-4.76
4,10,10,10,4,10,10,4,1.2,0.01,False,2.67,223.02,3.91,57,50.88,12.29,-4.76
4,10,10,10,4,10,10,4,1.3,0.01,False,2.67,223.02,3.91,57,50.88,12.29,-4.76
4,10,10,10,4,10,10,10,1,0.01,False,3.26,179.93,5.45,33,48.48,16.22,-4.69
4,10,10,10,4,10,10,10,1.1,0.01,False,3.26,179.93,5.45,33,48.48,16.22,-4.69
4,10,10,10,4,10,10,10,1.2,0.01,False,3.26,179.93,5.45,33,48.48,16.22,-4.69
4,10,10,10,4,10,10,10,1.3,0.01,False,3.26,179.93,5.45,33,48.48,16.22,-4.69
4,10,10,10,10,4,4,4,1,0.01,False,4.38,364.48,6.51,56,62.5,13.5,-5.14
4,10,10,10,10,4,4,4,1.1,0.01,False,4.38,364.48,6.51,56,62.5,13.5,-5.14
4,10,10,10,10,4,4,4,1.2,0.01,False,4.38,364.48,6.51,56,62.5,13.5,-5.14
4,10,10,10,10,4,4,4,1.3,0.01,False,4.38,364.48,6.51,56,62.5,13.5,-5.14
4,10,10,10,10,4,4,10,1,0.01,False,5.54,488.43,7.18,68,67.65,12.96,-4.89
4,10,10,10,10,4,4,10,1.1,0.01,False,5.54,488.43,7.18,68,67.65,12.96,-4.89
4,10,10,10,10,4,4,10,1.2,0.01,False,5.54,488.43,7.18,68,67.65,12.96,-4.89
4,10,10,10,10,4,4,10,1.3,0.01,False,5.54,488.43,7.18,68,67.65,12.96,-4.89
4,10,10,10,10,4,10,4,1,0.01,False,5.31,458.63,7.06,65,64.62,13.46,-4.63
4,10,10,10,10,4,10,4,1.1,0.01,False,5.31,458.63,7.06,65,64.62,13.46,-4.63
4,10,10,10,10,4,10,4,1.2,0.01,False,5.31,458.63,7.06,65,64.62,13.46,-4.63
4,10,10,10,10,4,10,4,1.3,0.01,False,5.31,458.63,7.06,65,64.62,13.46,-4.63
4,10,10,10,10,4,10,10,1,0.01,False,8.07,415.26,9.66,43,72.09,15.29,-4.89
4,10,10,10,10,4,10,10,1.1,0.01,False,8.07,415.26,9.66,43,72.09,15.29,-4.89
4,10,10,10,10,4,10,10,1.2,0.01,False,8.07,415.26,9.66,43,72.09,15.29,-4.89
4,10,10,10,10,4,10,10,1.3,0.01,False,8.07,415.26,9.66,43,72.09,15.29,-4.89
4,10,10,10,10,10,4,4,1,0.01,False,2.56,167.77,4.42,38,47.37,15.29,-5.37
4,10,10,10,10,10,4,4,1.1,0.01,False,2.56,167.77,4.42,38,47.37,15.29,-5.37
4,10,10,10,10,10,4,4,1.2,0.01,False,2.56,167.77,4.42,38,47.37,15.29,-5.37
4,10,10,10,10,10,4,4,1.3,0.01,False,2.56,167.77,4.42,38,47.37,15.29,-5.37
4,10,10,10,10,10,4,10,1,0.01,False,4.63,353.48,6.55,54,62.96,13.26,-4.87
4,10,10,10,10,10,4,10,1.1,0.01,False,4.63,353.48,6.55,54,62.96,13.26,-4.87
4,10,10,10,10,10,4,10,1.2,0.01,False,4.63,353.48,6.55,54,62.96,13.26,-4.87
4,10,10,10,10,10,4,10,1.3,0.01,False,4.63,353.48,6.55,54,62.96,13.26,-4.87
4,10,10,10,10,10,10,4,1,0.01,False,3.28,247.89,4.86,51,56.86,12.29,-4.93
4,10,10,10,10,10,10,4,1.1,0.01,False,3.28,247.89,4.86,51,56.86,12.29,-4.93
4,10,10,10,10,10,10,4,1.2,0.01,False,3.28,247.89,4.86,51,56.86,12.29,-4.93
4,10,10,10,10,10,10,4,1.3,0.01,False,3.28,247.89,4.86,51,56.86,12.29,-4.93
4,10,10,10,10,10,10,10,1,0.01,False,4.7,196.88,8.56,23,56.52,19.24,-5.33
4,10,10,10,10,10,10,10,1.1,0.01,False,4.7,196.88,8.56,23,56.52,19.24,-5.33
4,10,10,10,10,10,10,10,1.2,0.01,False,4.7,196.88,8.56,23,56.52,19.24,-5.33
4,10,10,10,10,10,10,10,1.3,0.01,False,4.7,196.88,8.56,23,56.52,19.24,-5.33
10,4,4,4,4,4,4,4,1,0.01,False,3.26,324.06,5.4,60,53.33,14.6,-5.11
10,4,4,4,4,4,4,4,1.1,0.01,False,3.26,324.06,5.4,60,53.33,14.6,-5.11
