high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_n_on_trend,high_by_point_m_on_trend,low_by_point_n_on_trend,low_by_point_m_on_trend,power_scaling_factor,mintick,debug_mode,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count,Winning entry%,Avg Winner%,Avg Loser%
10,4,4,4,4,4,4,4,1.2,0.01,False,3.26,324.06,5.4,60,53.33,14.6,-5.11
10,4,4,4,4,4,4,4,1.3,0.01,False,3.26,324.06,5.4,60,53.33,14.6,-5.11
10,4,4,4,4,4,4,10,1,0.01,False,4.58,408.53,6.48,63,60.32,13.76,-4.57
10,4,4,4,4,4,4,10,1.1,0.01,False,4.58,408.53,6.48,63,60.32,13.76,-4.57
10,4,4,4,4,4,4,10,1.2,0.01,False,4.58,408.53,6.48,63,60.32,13.76,-4.57
10,4,4,4,4,4,4,10,1.3,0.01,False,4.58,408.53,6.48,63,60.32,13.76,-4.57
10,4,4,4,4,4,10,4,1,0.01,False,3.78,380.11,5.67,67,58.21,13.25,-4.88
10,4,4,4,4,4,10,4,1.1,0.01,False,3.78,380.11,5.67,67,58.21,13.25,-4.88
10,4,4,4,4,4,10,4,1.2,0.01,False,3.78,380.11,5.67,67,58.21,13.25,-4.88
10,4,4,4,4,4,10,4,1.3,0.01,False,3.78,380.11,5.67,67,58.21,13.25,-4.88
10,4,4,4,4,4,10,10,1,0.01,False,4.7,335.23,7.13,47,59.57,15.21,-4.77
10,4,4,4,4,4,10,10,1.1,0.01,False,4.7,335.23,7.13,47,59.57,15.21,-4.77
10,4,4,4,4,4,10,10,1.2,0.01,False,4.7,335.23,7.13,47,59.57,15.21,-4.77
10,4,4,4,4,4,10,10,1.3,0.01,False,4.7,335.23,7.13,47,59.57,15.21,-4.77
10,4,4,4,4,10,4,4,1,0.01,False,3.42,313.14,6.26,50,50.0,17.7,-5.18
10,4,4,4,4,10,4,4,1.1,0.01,False,3.42,313.14,6.26,50,50.0,17.7,-5.18
10,4,4,4,4,10,4,4,1.2,0.01,False,3.42,313.14,6.26,50,50.0,17.7,-5.18
10,4,4,4,4,10,4,4,1.3,0.01,False,3.42,313.14,6.26,50,50.0,17.7,-5.18
10,4,4,4,4,10,4,10,1,0.01,False,4.63,369.35,6.6,56,60.71,13.86,-4.63
10,4,4,4,4,10,4,10,1.1,0.01,False,4.63,369.35,6.6,56,60.71,13.86,-4.63
10,4,4,4,4,10,4,10,1.2,0.01,False,4.63,369.35,6.6,56,60.71,13.86,-4.63
10,4,4,4,4,10,4,10,1.3,0.01,False,4.63,369.35,6.6,56,60.71,13.86,-4.63
10,4,4,4,4,10,10,4,1,0.01,False,4.02,361.1,5.92,61,59.02,13.35,-4.79
10,4,4,4,4,10,10,4,1.1,0.01,False,4.02,361.1,5.92,61,59.02,13.35,-4.79
10,4,4,4,4,10,10,4,1.2,0.01,False,4.02,361.1,5.92,61,59.02,13.35,-4.79
10,4,4,4,4,10,10,4,1.3,0.01,False,4.02,361.1,5.92,61,59.02,13.35,-4.79
10,4,4,4,4,10,10,10,1,0.01,False,4.87,297.61,8.27,36,55.56,18.72,-4.8
10,4,4,4,4,10,10,10,1.1,0.01,False,4.87,297.61,8.27,36,55.56,18.72,-4.8
10,4,4,4,4,10,10,10,1.2,0.01,False,4.87,297.61,8.27,36,55.56,18.72,-4.8
10,4,4,4,4,10,10,10,1.3,0.01,False,4.87,297.61,8.27,36,55.56,18.72,-4.8
10,4,4,4,10,4,4,4,1,0.01,False,5.31,514.18,8.03,64,62.5,15.83,-4.97
10,4,4,4,10,4,4,4,1.1,0.01,False,5.31,514.18,8.03,64,62.5,15.83,-4.97
10,4,4,4,10,4,4,4,1.2,0.01,False,5.31,514.18,8.03,64,62.5,15.83,-4.97
10,4,4,4,10,4,4,4,1.3,0.01,False,5.31,514.18,8.03,64,62.5,15.83,-4.97
10,4,4,4,10,4,4,10,1,0.01,False,5.72,506.33,7.45,68,66.18,13.63,-4.66
10,4,4,4,10,4,4,10,1.1,0.01,False,5.72,506.33,7.45,68,66.18,13.63,-4.66
10,4,4,4,10,4,4,10,1.2,0.01,False,5.72,506.33,7.45,68,66.18,13.63,-4.66
10,4,4,4,10,4,4,10,1.3,0.01,False,5.72,506.33,7.45,68,66.18,13.63,-4.66
10,4,4,4,10,4,10,4,1,0.01,False,6.36,570.22,8.15,70,65.71,14.71,-4.43
10,4,4,4,10,4,10,4,1.1,0.01,False,6.36,570.22,8.15,70,65.71,14.71,-4.43
10,4,4,4,10,4,10,4,1.2,0.01,False,6.36,570.22,8.15,70,65.71,14.71,-4.43
10,4,4,4,10,4,10,4,1.3,0.01,False,6.36,570.22,8.15,70,65.71,14.71,-4.43
10,4,4,4,10,4,10,10,1,0.01,False,8.26,520.32,10.01,52,69.23,16.44,-4.48
10,4,4,4,10,4,10,10,1.1,0.01,False,8.26,520.32,10.01,52,69.23,16.44,-4.48
10,4,4,4,10,4,10,10,1.2,0.01,False,8.26,520.32,10.01,52,69.23,16.44,-4.48
10,4,4,4,10,4,10,10,1.3,0.01,False,8.26,520.32,10.01,52,69.23,16.44,-4.48
10,4,4,4,10,10,4,4,1,0.01,False,3.87,326.34,7.09,46,52.17,18.33,-5.16
10,4,4,4,10,10,4,4,1.1,0.01,False,3.87,326.34,7.09,46,52.17,18.33,-5.16
10,4,4,4,10,10,4,4,1.2,0.01,False,3.87,326.34,7.09,46,52.17,18.33,-5.16
10,4,4,4,10,10,4,4,1.3,0.01,False,3.87,326.34,7.09,46,52.17,18.33,-5.16
10,4,4,4,10,10,4,10,1,0.01,False,5.1,376.54,7.1,53,62.26,14.2,-4.6
10,4,4,4,10,10,4,10,1.1,0.01,False,5.1,376.54,7.1,53,62.26,14.2,-4.6
10,4,4,4,10,10,4,10,1.2,0.01,False,5.1,376.54,7.1,53,62.26,14.2,-4.6
10,4,4,4,10,10,4,10,1.3,0.01,False,5.1,376.54,7.1,53,62.26,14.2,-4.6
10,4,4,4,10,10,10,4,1,0.01,False,4.61,374.3,6.57,57,61.4,13.66,-4.72
10,4,4,4,10,10,10,4,1.1,0.01,False,4.61,374.3,6.57,57,61.4,13.66,-4.72
10,4,4,4,10,10,10,4,1.2,0.01,False,4.61,374.3,6.57,57,61.4,13.66,-4.72
10,4,4,4,10,10,10,4,1.3,0.01,False,4.61,374.3,6.57,57,61.4,13.66,-4.72
10,4,4,4,10,10,10,10,1,0.01,False,6.09,310.81,9.71,32,59.38,19.57,-4.69
10,4,4,4,10,10,10,10,1.1,0.01,False,6.09,310.81,9.71,32,59.38,19.57,-4.69
10,4,4,4,10,10,10,10,1.2,0.01,False,6.09,310.81,9.71,32,59.38,19.57,-4.69
10,4,4,4,10,10,10,10,1.3,0.01,False,6.09,310.81,9.71,32,59.38,19.57,-4.69
10,4,4,10,4,4,4,4,1,0.01,False,3.07,320.65,5.09,63,52.38,14.41,-5.17
10,4,4,10,4,4,4,4,1.1,0.01,False,3.07,320.65,5.09,63,52.38,14.41,-5.17
10,4,4,10,4,4,4,4,1.2,0.01,False,3.07,320.65,5.09,63,52.38,14.41,-5.17
10,4,4,10,4,4,4,4,1.3,0.01,False,3.07,320.65,5.09,63,52.38,14.41,-5.17
10,4,4,10,4,4,4,10,1,0.01,False,3.69,401.75,5.5,73,57.53,13.12,-4.81
10,4,4,10,4,4,4,10,1.1,0.01,False,3.69,401.75,5.5,73,57.53,13.12,-4.81
10,4,4,10,4,4,4,10,1.2,0.01,False,3.69,401.75,5.5,73,57.53,13.12,-4.81
10,4,4,10,4,4,4,10,1.3,0.01,False,3.69,401.75,5.5,73,57.53,13.12,-4.81
10,4,4,10,4,4,10,4,1,0.01,False,3.09,344.88,4.79,72,55.56,12.75,-5.16
10,4,4,10,4,4,10,4,1.1,0.01,False,3.09,344.88,4.79,72,55.56,12.75,-5.16
10,4,4,10,4,4,10,4,1.2,0.01,False,3.09,344.88,4.79,72,55.56,12.75,-5.16
10,4,4,10,4,4,10,4,1.3,0.01,False,3.09,344.88,4.79,72,55.56,12.75,-5.16
10,4,4,10,4,4,10,10,1,0.01,False,3.76,329.95,6.11,54,55.56,14.98,-4.98
10,4,4,10,4,4,10,10,1.1,0.01,False,3.76,329.95,6.11,54,55.56,14.98,-4.98
10,4,4,10,4,4,10,10,1.2,0.01,False,3.76,329.95,6.11,54,55.56,14.98,-4.98
10,4,4,10,4,4,10,10,1.3,0.01,False,3.76,329.95,6.11,54,55.56,14.98,-4.98
10,4,4,10,4,10,4,4,1,0.01,False,2.98,278.09,5.56,50,46.0,18.2,-5.2
10,4,4,10,4,10,4,4,1.1,0.01,False,2.98,278.09,5.56,50,46.0,18.2,-5.2
10,4,4,10,4,10,4,4,1.2,0.01,False,2.98,278.09,5.56,50,46.0,18.2,-5.2
10,4,4,10,4,10,4,4,1.3,0.01,False,2.98,278.09,5.56,50,46.0,18.2,-5.2
10,4,4,10,4,10,4,10,1,0.01,False,4.07,398.08,6.12,65,58.46,13.89,-4.81
10,4,4,10,4,10,4,10,1.1,0.01,False,4.07,398.08,6.12,65,58.46,13.89,-4.81
10,4,4,10,4,10,4,10,1.2,0.01,False,4.07,398.08,6.12,65,58.46,13.89,-4.81
10,4,4,10,4,10,4,10,1.3,0.01,False,4.07,398.08,6.12,65,58.46,13.89,-4.81
10,4,4,10,4,10,10,4,1,0.01,False,3.13,300.26,4.84,62,54.84,12.98,-5.04
10,4,4,10,4,10,10,4,1.1,0.01,False,3.13,300.26,4.84,62,54.84,12.98,-5.04
10,4,4,10,4,10,10,4,1.2,0.01,False,3.13,300.26,4.84,62,54.84,12.98,-5.04
10,4,4,10,4,10,10,4,1.3,0.01,False,3.13,300.26,4.84,62,54.84,12.98,-5.04
10,4,4,10,4,10,10,10,1,0.01,False,3.7,266.74,6.84,39,48.72,19.25,-4.95
10,4,4,10,4,10,10,10,1.1,0.01,False,3.7,266.74,6.84,39,48.72,19.25,-4.95
10,4,4,10,4,10,10,10,1.2,0.01,False,3.7,266.74,6.84,39,48.72,19.25,-4.95
10,4,4,10,4,10,10,10,1.3,0.01,False,3.7,266.74,6.84,39,48.72,19.25,-4.95
10,4,4,10,10,4,4,4,1,0.01,False,5.32,535.84,8.0,67,62.69,15.71,-4.97
10,4,4,10,10,4,4,4,1.1,0.01,False,5.32,535.84,8.0,67,62.69,15.71,-4.97
10,4,4,10,10,4,4,4,1.2,0.01,False,5.32,535.84,8.0,67,62.69,15.71,-4.97
10,4,4,10,10,4,4,4,1.3,0.01,False,5.32,535.84,8.0,67,62.69,15.71,-4.97
10,4,4,10,10,4,4,10,1,0.01,False,5.04,546.43,7.01,78,64.1,13.63,-4.83
10,4,4,10,10,4,4,10,1.1,0.01,False,5.04,546.43,7.01,78,64.1,13.63,-4.83
10,4,4,10,10,4,4,10,1.2,0.01,False,5.04,546.43,7.01,78,64.1,13.63,-4.83
10,4,4,10,10,4,4,10,1.3,0.01,False,5.04,546.43,7.01,78,64.1,13.63,-4.83
10,4,4,10,10,4,10,4,1,0.01,False,5.36,564.9,7.34,77,63.64,14.17,-4.62
10,4,4,10,10,4,10,4,1.1,0.01,False,5.36,564.9,7.34,77,63.64,14.17,-4.62
10,4,4,10,10,4,10,4,1.2,0.01,False,5.36,564.9,7.34,77,63.64,14.17,-4.62
10,4,4,10,10,4,10,4,1.3,0.01,False,5.36,564.9,7.34,77,63.64,14.17,-4.62
10,4,4,10,10,4,10,10,1,0.01,False,6.76,540.12,9.15,59,66.1,16.25,-4.69
10,4,4,10,10,4,10,10,1.1,0.01,False,6.76,540.12,9.15,59,66.1,16.25,-4.69
10,4,4,10,10,4,10,10,1.2,0.01,False,6.76,540.12,9.15,59,66.1,16.25,-4.69
10,4,4,10,10,4,10,10,1.3,0.01,False,6.76,540.12,9.15,59,66.1,16.25,-4.69
10,4,4,10,10,10,4,4,1,0.01,False,3.64,312.39,6.79,46,50.0,18.74,-5.15
10,4,4,10,10,10,4,4,1.1,0.01,False,3.64,312.39,6.79,46,50.0,18.74,-5.15
10,4,4,10,10,10,4,4,1.2,0.01,False,3.64,312.39,6.79,46,50.0,18.74,-5.15
10,4,4,10,10,10,4,4,1.3,0.01,False,3.64,312.39,6.79,46,50.0,18.74,-5.15
10,4,4,10,10,10,4,10,1,0.01,False,4.38,405.27,6.54,62,59.68,14.2,-4.8
10,4,4,10,10,10,4,10,1.1,0.01,False,4.38,405.27,6.54,62,59.68,14.2,-4.8
10,4,4,10,10,10,4,10,1.2,0.01,False,4.38,405.27,6.54,62,59.68,14.2,-4.8
10,4,4,10,10,10,4,10,1.3,0.01,False,4.38,405.27,6.54,62,59.68,14.2,-4.8
10,4,4,10,10,10,10,4,1,0.01,False,3.62,328.52,5.57,59,57.63,13.35,-5.01
10,4,4,10,10,10,10,4,1.1,0.01,False,3.62,328.52,5.57,59,57.63,13.35,-5.01
10,4,4,10,10,10,10,4,1.2,0.01,False,3.62,328.52,5.57,59,57.63,13.35,-5.01
10,4,4,10,10,10,10,4,1.3,0.01,False,3.62,328.52,5.57,59,57.63,13.35,-5.01
10,4,4,10,10,10,10,10,1,0.01,False,4.55,295.0,8.19,36,52.78,19.9,-4.89
10,4,4,10,10,10,10,10,1.1,0.01,False,4.55,295.0,8.19,36,52.78,19.9,-4.89
10,4,4,10,10,10,10,10,1.2,0.01,False,4.55,295.0,8.19,36,52.78,19.9,-4.89
10,4,4,10,10,10,10,10,1.3,0.01,False,4.55,295.0,8.19,36,52.78,19.9,-4.89
10,4,10,4,4,4,4,4,1,0.01,False,3.09,310.22,4.7,66,54.55,12.74,-4.94
10,4,10,4,4,4,4,4,1.1,0.01,False,3.09,310.22,4.7,66,54.55,12.74,-4.94
10,4,10,4,4,4,4,4,1.2,0.01,False,3.09,310.22,4.7,66,54.55,12.74,-4.94
10,4,10,4,4,4,4,4,1.3,0.01,False,3.09,310.22,4.7,66,54.55,12.74,-4.94
10,4,10,4,4,4,4,10,1,0.01,False,3.71,360.56,5.23,69,57.97,12.34,-4.59
10,4,10,4,4,4,4,10,1.1,0.01,False,3.71,360.56,5.23,69,57.97,12.34,-4.59
10,4,10,4,4,4,4,10,1.2,0.01,False,3.71,360.56,5.23,69,57.97,12.34,-4.59
10,4,10,4,4,4,4,10,1.3,0.01,False,3.71,360.56,5.23,69,57.97,12.34,-4.59
10,4,10,4,4,4,10,4,1,0.01,False,3.13,330.48,4.65,71,54.93,12.46,-4.86
10,4,10,4,4,4,10,4,1.1,0.01,False,3.13,330.48,4.65,71,54.93,12.46,-4.86
10,4,10,4,4,4,10,4,1.2,0.01,False,3.13,330.48,4.65,71,54.93,12.46,-4.86
10,4,10,4,4,4,10,4,1.3,0.01,False,3.13,330.48,4.65,71,54.93,12.46,-4.86
10,4,10,4,4,4,10,10,1,0.01,False,3.94,314.15,5.61,56,58.93,12.76,-4.64
10,4,10,4,4,4,10,10,1.1,0.01,False,3.94,314.15,5.61,56,58.93,12.76,-4.64
10,4,10,4,4,4,10,10,1.2,0.01,False,3.94,314.15,5.61,56,58.93,12.76,-4.64
10,4,10,4,4,4,10,10,1.3,0.01,False,3.94,314.15,5.61,56,58.93,12.76,-4.64
10,4,10,4,4,10,4,4,1,0.01,False,2.9,242.23,4.75,51,49.02,14.8,-4.91
10,4,10,4,4,10,4,4,1.1,0.01,False,2.9,242.23,4.75,51,49.02,14.8,-4.91
10,4,10,4,4,10,4,4,1.2,0.01,False,2.9,242.23,4.75,51,49.02,14.8,-4.91
10,4,10,4,4,10,4,4,1.3,0.01,False,2.9,242.23,4.75,51,49.02,14.8,-4.91
10,4,10,4,4,10,4,10,1,0.01,False,3.86,325.43,5.42,60,58.33,12.54,-4.55
10,4,10,4,4,10,4,10,1.1,0.01,False,3.86,325.43,5.42,60,58.33,12.54,-4.55
10,4,10,4,4,10,4,10,1.2,0.01,False,3.86,325.43,5.42,60,58.33,12.54,-4.55
10,4,10,4,4,10,4,10,1.3,0.01,False,3.86,325.43,5.42,60,58.33,12.54,-4.55
10,4,10,4,4,10,10,4,1,0.01,False,2.94,254.4,4.24,60,53.33,12.06,-4.69
10,4,10,4,4,10,10,4,1.1,0.01,False,2.94,254.4,4.24,60,53.33,12.06,-4.69
10,4,10,4,4,10,10,4,1.2,0.01,False,2.94,254.4,4.24,60,53.33,12.06,-4.69
10,4,10,4,4,10,10,4,1.3,0.01,False,2.94,254.4,4.24,60,53.33,12.06,-4.69
10,4,10,4,4,10,10,10,1,0.01,False,3.55,219.46,5.49,40,52.5,14.56,-4.54
10,4,10,4,4,10,10,10,1.1,0.01,False,3.55,219.46,5.49,40,52.5,14.56,-4.54
10,4,10,4,4,10,10,10,1.2,0.01,False,3.55,219.46,5.49,40,52.5,14.56,-4.54
10,4,10,4,4,10,10,10,1.3,0.01,False,3.55,219.46,5.49,40,52.5,14.56,-4.54
10,4,10,4,10,4,4,4,1,0.01,False,5.03,473.52,6.96,68,63.24,13.74,-4.7
10,4,10,4,10,4,4,4,1.1,0.01,False,5.03,473.52,6.96,68,63.24,13.74,-4.7
10,4,10,4,10,4,4,4,1.2,0.01,False,5.03,473.52,6.96,68,63.24,13.74,-4.7
10,4,10,4,10,4,4,4,1.3,0.01,False,5.03,473.52,6.96,68,63.24,13.74,-4.7
10,4,10,4,10,4,4,10,1,0.01,False,4.98,473.78,6.49,73,64.38,12.61,-4.58
10,4,10,4,10,4,4,10,1.1,0.01,False,4.98,473.78,6.49,73,64.38,12.61,-4.58
10,4,10,4,10,4,4,10,1.2,0.01,False,4.98,473.78,6.49,73,64.38,12.61,-4.58
10,4,10,4,10,4,4,10,1.3,0.01,False,4.98,473.78,6.49,73,64.38,12.61,-4.58
10,4,10,4,10,4,10,4,1,0.01,False,5.18,493.66,6.86,72,62.5,13.6,-4.38
10,4,10,4,10,4,10,4,1.1,0.01,False,5.18,493.66,6.86,72,62.5,13.6,-4.38
10,4,10,4,10,4,10,4,1.2,0.01,False,5.18,493.66,6.86,72,62.5,13.6,-4.38
10,4,10,4,10,4,10,4,1.3,0.01,False,5.18,493.66,6.86,72,62.5,13.6,-4.38
10,4,10,4,10,4,10,10,1,0.01,False,6.83,472.43,8.01,59,67.8,13.83,-4.26
10,4,10,4,10,4,10,10,1.1,0.01,False,6.83,472.43,8.01,59,67.8,13.83,-4.26
10,4,10,4,10,4,10,10,1.2,0.01,False,6.83,472.43,8.01,59,67.8,13.83,-4.26
10,4,10,4,10,4,10,10,1.3,0.01,False,6.83,472.43,8.01,59,67.8,13.83,-4.26
10,4,10,4,10,10,4,4,1,0.01,False,3.42,270.49,5.64,48,52.08,15.29,-4.86
10,4,10,4,10,10,4,4,1.1,0.01,False,3.42,270.49,5.64,48,52.08,15.29,-4.86
10,4,10,4,10,10,4,4,1.2,0.01,False,3.42,270.49,5.64,48,52.08,15.29,-4.86
10,4,10,4,10,10,4,4,1.3,0.01,False,3.42,270.49,5.64,48,52.08,15.29,-4.86
10,4,10,4,10,10,4,10,1,0.01,False,4.2,332.62,5.84,57,59.65,12.84,-4.51
10,4,10,4,10,10,4,10,1.1,0.01,False,4.2,332.62,5.84,57,59.65,12.84,-4.51
10,4,10,4,10,10,4,10,1.2,0.01,False,4.2,332.62,5.84,57,59.65,12.84,-4.51
10,4,10,4,10,10,4,10,1.3,0.01,False,4.2,332.62,5.84,57,59.65,12.84,-4.51
10,4,10,4,10,10,10,4,1,0.01,False,3.45,282.66,4.96,57,56.14,12.44,-4.62
10,4,10,4,10,10,10,4,1.1,0.01,False,3.45,282.66,4.96,57,56.14,12.44,-4.62
10,4,10,4,10,10,10,4,1.2,0.01,False,3.45,282.66,4.96,57,56.14,12.44,-4.62
10,4,10,4,10,10,10,4,1.3,0.01,False,3.45,282.66,4.96,57,56.14,12.44,-4.62
10,4,10,4,10,10,10,10,1,0.01,False,4.52,247.72,6.7,37,56.76,15.15,-4.4
10,4,10,4,10,10,10,10,1.1,0.01,False,4.52,247.72,6.7,37,56.76,15.15,-4.4
10,4,10,4,10,10,10,10,1.2,0.01,False,4.52,247.72,6.7,37,56.76,15.15,-4.4
10,4,10,4,10,10,10,10,1.3,0.01,False,4.52,247.72,6.7,37,56.76,15.15,-4.4
10,4,10,10,4,4,4,4,1,0.01,False,3.1,260.31,4.91,53,52.83,13.73,-4.96
10,4,10,10,4,4,4,4,1.1,0.01,False,3.1,260.31,4.91,53,52.83,13.73,-4.96
10,4,10,10,4,4,4,4,1.2,0.01,False,3.1,260.31,4.91,53,52.83,13.73,-4.96
10,4,10,10,4,4,4,4,1.3,0.01,False,3.1,260.31,4.91,53,52.83,13.73,-4.96
10,4,10,10,4,4,4,10,1,0.01,False,4.37,351.46,5.86,60,60.0,12.66,-4.35
10,4,10,10,4,4,4,10,1.1,0.01,False,4.37,351.46,5.86,60,60.0,12.66,-4.35
10,4,10,10,4,4,4,10,1.2,0.01,False,4.37,351.46,5.86,60,60.0,12.66,-4.35
10,4,10,10,4,4,4,10,1.3,0.01,False,4.37,351.46,5.86,60,60.0,12.66,-4.35
10,4,10,10,4,4,10,4,1,0.01,False,3.54,316.42,5.27,60,56.67,12.97,-4.79
10,4,10,10,4,4,10,4,1.1,0.01,False,3.54,316.42,5.27,60,56.67,12.97,-4.79
10,4,10,10,4,4,10,4,1.2,0.01,False,3.54,316.42,5.27,60,56.67,12.97,-4.79
10,4,10,10,4,4,10,4,1.3,0.01,False,3.54,316.42,5.27,60,56.67,12.97,-4.79
10,4,10,10,4,4,10,10,1,0.01,False,4.96,279.39,7.16,39,58.97,15.21,-4.41
10,4,10,10,4,4,10,10,1.1,0.01,False,4.96,279.39,7.16,39,58.97,15.21,-4.41
10,4,10,10,4,4,10,10,1.2,0.01,False,4.96,279.39,7.16,39,58.97,15.21,-4.41
10,4,10,10,4,4,10,10,1.3,0.01,False,4.96,279.39,7.16,39,58.97,15.21,-4.41
10,4,10,10,4,10,4,4,1,0.01,False,3.26,249.39,5.8,43,48.84,17.13,-5.02
10,4,10,10,4,10,4,4,1.1,0.01,False,3.26,249.39,5.8,43,48.84,17.13,-5.02
10,4,10,10,4,10,4,4,1.2,0.01,False,3.26,249.39,5.8,43,48.84,17.13,-5.02
10,4,10,10,4,10,4,4,1.3,0.01,False,3.26,249.39,5.8,43,48.84,17.13,-5.02
10,4,10,10,4,10,4,10,1,0.01,False,4.9,358.34,6.52,55,61.82,13.24,-4.38
10,4,10,10,4,10,4,10,1.1,0.01,False,4.9,358.34,6.52,55,61.82,13.24,-4.38
10,4,10,10,4,10,4,10,1.2,0.01,False,4.9,358.34,6.52,55,61.82,13.24,-4.38
10,4,10,10,4,10,4,10,1.3,0.01,False,4.9,358.34,6.52,55,61.82,13.24,-4.38
10,4,10,10,4,10,10,4,1,0.01,False,3.77,297.41,5.51,54,57.41,13.06,-4.67
10,4,10,10,4,10,10,4,1.1,0.01,False,3.77,297.41,5.51,54,57.41,13.06,-4.67
10,4,10,10,4,10,10,4,1.2,0.01,False,3.77,297.41,5.51,54,57.41,13.06,-4.67
10,4,10,10,4,10,10,4,1.3,0.01,False,3.77,297.41,5.51,54,57.41,13.06,-4.67
10,4,10,10,4,10,10,10,1,0.01,False,5.26,241.78,8.63,28,53.57,19.91,-4.37
10,4,10,10,4,10,10,10,1.1,0.01,False,5.26,241.78,8.63,28,53.57,19.91,-4.37
10,4,10,10,4,10,10,10,1.2,0.01,False,5.26,241.78,8.63,28,53.57,19.91,-4.37
10,4,10,10,4,10,10,10,1.3,0.01,False,5.26,241.78,8.63,28,53.57,19.91,-4.37
10,4,10,10,10,4,4,4,1,0.01,False,5.53,454.13,7.83,58,63.79,14.98,-4.77
10,4,10,10,10,4,4,4,1.1,0.01,False,5.53,454.13,7.83,58,63.79,14.98,-4.77
10,4,10,10,10,4,4,4,1.2,0.01,False,5.53,454.13,7.83,58,63.79,14.98,-4.77
10,4,10,10,10,4,4,4,1.3,0.01,False,5.53,454.13,7.83,58,63.79,14.98,-4.77
10,4,10,10,10,4,4,10,1,0.01,False,6.09,495.32,7.39,67,67.16,13.17,-4.42
10,4,10,10,10,4,4,10,1.1,0.01,False,6.09,495.32,7.39,67,67.16,13.17,-4.42
10,4,10,10,10,4,4,10,1.2,0.01,False,6.09,495.32,7.39,67,67.16,13.17,-4.42
10,4,10,10,10,4,4,10,1.3,0.01,False,6.09,495.32,7.39,67,67.16,13.17,-4.42
10,4,10,10,10,4,10,4,1,0.01,False,6.37,515.08,7.8,66,65.15,14.21,-4.17
10,4,10,10,10,4,10,4,1.1,0.01,False,6.37,515.08,7.8,66,65.15,14.21,-4.17
10,4,10,10,10,4,10,4,1.2,0.01,False,6.37,515.08,7.8,66,65.15,14.21,-4.17
10,4,10,10,10,4,10,4,1.3,0.01,False,6.37,515.08,7.8,66,65.15,14.21,-4.17
10,4,10,10,10,4,10,10,1,0.01,False,10.08,468.2,10.4,45,71.11,16.24,-3.97
10,4,10,10,10,4,10,10,1.1,0.01,False,10.08,468.2,10.4,45,71.11,16.24,-3.97
10,4,10,10,10,4,10,10,1.2,0.01,False,10.08,468.2,10.4,45,71.11,16.24,-3.97
10,4,10,10,10,4,10,10,1.3,0.01,False,10.08,468.2,10.4,45,71.11,16.24,-3.97
10,4,10,10,10,10,4,4,1,0.01,False,3.78,262.59,6.73,39,51.28,17.86,-4.98
10,4,10,10,10,10,4,4,1.1,0.01,False,3.78,262.59,6.73,39,51.28,17.86,-4.98
10,4,10,10,10,10,4,4,1.2,0.01,False,3.78,262.59,6.73,39,51.28,17.86,-4.98
10,4,10,10,10,10,4,4,1.3,0.01,False,3.78,262.59,6.73,39,51.28,17.86,-4.98
10,4,10,10,10,10,4,10,1,0.01,False,5.46,365.53,7.03,52,63.46,13.56,-4.32
10,4,10,10,10,10,4,10,1.1,0.01,False,5.46,365.53,7.03,52,63.46,13.56,-4.32
10,4,10,10,10,10,4,10,1.2,0.01,False,5.46,365.53,7.03,52,63.46,13.56,-4.32
10,4,10,10,10,10,4,10,1.3,0.01,False,5.46,365.53,7.03,52,63.46,13.56,-4.32
10,4,10,10,10,10,10,4,1,0.01,False,4.39,310.61,6.21,50,60.0,13.41,-4.58
10,4,10,10,10,10,10,4,1.1,0.01,False,4.39,310.61,6.21,50,60.0,13.41,-4.58
10,4,10,10,10,10,10,4,1.2,0.01,False,4.39,310.61,6.21,50,60.0,13.41,-4.58
10,4,10,10,10,10,10,4,1.3,0.01,False,4.39,310.61,6.21,50,60.0,13.41,-4.58
10,4,10,10,10,10,10,10,1,0.01,False,7.23,254.98,10.62,24,58.33,21.14,-4.09
10,4,10,10,10,10,10,10,1.1,0.01,False,7.23,254.98,10.62,24,58.33,21.14,-4.09
10,4,10,10,10,10,10,10,1.2,0.01,False,7.23,254.98,10.62,24,58.33,21.14,-4.09
10,4,10,10,10,10,10,10,1.3,0.01,False,7.23,254.98,10.62,24,58.33,21.14,-4.09
10,10,4,4,4,4,4,4,1,0.01,False,2.89,222.52,4.2,53,58.49,10.98,-5.35
10,10,4,4,4,4,4,4,1.1,0.01,False,2.89,222.52,4.2,53,58.49,10.98,-5.35
10,10,4,4,4,4,4,4,1.2,0.01,False,2.89,222.52,4.2,53,58.49,10.98,-5.35
10,10,4,4,4,4,4,4,1.3,0.01,False,2.89,222.52,4.2,53,58.49,10.98,-5.35
10,10,4,4,4,4,4,10,1,0.01,False,4.76,347.08,6.09,57,64.91,11.87,-4.61
10,10,4,4,4,4,4,10,1.1,0.01,False,4.76,347.08,6.09,57,64.91,11.87,-4.61
10,10,4,4,4,4,4,10,1.2,0.01,False,4.76,347.08,6.09,57,64.91,11.87,-4.61
10,10,4,4,4,4,4,10,1.3,0.01,False,4.76,347.08,6.09,57,64.91,11.87,-4.61
10,10,4,4,4,4,10,4,1,0.01,False,3.51,289.45,4.82,60,61.67,10.94,-5.02
