mn_start_normal,mn_cap_normal,mn_start_trend,mn_cap_trend,enable_scoring,only_body_cross,close_above_hl_threshold,close_above_low_threshold,close_above_recover_low_threshold,low_above_hl_threshold,hl_extend_bar_cross_threshold,close_above_hl_search_range,close_above_hl_bar_count,trap_recover_window_threshold,signal_window,stop_loss_pt,first_gain_ca_multiplier,Total Pnl%,Fit Score,Trade Count,Scale,Sharpe Ratio
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,665.89,5.7,61,1.497,0.298
10,40,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,661.21,5.61,67,1.497,0.3
10,40,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,665.34,5.6,61,1.497,0.297
10,40,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,668.56,5.58,63,1.497,0.296
10,40,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,663.02,5.53,62,1.497,0.291
10,40,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,667.16,5.46,63,1.497,0.294
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,570.63,5.44,54,1.497,0.176
10,40,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,662.22,5.43,62,1.497,0.289
10,40,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,659.07,5.41,69,1.497,0.297
10,40,5,20,FALSE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,1203.61,5.37,61,3,0.635
10,40,5,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,1203.61,5.37,61,3,0.635
15,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,659.51,5.36,60,1.297,0.285
10,30,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,658.77,5.35,62,1.497,0.287
10,40,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,644.4,5.33,66,1.497,0.278
10,40,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,569.47,5.33,54,1.497,0.174
10,40,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,573.3,5.32,56,1.497,0.176
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,5,2,1,2,563.8,5.29,53,1.497,0.162
10,30,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,653.66,5.27,68,1.497,0.289
10,20,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,631.2,5.27,62,1.497,0.257
10,30,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,658.4,5.27,62,1.497,0.287
10,40,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,567.76,5.27,55,1.497,0.169
15,40,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,658.96,5.27,60,1.297,0.284
15,20,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,532.95,5.27,47,1.297,0.104
10,40,5,20,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1207.78,5.26,63,3,0.629
10,40,5,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1207.78,5.26,63,3,0.629
15,20,6,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,529.3,5.26,46,1.297,0.1
10,30,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,661.44,5.25,64,1.497,0.286
15,40,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,656.4,5.25,67,1.297,0.29
15,40,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,661.39,5.25,62,1.297,0.282
15,20,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,527.5,5.25,46,1.297,0.097
10,20,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,632.12,5.23,68,1.497,0.265
10,40,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,575.66,5.23,64,1.497,0.195
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,6,3,5,2,1,2,568.16,5.23,56,1.497,0.173
10,40,5,20,FALSE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,1038.28,5.22,54,3,0.558
10,40,5,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,1038.28,5.22,54,3,0.558
10,40,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,6,3,5,2,1,2,572.01,5.21,63,1.497,0.188
10,40,4,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1222.01,5.21,67,3,0.649
10,20,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,631.59,5.21,62,1.497,0.258
15,40,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,656.64,5.21,61,1.297,0.278
10,30,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,655.9,5.2,63,1.497,0.28
10,40,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,569.21,5.19,62,1.497,0.184
10,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,1195.66,5.18,62,3,0.624
10,40,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,571.29,5.18,56,1.497,0.172
10,40,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,5,2,1,2,562.64,5.18,53,1.497,0.16
10,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,1195.66,5.18,62,3,0.624
15,20,6,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,529.52,5.18,46,1.297,0.1
10,40,4,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,641.12,5.17,67,1.497,0.271
15,20,6,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,527.72,5.17,46,1.297,0.098
10,20,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,633.51,5.16,64,1.497,0.256
10,40,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,566.36,5.16,55,1.497,0.166
15,20,6,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,532.39,5.16,47,1.297,0.103
10,40,4,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,642.44,5.15,68,1.497,0.276
10,30,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,660.22,5.15,64,1.497,0.284
10,40,5,20,FALSE,TRUE,0.25,1.5,1.5,0.5,6,4,3,5,2,1,2,1030.43,5.15,53,3,0.549
10,40,5,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,4,3,5,2,1,2,1030.43,5.15,53,3,0.549
15,40,5,20,FALSE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,1191.79,5.15,60,3,0.619
15,40,5,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,1191.79,5.15,60,3,0.619
15,30,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,653.19,5.14,61,1.297,0.276
15,40,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,659.98,5.14,62,1.297,0.28
15,30,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,533.39,5.14,47,1.297,0.103
15,30,6,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,529.74,5.14,46,1.297,0.1
10,40,4,20,TRUE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,580.9,5.13,66,1.497,0.202
10,40,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,6,3,5,2,1,2,567,5.13,56,1.497,0.171
10,30,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,655.29,5.12,63,1.497,0.279
10,40,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,6,3,5,2,1,2,570.83,5.12,58,1.497,0.173
10,40,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,4,3,5,2,1,2,560.93,5.12,54,1.497,0.156
15,40,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,655.85,5.12,61,1.297,0.277
15,30,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,527.94,5.12,46,1.297,0.097
15,40,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,532.79,5.12,47,1.297,0.102
10,20,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,627.97,5.11,63,1.497,0.25
15,40,6,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,529.13,5.11,46,1.297,0.098
10,30,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,566.83,5.1,56,1.497,0.171
15,20,6,20,TRUE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,487.5,5.1,44,1.297,0.029
15,20,6,20,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,487.5,5.1,44,1.297,0.029
15,20,6,20,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,487.5,5.1,44,1.297,0.029
15,40,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,527.33,5.1,46,1.297,0.096
10,30,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,651.34,5.09,70,1.497,0.285
10,40,4,30,TRUE,TRUE,0.25,1.25,1,0.5,6,6,3,5,2,1,2,575.91,5.09,65,1.497,0.193
10,20,5,20,FALSE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,1188.9,5.09,62,3,0.624
10,20,5,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,1188.9,5.09,62,3,0.624
10,30,5,20,FALSE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,1188.9,5.09,62,3,0.624
10,30,5,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,1188.9,5.09,62,3,0.624
10,40,5,20,FALSE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,1042.45,5.09,56,3,0.552
10,40,5,30,FALSE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,1042.45,5.09,56,3,0.552
15,20,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,472.26,5.09,43,1.297,0.003
10,20,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,633.05,5.08,64,1.497,0.255
15,40,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,654.26,5.08,69,1.297,0.287
15,20,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,626.46,5.08,61,1.297,0.247
15,20,6,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,468.61,5.08,42,1.297,-0.002
10,40,4,30,TRUE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,573.11,5.07,64,1.497,0.189
10,40,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,6,3,5,2,1,2,565.29,5.07,57,1.497,0.166
15,30,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,652.82,5.07,61,1.297,0.275
15,20,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,466.81,5.07,42,1.297,-0.006
10,40,4,30,TRUE,TRUE,0.25,1.25,1,0.5,6,7,3,5,2,1,2,601.94,5.06,68,1.497,0.229
10,20,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,628.12,5.06,63,1.497,0.25
15,30,6,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,529.96,5.06,46,1.297,0.1
15,30,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,650.26,5.05,68,1.297,0.281
15,30,6,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,528.16,5.05,46,1.297,0.098
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,7,2,1,2,681.95,5.04,66,1.497,0.317
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,8,2,1,2,681.95,5.04,66,1.497,0.317
15,30,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,655.07,5.04,63,1.297,0.273
15,40,5,20,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1194.33,5.04,62,3,0.612
15,40,5,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1194.33,5.04,62,3,0.612
15,40,6,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,529.36,5.04,46,1.297,0.099
15,20,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,629.75,5.03,68,1.297,0.259
15,40,4,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1215.88,5.03,67,3,0.639
15,20,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,626.84,5.03,61,1.297,0.247
15,30,6,20,TRUE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,489.53,5.03,44,1.297,0.033
15,30,6,20,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,489.53,5.03,44,1.297,0.033
15,30,6,20,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,489.53,5.03,44,1.297,0.033
15,30,6,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,532.83,5.03,47,1.297,0.102
10,20,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,629.04,5.02,70,1.497,0.26
10,30,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,636.85,5.02,67,1.497,0.267
10,40,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,6,3,5,2,1,2,569.87,5.02,65,1.497,0.185
10,30,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,565.86,5.02,56,1.497,0.169
15,40,6,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,527.56,5.02,46,1.297,0.096
10,40,4,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,639.41,5.01,69,1.497,0.268
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,6,2,1,2,646.37,5.01,63,1.497,0.268
10,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,1030.32,5.01,55,3,0.545
10,40,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,4,3,5,2,1,2,559.52,5.01,54,1.497,0.153
10,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,1030.32,5.01,55,3,0.545
15,30,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,650.32,5.01,62,1.297,0.269
15,20,6,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,468.47,5.01,42,1.297,-0.002
15,40,6,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,532.23,5.01,47,1.297,0.101
10,40,4,20,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1216.22,5,69,3,0.644
10,20,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,539.26,5,56,1.497,0.131
10,30,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,569.51,5,58,1.497,0.171
10,40,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,6,3,5,2,1,2,568.82,5,58,1.497,0.169
15,40,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,640.39,5,66,1.297,0.27
15,40,6,20,TRUE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,488.93,5,44,1.297,0.032
15,40,6,20,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,488.93,5,44,1.297,0.032
15,40,6,20,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,488.93,5,44,1.297,0.032
10,40,4,20,TRUE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,591.06,4.99,68,1.497,0.214
10,40,4,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,1192.05,4.99,66,3,0.633
15,20,6,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,466.67,4.99,42,1.297,-0.006
10,20,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,615.58,4.98,67,1.497,0.243
10,40,4,20,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,590.26,4.98,68,1.497,0.213
10,40,4,20,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,590.26,4.98,68,1.497,0.213
10,20,5,20,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1193.07,4.98,64,3,0.617
10,20,5,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1193.07,4.98,64,3,0.617
10,30,5,20,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1193.07,4.98,64,3,0.617
10,30,5,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1193.07,4.98,64,3,0.617
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,7,2,1,2,598.36,4.98,59,1.497,0.22
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,8,2,1,2,598.36,4.98,59,1.497,0.22
15,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,1183.83,4.98,61,3,0.608
15,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,1183.83,4.98,61,3,0.608
15,20,6,30,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,471.34,4.98,43,1.297,0.001
10,40,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,7,2,1,2,677.47,4.97,72,1.497,0.319
10,40,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,8,2,1,2,677.47,4.97,72,1.497,0.319
10,40,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,6,3,5,2,1,2,563.89,4.97,57,1.497,0.163
10,40,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,7,2,1,2,681.59,4.97,66,1.497,0.316
10,40,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,8,2,1,2,681.59,4.97,66,1.497,0.316
15,20,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,627.97,4.97,63,1.297,0.244
15,20,6,20,FALSE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,20,6,20,FALSE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,20,6,20,FALSE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,20,6,30,FALSE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,20,6,30,FALSE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,20,6,30,FALSE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,30,6,20,FALSE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,30,6,20,FALSE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,30,6,20,FALSE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,30,6,30,FALSE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,30,6,30,FALSE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,30,6,30,FALSE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,40,6,20,FALSE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,40,6,20,FALSE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,40,6,20,FALSE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,40,6,30,FALSE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,40,6,30,FALSE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
15,40,6,30,FALSE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,819.67,4.97,44,3,0.415
10,30,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,5,2,1,2,560,4.96,55,1.497,0.157
10,40,5,20,FALSE,TRUE,0.25,1.5,1.5,0.5,6,6,3,5,2,1,2,1030.61,4.96,56,3,0.553
10,40,5,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,6,3,5,2,1,2,1030.61,4.96,56,3,0.553
15,20,6,30,TRUE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,485.38,4.96,44,1.297,0.025
15,20,6,30,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,485.38,4.96,44,1.297,0.025
15,20,6,30,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,485.38,4.96,44,1.297,0.025
10,20,4,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1206.21,4.95,68,3,0.637
10,30,4,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,1206.21,4.95,68,3,0.637
10,40,4,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,559.03,4.95,63,1.497,0.169
10,30,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,563.97,4.95,57,1.497,0.164
10,40,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,7,2,1,2,684.62,4.95,68,1.497,0.315
10,40,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,8,2,1,2,684.62,4.95,68,1.497,0.315
10,40,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,6,2,1,2,562.78,4.95,56,1.497,0.162
10,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,4,3,5,2,1,2,1022.47,4.95,54,3,0.536
10,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,4,3,5,2,1,2,1022.47,4.95,54,3,0.536
15,30,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,653.84,4.95,63,1.297,0.271
15,20,6,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,4,3,5,2,1,2,462.71,4.95,41,1.297,-0.016
15,30,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,472.71,4.95,43,1.297,0.003
15,30,6,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,469.05,4.95,42,1.297,-0.001
10,40,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,6,2,1,2,641.7,4.94,69,1.497,0.27
10,20,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,539.04,4.94,56,1.497,0.131
10,40,5,20,TRUE,TRUE,0.25,1,1,0.5,6,7,3,5,2,1,2,619.32,4.94,65,1.497,0.24
10,40,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,6,2,1,2,645.82,4.94,63,1.497,0.267
15,20,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,623.23,4.94,62,1.297,0.24
10,40,4,20,TRUE,TRUE,0.25,1.25,1,0.5,6,6,3,5,2,1,2,575.11,4.93,67,1.497,0.192
10,40,4,20,FALSE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,1090.36,4.93,66,3,0.597
10,40,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,6,3,5,2,1,2,555.2,4.93,62,1.497,0.162
10,20,5,20,FALSE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,1029.73,4.93,56,3,0.552
10,20,5,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,1029.73,4.93,56,3,0.552
10,30,5,20,FALSE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,1029.73,4.93,56,3,0.552
10,30,5,30,FALSE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,1029.73,4.93,56,3,0.552
10,40,5,20,TRUE,TRUE,0.25,1,1.25,0.5,6,7,3,5,2,1,2,618.52,4.93,65,1.497,0.238
10,40,5,20,TRUE,TRUE,0.25,1,1.5,0.5,6,7,3,5,2,1,2,618.52,4.93,65,1.497,0.238
15,30,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,649.71,4.93,62,1.297,0.268
15,20,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,5,2,1,2,460.91,4.93,41,1.297,-0.021
15,30,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,467.25,4.93,42,1.297,-0.005
15,40,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,472.1,4.93,43,1.297,0.002
10,40,4,30,FALSE,TRUE,0.25,1.25,1,0.5,6,7,3,5,2,1,2,1147.01,4.92,68,3,0.612
10,20,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,1180.94,4.92,63,3,0.612
10,20,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,1180.94,4.92,63,3,0.612
10,30,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,1180.94,4.92,63,3,0.612
10,30,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,1180.94,4.92,63,3,0.612
