mn_start_normal,mn_cap_normal,mn_start_trend,mn_cap_trend,enable_scoring,only_body_cross,close_above_hl_threshold,close_above_low_threshold,close_above_recover_low_threshold,low_above_hl_threshold,hl_extend_bar_cross_threshold,close_above_hl_search_range,close_above_hl_bar_count,trap_recover_window_threshold,signal_window,stop_loss_pt,first_gain_ca_multiplier,Total Pnl%,Fit Score,Trade Count,Scale,Sharpe Ratio
10,40,4,30,FALSE,TRUE,0.25,1,1.5,0.5,6,7,3,5,2,1,2,1093.74,4.56,69,3,0.588
10,40,4,30,FALSE,TRUE,0.25,1.25,1.5,0.5,6,4,3,5,2,1,2,1025.14,4.56,61,3,0.551
10,40,4,30,FALSE,TRUE,0.25,1.5,1,0.5,6,4,3,5,2,1,2,1030.14,4.56,61,3,0.552
10,40,4,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,7,2,1,2,1246.96,4.56,72,3,0.652
10,40,4,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,8,2,1,2,1246.96,4.56,72,3,0.652
10,20,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,7,2,1,2,648.72,4.56,69,1.497,0.274
10,20,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,8,2,1,2,648.72,4.56,69,1.497,0.274
10,30,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,6,2,1,2,635.77,4.56,65,1.497,0.249
10,40,5,20,TRUE,TRUE,0.25,1,1.25,0.5,6,7,3,6,2,1,2,610.25,4.56,67,1.497,0.225
10,40,5,20,TRUE,TRUE,0.25,1,1.5,0.5,6,7,3,6,2,1,2,610.25,4.56,67,1.497,0.225
10,40,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,4,3,7,2,1,2,583.82,4.56,60,1.497,0.191
10,40,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,4,3,8,2,1,2,583.82,4.56,60,1.497,0.191
10,40,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,6,3,6,2,1,2,556.65,4.56,59,1.497,0.151
15,20,4,30,TRUE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,543.42,4.56,66,1.297,0.142
15,30,4,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,629.07,4.56,70,1.297,0.25
15,40,4,20,TRUE,TRUE,0.25,1.25,1,0.5,6,6,3,5,2,1,2,568.8,4.56,68,1.297,0.179
15,30,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,556.45,4.56,58,1.297,0.146
15,40,5,20,FALSE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,1023.84,4.56,59,3,0.522
15,40,5,20,FALSE,TRUE,0.25,1.25,1.5,0.5,6,7,3,5,2,1,2,1082.64,4.56,61,3,0.554
15,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,1009.58,4.56,56,3,0.521
15,40,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,6,2,1,2,636.33,4.56,63,1.297,0.247
15,40,5,30,FALSE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,1023.84,4.56,59,3,0.522
15,40,5,30,FALSE,TRUE,0.25,1.25,1.5,0.5,6,7,3,5,2,1,2,1082.64,4.56,61,3,0.554
15,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,1009.58,4.56,56,3,0.521
15,20,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,6,2,1,2,513.43,4.56,49,1.297,0.069
15,20,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,6,2,1,2,459.53,4.56,44,1.297,-0.019
15,20,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,7,2,1,2,511.41,4.56,49,1.297,0.069
15,20,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,8,2,1,2,511.41,4.56,49,1.297,0.069
15,20,6,30,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,6,2,1,2,485.89,4.56,47,1.297,0.029
15,20,6,30,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,6,2,1,2,485.89,4.56,47,1.297,0.029
15,30,6,20,TRUE,TRUE,0.25,1,1,0.5,6,5,3,6,2,1,2,482.26,4.56,46,1.297,0.02
15,40,6,20,TRUE,TRUE,0.25,1.25,1.25,0.5,6,5,3,5,2,1,2,459.09,4.56,44,1.297,-0.024
15,40,6,20,TRUE,TRUE,0.25,1.25,1.5,0.5,6,5,3,5,2,1,2,459.09,4.56,44,1.297,-0.024
10,20,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,523.58,4.55,62,1.497,0.112
10,30,4,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,5,2,1,2,545.42,4.55,63,1.497,0.144
10,40,4,20,TRUE,TRUE,0.25,1,1,0.5,6,5,3,6,2,1,2,576.97,4.55,69,1.497,0.19
10,40,4,20,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,6,2,1,2,576.17,4.55,69,1.497,0.189
10,40,4,20,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,6,2,1,2,576.17,4.55,69,1.497,0.189
10,40,4,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,7,2,1,2,580.52,4.55,67,1.497,0.202
10,40,4,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,8,2,1,2,580.52,4.55,67,1.497,0.202
10,40,4,20,FALSE,TRUE,0.25,1,1,0.5,6,6,3,5,2,1,2,1095.69,4.55,69,3,0.592
10,40,4,30,FALSE,TRUE,0.25,1.5,1,0.5,6,7,3,6,2,1,2,1179.93,4.55,69,3,0.616
10,20,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,4,3,5,2,1,2,525.29,4.55,57,1.497,0.102
10,20,5,30,TRUE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,535.11,4.55,60,1.497,0.117
10,30,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,6,2,1,2,552.15,4.55,57,1.497,0.143
10,30,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,6,3,7,2,1,2,588.61,4.55,62,1.497,0.205
10,30,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,6,3,8,2,1,2,588.61,4.55,62,1.497,0.205
10,30,5,30,TRUE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,573.63,4.55,61,1.497,0.171
10,30,5,30,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,572.84,4.55,61,1.497,0.169
10,30,5,30,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,572.84,4.55,61,1.497,0.169
10,30,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,7,2,1,2,595.99,4.55,63,1.497,0.212
10,30,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,8,2,1,2,595.99,4.55,63,1.497,0.212
10,40,5,20,FALSE,TRUE,0.25,1.25,1.5,0.5,6,5,3,5,2,1,2,1001.69,4.55,56,3,0.518
10,40,5,30,TRUE,TRUE,0.25,1.25,1.5,0.5,6,5,3,5,2,1,2,546.84,4.55,56,1.497,0.131
10,40,5,30,FALSE,TRUE,0.25,1.25,1.5,0.5,6,5,3,5,2,1,2,1001.69,4.55,56,3,0.518
10,20,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,516.2,4.55,52,1.497,0.075
15,40,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,7,2,1,2,638.51,4.55,72,1.297,0.264
15,40,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,8,2,1,2,638.51,4.55,72,1.297,0.264
15,40,4,30,FALSE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,1058.46,4.55,65,3,0.564
15,40,5,20,TRUE,TRUE,0.25,1.25,1.5,0.5,6,5,3,5,2,1,2,551.35,4.55,57,1.297,0.139
15,40,5,20,FALSE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,1051.83,4.55,60,3,0.538
15,40,5,20,FALSE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,1051.83,4.55,60,3,0.538
15,40,5,20,FALSE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,1051.83,4.55,60,3,0.538
15,40,5,30,FALSE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,1051.83,4.55,60,3,0.538
15,40,5,30,FALSE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,1051.83,4.55,60,3,0.538
15,40,5,30,FALSE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,1051.83,4.55,60,3,0.538
15,20,6,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,6,2,1,2,509.78,4.55,48,1.297,0.065
15,20,6,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,7,2,1,2,465.38,4.55,45,1.297,-0.006
15,20,6,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,8,2,1,2,465.38,4.55,45,1.297,-0.006
10,30,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,6,2,1,2,631.82,4.54,72,1.497,0.256
10,40,4,20,TRUE,TRUE,0.25,1.25,1,0.5,6,6,3,7,2,1,2,596.61,4.54,71,1.497,0.225
10,40,4,20,TRUE,TRUE,0.25,1.25,1,0.5,6,6,3,8,2,1,2,596.61,4.54,71,1.497,0.225
10,40,4,20,FALSE,TRUE,0.25,1,1.25,0.5,6,6,3,5,2,1,2,1094.07,4.54,69,3,0.591
10,40,4,20,FALSE,TRUE,0.25,1,1.5,0.5,6,6,3,5,2,1,2,1094.07,4.54,69,3,0.591
10,40,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,7,2,1,2,576.89,4.54,66,1.497,0.196
10,40,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,8,2,1,2,576.89,4.54,66,1.497,0.196
10,40,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,6,3,7,2,1,2,576.89,4.54,66,1.497,0.196
10,40,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,6,3,8,2,1,2,576.89,4.54,66,1.497,0.196
10,20,5,20,TRUE,TRUE,0.25,1.25,1,0.5,6,7,3,5,2,1,2,566.49,4.54,65,1.497,0.167
10,20,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,7,2,1,2,568.98,4.54,63,1.497,0.177
10,20,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,8,2,1,2,568.98,4.54,63,1.497,0.177
10,30,5,20,TRUE,TRUE,0.25,1.25,1,0.5,6,6,3,5,2,1,2,558.14,4.54,61,1.497,0.148
10,30,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,6,2,1,2,556.12,4.54,59,1.497,0.15
10,30,5,30,TRUE,TRUE,0.25,1.5,1,0.5,6,4,3,5,2,1,2,550.46,4.54,57,1.497,0.138
10,30,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,7,2,1,2,587.34,4.54,60,1.497,0.201
10,30,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,8,2,1,2,587.34,4.54,60,1.497,0.201
10,40,5,20,TRUE,TRUE,0.25,1.25,1.25,0.5,6,5,3,5,2,1,2,545.51,4.54,57,1.497,0.129
10,40,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,462.09,4.54,46,1.497,-0.02
10,40,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,5,2,1,2,522.71,4.54,53,1.497,0.083
15,20,4,30,TRUE,TRUE,0.25,1.25,1.5,0.5,6,7,3,5,2,1,2,559.13,4.54,67,1.297,0.167
15,20,4,30,FALSE,TRUE,0.25,1.25,1.5,0.5,6,7,3,5,2,1,2,1102.78,4.54,67,3,0.579
15,30,4,30,FALSE,TRUE,0.25,1.25,1.5,0.5,6,7,3,5,2,1,2,1102.78,4.54,67,3,0.579
15,20,5,30,TRUE,TRUE,0.25,1,1,0.5,6,7,3,5,2,1,2,585.13,4.54,66,1.297,0.193
15,20,5,30,TRUE,TRUE,0.25,1,1.25,0.5,6,7,3,5,2,1,2,585.13,4.54,66,1.297,0.193
15,20,5,30,TRUE,TRUE,0.25,1,1.5,0.5,6,7,3,5,2,1,2,585.13,4.54,66,1.297,0.193
15,30,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,7,2,1,2,637.04,4.54,64,1.297,0.252
15,30,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,8,2,1,2,637.04,4.54,64,1.297,0.252
15,40,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,6,3,5,2,1,2,552.25,4.54,57,1.297,0.141
15,40,5,30,TRUE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,573.83,4.54,60,1.297,0.168
15,40,5,30,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,573.83,4.54,60,1.297,0.168
15,40,5,30,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,573.83,4.54,60,1.297,0.168
15,40,5,30,TRUE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,559.77,4.54,59,1.297,0.148
15,20,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,6,2,1,2,507.98,4.54,48,1.297,0.062
15,20,6,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,7,2,1,2,463.58,4.54,45,1.297,-0.01
15,20,6,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,8,2,1,2,463.58,4.54,45,1.297,-0.01
15,40,6,20,TRUE,TRUE,0.25,1,1,0.5,6,5,3,6,2,1,2,481.65,4.54,46,1.297,0.019
15,40,6,20,TRUE,TRUE,0.25,1.25,1,0.5,6,7,3,5,2,1,2,467.35,4.54,47,1.297,-0.007
10,20,4,30,TRUE,TRUE,0.25,1,1,0.5,6,6,3,5,2,1,2,554.18,4.53,68,1.497,0.159
10,30,4,30,TRUE,TRUE,0.25,1,1,0.5,6,6,3,5,2,1,2,574.17,4.53,68,1.497,0.186
10,30,4,30,TRUE,TRUE,0.25,1,1.25,0.5,6,6,3,5,2,1,2,573.38,4.53,68,1.497,0.184
10,30,4,30,TRUE,TRUE,0.25,1,1.5,0.5,6,6,3,5,2,1,2,573.38,4.53,68,1.497,0.184
10,30,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,4,3,5,2,1,2,545.4,4.53,62,1.497,0.143
10,40,4,30,TRUE,TRUE,0.25,1,1,0.5,6,4,3,5,2,1,2,567.69,4.53,66,1.497,0.174
10,40,4,30,TRUE,TRUE,0.25,1,1.25,0.5,6,4,3,5,2,1,2,566.89,4.53,66,1.497,0.173
10,40,4,30,TRUE,TRUE,0.25,1,1.5,0.5,6,4,3,5,2,1,2,566.89,4.53,66,1.497,0.173
10,40,4,30,TRUE,TRUE,0.25,1.25,1.25,0.5,6,4,3,5,2,1,2,541.73,4.53,62,1.497,0.136
10,20,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,6,2,1,2,608.46,4.53,65,1.497,0.219
10,20,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,7,2,1,2,560.76,4.53,60,1.497,0.165
10,20,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,8,2,1,2,560.76,4.53,60,1.497,0.165
10,20,5,20,FALSE,TRUE,0.25,1.5,1,0.5,6,4,3,5,2,1,2,1006.01,4.53,57,3,0.52
10,20,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,7,2,1,2,643.78,4.53,68,1.497,0.269
10,20,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,8,2,1,2,643.78,4.53,68,1.497,0.269
10,20,5,30,FALSE,TRUE,0.25,1.5,1,0.5,6,4,3,5,2,1,2,1006.01,4.53,57,3,0.52
10,30,5,20,FALSE,TRUE,0.25,1.5,1,0.5,6,4,3,5,2,1,2,1006.01,4.53,57,3,0.52
10,30,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,7,2,1,2,591.06,4.53,62,1.497,0.207
10,30,5,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,8,2,1,2,591.06,4.53,62,1.497,0.207
10,30,5,30,FALSE,TRUE,0.25,1.5,1,0.5,6,4,3,5,2,1,2,1006.01,4.53,57,3,0.52
10,40,5,20,TRUE,TRUE,0.25,1,1,0.5,6,7,3,6,2,1,2,605.23,4.53,66,1.497,0.217
10,40,5,20,TRUE,TRUE,0.25,1.25,1,0.5,6,5,3,7,2,1,2,596.5,4.53,64,1.497,0.21
10,40,5,20,TRUE,TRUE,0.25,1.25,1,0.5,6,5,3,8,2,1,2,596.5,4.53,64,1.497,0.21
10,40,5,20,TRUE,TRUE,0.25,1.25,1.5,0.5,6,6,3,5,2,1,2,547.71,4.53,58,1.497,0.134
10,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,7,2,1,2,1077.94,4.53,60,3,0.568
10,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,8,2,1,2,1077.94,4.53,60,3,0.568
10,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,7,2,1,2,1220.6,4.53,67,3,0.627
10,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,8,2,1,2,1220.6,4.53,67,3,0.627
10,40,5,30,TRUE,TRUE,0.25,1.25,1,0.5,6,6,3,5,2,1,2,556.93,4.53,60,1.497,0.146
10,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,7,2,1,2,1077.94,4.53,60,3,0.568
10,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,8,2,1,2,1077.94,4.53,60,3,0.568
10,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,7,2,1,2,1220.6,4.53,67,3,0.627
10,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,8,2,1,2,1220.6,4.53,67,3,0.627
10,20,6,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,460.57,4.53,46,1.497,-0.018
10,40,6,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,457.61,4.53,45,1.497,-0.026
10,40,6,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,7,3,5,2,1,2,518.23,4.53,52,1.497,0.078
15,20,4,20,FALSE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,1070.16,4.53,68,3,0.572
15,30,4,20,FALSE,TRUE,0.25,1.25,1,0.5,6,5,3,5,2,1,2,1070.16,4.53,68,3,0.572
15,30,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,4,3,5,2,1,2,547.75,4.53,55,1.297,0.133
15,20,6,20,TRUE,TRUE,0.25,1.25,1,0.5,6,4,3,5,2,1,2,452.24,4.53,43,1.297,-0.04
15,20,6,20,TRUE,TRUE,0.25,1.25,1,0.5,6,5,3,7,2,1,2,471.03,4.53,48,1.297,0.002
15,20,6,20,TRUE,TRUE,0.25,1.25,1,0.5,6,5,3,8,2,1,2,471.03,4.53,48,1.297,0.002
15,20,6,30,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,7,2,1,2,468.25,4.53,46,1.297,-0.002
15,20,6,30,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,8,2,1,2,468.25,4.53,46,1.297,-0.002
15,20,6,30,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,6,2,1,2,461.94,4.53,44,1.297,-0.013
15,30,6,20,TRUE,TRUE,0.25,1.5,1,0.5,6,4,3,5,2,1,2,455.49,4.53,42,1.297,-0.032
15,30,6,30,TRUE,TRUE,0.25,1,1,0.5,6,4,3,5,2,1,2,474.24,4.53,44,1.297,0.002
15,30,6,30,TRUE,TRUE,0.25,1,1,0.5,6,5,3,7,2,1,2,491.52,4.53,48,1.297,0.04
15,30,6,30,TRUE,TRUE,0.25,1,1,0.5,6,5,3,8,2,1,2,491.52,4.53,48,1.297,0.04
15,30,6,30,TRUE,TRUE,0.25,1,1.25,0.5,6,4,3,5,2,1,2,474.24,4.53,44,1.297,0.002
15,30,6,30,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,7,2,1,2,491.52,4.53,48,1.297,0.04
15,30,6,30,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,8,2,1,2,491.52,4.53,48,1.297,0.04
15,30,6,30,TRUE,TRUE,0.25,1,1.5,0.5,6,4,3,5,2,1,2,474.24,4.53,44,1.297,0.002
15,30,6,30,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,7,2,1,2,491.52,4.53,48,1.297,0.04
15,30,6,30,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,8,2,1,2,491.52,4.53,48,1.297,0.04
10,20,4,30,TRUE,TRUE,0.25,1,1.25,0.5,6,6,3,5,2,1,2,553.38,4.52,68,1.497,0.157
10,20,4,30,TRUE,TRUE,0.25,1,1.5,0.5,6,6,3,5,2,1,2,553.38,4.52,68,1.497,0.157
10,30,4,20,TRUE,TRUE,0.25,1.25,1.5,0.5,6,5,3,5,2,1,2,551.78,4.52,65,1.497,0.155
10,30,4,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,548.26,4.52,65,1.497,0.149
10,30,4,30,TRUE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,571.37,4.52,67,1.497,0.181
10,30,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,7,2,1,2,652.88,4.52,72,1.497,0.287
10,30,4,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,8,2,1,2,652.88,4.52,72,1.497,0.287
10,40,4,20,FALSE,TRUE,0.25,1,1,0.5,6,4,3,5,2,1,2,1089.45,4.52,68,3,0.583
10,40,4,20,FALSE,TRUE,0.25,1,1.25,0.5,6,4,3,5,2,1,2,1087.82,4.52,68,3,0.582
10,40,4,20,FALSE,TRUE,0.25,1,1.5,0.5,6,4,3,5,2,1,2,1087.82,4.52,68,3,0.582
10,40,4,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,1034.86,4.52,64,3,0.556
10,40,4,30,TRUE,TRUE,0.25,1.25,1,0.5,6,7,3,7,2,1,2,618.19,4.52,73,1.497,0.252
10,40,4,30,TRUE,TRUE,0.25,1.25,1,0.5,6,7,3,8,2,1,2,618.19,4.52,73,1.497,0.252
10,40,4,30,FALSE,TRUE,0.25,1.25,1.25,0.5,6,7,3,5,2,1,2,1095.73,4.52,67,3,0.579
10,20,5,20,TRUE,TRUE,0.25,1.25,1.5,0.5,6,5,3,5,2,1,2,524.95,4.52,58,1.497,0.102
10,20,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,6,3,5,2,1,2,1007.94,4.52,58,3,0.528
10,20,5,30,TRUE,TRUE,0.25,1,1,0.5,6,5,3,5,2,1,2,547.99,4.52,61,1.497,0.137
10,20,5,30,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,5,2,1,2,547.19,4.52,61,1.497,0.135
10,20,5,30,TRUE,TRUE,0.25,1,1.5,0.5,6,5,3,5,2,1,2,547.19,4.52,61,1.497,0.135
10,20,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,6,2,1,2,531.8,4.52,58,1.497,0.117
10,20,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,6,3,5,2,1,2,1007.94,4.52,58,3,0.528
10,30,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,6,3,5,2,1,2,1007.94,4.52,58,3,0.528
10,30,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,6,3,5,2,1,2,1007.94,4.52,58,3,0.528
10,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,6,2,1,2,1010.91,4.52,57,3,0.525
10,40,5,20,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,6,2,1,2,1153.57,4.52,64,3,0.589
10,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,5,3,6,2,1,2,1010.91,4.52,57,3,0.525
10,40,5,30,FALSE,TRUE,0.25,1.5,1.25,0.5,6,7,3,6,2,1,2,1153.57,4.52,64,3,0.589
10,20,6,30,TRUE,TRUE,0.25,1.5,1,0.5,6,5,3,5,2,1,2,464.27,4.52,47,1.497,-0.014
10,20,6,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,458.77,4.52,46,1.497,-0.023
10,40,6,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,5,2,1,2,516.42,4.52,52,1.497,0.075
15,30,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,7,2,1,2,634.48,4.52,71,1.297,0.258
15,30,4,30,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,8,2,1,2,634.48,4.52,71,1.297,0.258
15,40,4,20,TRUE,TRUE,0.25,1.25,1.5,0.5,6,7,3,5,2,1,2,581.89,4.52,68,1.297,0.198
15,40,4,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,6,2,1,2,634.74,4.52,71,1.297,0.257
15,20,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,7,2,1,2,610.37,4.52,64,1.297,0.222
15,20,5,20,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,8,2,1,2,610.37,4.52,64,1.297,0.222
15,20,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,5,3,5,2,1,2,527.63,4.52,56,1.297,0.108
15,30,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,7,2,1,2,639.15,4.52,66,1.297,0.25
15,30,5,20,TRUE,TRUE,0.25,1.5,1,0.5,6,7,3,8,2,1,2,639.15,4.52,66,1.297,0.25
15,30,5,20,TRUE,TRUE,0.25,1.5,1.25,0.5,6,5,3,5,2,1,2,551.71,4.52,57,1.297,0.141
15,30,5,30,TRUE,TRUE,0.25,1.5,1.5,0.5,6,7,3,6,2,1,2,633.3,4.52,63,1.297,0.245
15,40,5,30,TRUE,TRUE,0.25,1.25,1.5,0.5,6,7,3,5,2,1,2,584.06,4.52,61,1.297,0.189
15,20,6,20,TRUE,TRUE,0.25,1.25,1.25,0.5,6,4,3,5,2,1,2,451.88,4.52,43,1.297,-0.04
15,20,6,20,TRUE,TRUE,0.25,1.25,1.5,0.5,6,4,3,5,2,1,2,451.88,4.52,43,1.297,-0.04
15,20,6,30,TRUE,TRUE,0.25,1.25,1.25,0.5,6,5,3,5,2,1,2,455.56,4.52,44,1.297,-0.03
15,20,6,30,TRUE,TRUE,0.25,1.25,1.5,0.5,6,5,3,5,2,1,2,455.56,4.52,44,1.297,-0.03
15,30,6,30,TRUE,TRUE,0.25,1.25,1,0.5,6,6,3,5,2,1,2,462.43,4.52,45,1.297,-0.018
15,40,6,30,TRUE,TRUE,0.25,1,1,0.5,6,5,3,7,2,1,2,491.08,4.52,48,1.297,0.039
15,40,6,30,TRUE,TRUE,0.25,1,1,0.5,6,5,3,8,2,1,2,491.08,4.52,48,1.297,0.039
15,40,6,30,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,7,2,1,2,491.08,4.52,48,1.297,0.039
15,40,6,30,TRUE,TRUE,0.25,1,1.25,0.5,6,5,3,8,2,1,2,491.08,4.52,48,1.297,0.039
