high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_n_on_trend,high_by_point_m_on_trend,low_by_point_n_on_trend,low_by_point_m_on_trend,power_scaling_factor,mintick,debug_mode,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count,Winning entry%,Avg Winner%,Avg Loser%,Scale
4,14,14,14,4,14,4,14,2,0.01,False,3.83,586.69,9.78,60,60.0,22.05,-8.64,1.755
4,14,14,14,4,14,14,4,1.1,0.01,False,4.0,617.42,11.65,53,56.6,27.44,-8.94,2.098
4,14,14,14,4,14,14,4,1.3,0.01,False,4.01,589.93,11.13,53,56.6,26.19,-8.51,2.005
4,14,14,14,4,14,14,4,1.5,0.01,False,4.02,565.8,10.68,53,56.6,25.1,-8.15,1.923
4,14,14,14,4,14,14,4,2,0.01,False,4.02,516.32,9.74,53,56.6,22.91,-7.44,1.755
4,14,14,14,4,14,14,14,1.1,0.01,False,5.51,542.75,18.09,30,63.33,34.9,-10.94,2.098
4,14,14,14,4,14,14,14,1.3,0.01,False,5.51,518.65,17.29,30,63.33,33.35,-10.46,2.005
4,14,14,14,4,14,14,14,1.5,0.01,False,5.51,497.46,16.58,30,63.33,31.99,-10.03,1.923
4,14,14,14,4,14,14,14,2,0.01,False,5.51,453.95,15.13,30,63.33,29.19,-9.15,1.755
4,14,14,14,14,4,4,4,1.1,0.01,False,5.13,795.53,17.29,46,63.04,34.07,-11.33,2.098
4,14,14,14,14,4,4,4,1.3,0.01,False,5.13,757.34,16.46,46,63.04,32.44,-10.78,2.005
4,14,14,14,14,4,4,4,1.5,0.01,False,5.13,724.97,15.76,46,63.04,31.05,-10.32,1.923
4,14,14,14,14,4,4,4,2,0.01,False,5.13,661.92,14.39,46,63.04,28.35,-9.42,1.755
4,14,14,14,14,4,4,14,1.1,0.01,False,4.75,998.33,13.87,72,63.89,27.49,-10.24,2.098
4,14,14,14,14,4,4,14,1.3,0.01,False,4.76,952.42,13.23,72,63.89,26.21,-9.74,2.005
4,14,14,14,14,4,4,14,1.5,0.01,False,4.76,912.72,12.68,72,63.89,25.11,-9.33,1.923
4,14,14,14,14,4,4,14,2,0.01,False,4.76,833.08,11.57,72,63.89,22.92,-8.52,1.755
4,14,14,14,14,4,14,4,1.1,0.01,False,6.24,956.68,18.05,53,64.15,33.51,-9.61,2.098
4,14,14,14,14,4,14,4,1.3,0.01,False,6.25,912.84,17.22,53,64.15,31.96,-9.15,2.005
4,14,14,14,14,4,14,4,1.5,0.01,False,6.26,874.87,16.51,53,64.15,30.63,-8.76,1.923
4,14,14,14,14,4,14,4,2,0.01,False,6.25,798.51,15.07,53,64.15,27.96,-8.0,1.755
4,14,14,14,14,4,14,14,1.1,0.01,False,11.0,958.23,25.9,37,78.38,36.34,-11.97,2.098
4,14,14,14,14,4,14,14,1.3,0.01,False,11.0,915.67,24.75,37,78.38,34.73,-11.44,2.005
4,14,14,14,14,4,14,14,1.5,0.01,False,11.0,878.25,23.74,37,78.38,33.31,-10.97,1.923
4,14,14,14,14,4,14,14,2,0.01,False,11.0,801.44,21.66,37,78.38,30.4,-10.01,1.755
4,14,14,14,14,14,4,4,1.1,0.01,False,4.04,488.43,13.96,35,60.0,30.92,-11.49,2.098
4,14,14,14,14,14,4,4,1.3,0.01,False,4.04,466.41,13.33,35,60.0,29.52,-10.96,2.005
4,14,14,14,14,14,4,4,1.5,0.01,False,4.04,447.19,12.78,35,60.0,28.3,-10.51,1.923
4,14,14,14,14,14,4,4,2,0.01,False,4.04,408.12,11.66,35,60.0,25.83,-9.59,1.755
4,14,14,14,14,14,4,14,1.1,0.01,False,4.34,714.77,13.49,53,64.15,27.32,-11.26,2.098
4,14,14,14,14,14,4,14,1.3,0.01,False,4.34,683.03,12.89,53,64.15,26.1,-10.76,2.005
4,14,14,14,14,14,4,14,1.5,0.01,False,4.34,655.11,12.36,53,64.15,25.04,-10.32,1.923
4,14,14,14,14,14,4,14,2,0.01,False,4.34,597.81,11.28,53,64.15,22.85,-9.42,1.755
4,14,14,14,14,14,14,4,1.1,0.01,False,4.6,573.66,13.34,43,62.79,27.15,-9.96,2.098
4,14,14,14,14,14,14,4,1.3,0.01,False,4.6,548.18,12.75,43,62.79,25.94,-9.52,2.005
4,14,14,14,14,14,14,4,1.5,0.01,False,4.6,525.78,12.23,43,62.79,24.88,-9.13,1.923
4,14,14,14,14,14,14,4,2,0.01,False,4.6,479.8,11.16,43,62.79,22.71,-8.33,1.755
4,14,14,14,14,14,14,14,1.1,0.01,False,9.76,501.38,26.39,19,78.95,37.24,-14.32,2.098
4,14,14,14,14,14,14,14,1.3,0.01,False,9.75,479.52,25.24,19,78.95,35.62,-13.7,2.005
4,14,14,14,14,14,14,14,1.5,0.01,False,9.75,460.12,24.22,19,78.95,34.18,-13.15,1.923
4,14,14,14,14,14,14,14,2,0.01,False,9.75,419.83,22.1,19,78.95,31.19,-12.0,1.755
14,4,4,4,4,4,4,4,1.1,0.01,False,2.97,402.73,6.94,58,56.9,18.39,-8.16,1.593
14,4,4,4,4,4,4,4,1.3,0.01,False,2.98,378.52,6.53,58,56.9,17.26,-7.65,1.5
14,4,4,4,4,4,4,4,1.5,0.01,False,2.98,359.91,6.21,58,56.9,16.41,-7.26,1.427
14,4,4,4,4,4,4,4,2,0.01,False,2.98,329.21,5.68,58,56.9,15.01,-6.64,1.305
14,4,4,4,4,4,4,14,1.1,0.01,False,4.7,751.4,9.89,76,64.47,19.48,-7.52,1.593
14,4,4,4,4,4,4,14,1.3,0.01,False,4.7,707.28,9.31,76,64.47,18.33,-7.08,1.5
14,4,4,4,4,4,4,14,1.5,0.01,False,4.7,673.04,8.86,76,64.47,17.45,-6.73,1.427
14,4,4,4,4,4,4,14,2,0.01,False,4.7,615.5,8.1,76,64.47,15.95,-6.16,1.305
14,4,4,4,4,4,14,4,1.1,0.01,False,6.35,690.59,11.91,58,67.24,21.01,-6.79,1.593
14,4,4,4,4,4,14,4,1.3,0.01,False,6.35,650.04,11.21,58,67.24,19.78,-6.39,1.5
14,4,4,4,4,4,14,4,1.5,0.01,False,6.35,618.57,10.67,58,67.24,18.82,-6.08,1.427
14,4,4,4,4,4,14,4,2,0.01,False,6.35,565.69,9.75,58,67.24,17.21,-5.56,1.305
14,4,4,4,4,4,14,14,1.1,0.01,False,5.48,595.06,12.66,47,65.96,23.48,-8.3,1.593
14,4,4,4,4,4,14,14,1.3,0.01,False,5.47,561.58,11.95,47,65.96,22.17,-7.85,1.5
14,4,4,4,4,4,14,14,1.5,0.01,False,5.46,535.13,11.39,47,65.96,21.13,-7.5,1.427
14,4,4,4,4,4,14,14,2,0.01,False,5.46,489.2,10.41,47,65.96,19.32,-6.85,1.305
14,4,4,4,4,14,4,4,1.1,0.01,False,3.05,445.6,8.41,53,50.94,24.57,-8.38,1.593
14,4,4,4,4,14,4,4,1.3,0.01,False,3.05,419.44,7.91,53,50.94,23.13,-7.89,1.5
14,4,4,4,4,14,4,4,1.5,0.01,False,3.05,399.13,7.53,53,50.94,22.01,-7.5,1.427
14,4,4,4,4,14,4,4,2,0.01,False,3.05,365.01,6.89,53,50.94,20.13,-6.86,1.305
14,4,4,4,4,14,4,14,1.1,0.01,False,3.71,700.01,9.86,71,60.56,22.29,-9.23,1.593
14,4,4,4,4,14,4,14,1.3,0.01,False,3.7,660.45,9.3,71,60.56,21.05,-8.73,1.5
14,4,4,4,4,14,4,14,1.5,0.01,False,3.7,629.25,8.86,71,60.56,20.06,-8.33,1.427
14,4,4,4,4,14,4,14,2,0.01,False,3.7,575.26,8.1,71,60.56,18.34,-7.62,1.305
14,4,4,4,4,14,14,4,1.1,0.01,False,4.41,667.72,10.95,61,59.02,23.99,-7.84,1.593
14,4,4,4,4,14,14,4,1.3,0.01,False,4.39,629.58,10.32,61,59.02,22.64,-7.42,1.5
14,4,4,4,4,14,14,4,1.5,0.01,False,4.39,599.65,9.83,61,59.02,21.57,-7.08,1.427
14,4,4,4,4,14,14,4,2,0.01,False,4.39,548.25,8.99,61,59.02,19.72,-6.47,1.305
14,4,4,4,4,14,14,14,1.1,0.01,False,5.27,600.49,15.01,40,60.0,30.88,-8.79,1.593
14,4,4,4,4,14,14,14,1.3,0.01,False,5.25,567.52,14.19,40,60.0,29.21,-8.34,1.5
14,4,4,4,4,14,14,14,1.5,0.01,False,5.24,541.2,13.53,40,60.0,27.87,-7.97,1.427
14,4,4,4,4,14,14,14,2,0.01,False,5.24,494.64,12.37,40,60.0,25.47,-7.28,1.305
14,4,4,4,14,4,4,4,1.1,0.01,False,4.52,625.25,12.26,51,60.78,25.91,-8.89,1.593
14,4,4,4,14,4,4,4,1.3,0.01,False,4.52,588.54,11.54,51,60.78,24.39,-8.37,1.5
14,4,4,4,14,4,4,4,1.5,0.01,False,4.52,560.04,10.98,51,60.78,23.21,-7.97,1.427
14,4,4,4,14,4,4,4,2,0.01,False,4.52,512.17,10.04,51,60.78,21.22,-7.29,1.305
14,4,4,4,14,4,4,14,1.1,0.01,False,4.25,848.98,10.35,82,63.41,21.35,-8.71,1.593
14,4,4,4,14,4,4,14,1.3,0.01,False,4.24,800.92,9.77,82,63.41,20.16,-8.24,1.5
14,4,4,4,14,4,4,14,1.5,0.01,False,4.23,763.04,9.31,82,63.41,19.21,-7.87,1.427
14,4,4,4,14,4,4,14,2,0.01,False,4.23,697.58,8.51,82,63.41,17.56,-7.19,1.305
14,4,4,4,14,4,14,4,1.1,0.01,False,6.02,817.31,14.09,58,63.79,26.49,-7.76,1.593
14,4,4,4,14,4,14,4,1.3,0.01,False,6.0,770.72,13.29,58,63.79,25.0,-7.34,1.5
14,4,4,4,14,4,14,4,1.5,0.01,False,5.99,734.11,12.66,58,63.79,23.82,-7.01,1.427
14,4,4,4,14,4,14,4,2,0.01,False,5.99,671.17,11.57,58,63.79,21.77,-6.4,1.305
14,4,4,4,14,4,14,14,1.1,0.01,False,8.97,815.87,18.13,45,73.33,27.83,-8.53,1.593
14,4,4,4,14,4,14,14,1.3,0.01,False,8.95,771.59,17.15,45,73.33,26.32,-8.08,1.5
14,4,4,4,14,4,14,14,1.5,0.01,False,8.95,736.07,16.36,45,73.33,25.11,-7.72,1.427
14,4,4,4,14,4,14,14,2,0.01,False,8.95,672.68,14.95,45,73.33,22.95,-7.05,1.305
14,4,4,4,14,14,4,4,1.1,0.01,False,3.45,427.51,9.72,44,56.82,24.09,-9.19,1.593
14,4,4,4,14,14,4,4,1.3,0.01,False,3.45,403.11,9.16,44,56.82,22.71,-8.67,1.5
14,4,4,4,14,14,4,4,1.5,0.01,False,3.45,383.94,8.73,44,56.82,21.63,-8.26,1.427
14,4,4,4,14,14,4,4,2,0.01,False,3.45,351.03,7.98,44,56.82,19.78,-7.55,1.305
14,4,4,4,14,14,4,14,1.1,0.01,False,4.34,744.94,11.46,65,64.62,23.05,-9.7,1.593
14,4,4,4,14,14,4,14,1.3,0.01,False,4.33,705.1,10.85,65,64.62,21.83,-9.21,1.5
14,4,4,4,14,14,4,14,1.5,0.01,False,4.32,672.93,10.35,65,64.62,20.84,-8.8,1.427
14,4,4,4,14,14,4,14,2,0.01,False,4.33,614.91,9.46,65,64.62,19.04,-8.04,1.305
14,4,4,4,14,14,14,4,1.1,0.01,False,5.38,663.31,13.01,51,64.71,24.68,-8.4,1.593
14,4,4,4,14,14,14,4,1.3,0.01,False,5.37,627.24,12.3,51,64.71,23.36,-7.98,1.5
14,4,4,4,14,14,14,4,1.5,0.01,False,5.36,598.32,11.73,51,64.71,22.29,-7.63,1.427
14,4,4,4,14,14,14,4,2,0.01,False,5.36,546.8,10.72,51,64.71,20.37,-6.97,1.305
14,4,4,4,14,14,14,14,1.1,0.01,False,8.54,612.21,19.13,32,68.75,31.52,-8.12,1.593
14,4,4,4,14,14,14,14,1.3,0.01,False,8.56,581.05,18.16,32,68.75,29.9,-7.68,1.5
14,4,4,4,14,14,14,14,1.5,0.01,False,8.57,555.34,17.35,32,68.75,28.58,-7.33,1.427
14,4,4,4,14,14,14,14,2,0.01,False,8.57,507.26,15.85,32,68.75,26.1,-6.7,1.305
14,4,4,14,4,4,4,4,1.1,0.01,False,2.79,384.3,7.12,54,53.7,20.64,-8.57,1.846
14,4,4,14,4,4,4,4,1.3,0.01,False,2.8,362.92,6.72,54,53.7,19.48,-8.08,1.752
14,4,4,14,4,4,4,4,1.5,0.01,False,2.8,345.94,6.41,54,53.7,18.56,-7.7,1.675
14,4,4,14,4,4,4,4,2,0.01,False,2.8,316.22,5.86,54,53.7,16.97,-7.04,1.53
14,4,4,14,4,4,4,14,1.1,0.01,False,3.79,636.78,9.1,70,58.57,21.11,-7.88,1.846
14,4,4,14,4,4,4,14,1.3,0.01,False,3.79,602.66,8.61,70,58.57,19.97,-7.45,1.752
14,4,4,14,4,4,4,14,1.5,0.01,False,3.79,575.14,8.22,70,58.57,19.05,-7.1,1.675
14,4,4,14,4,4,4,14,2,0.01,False,3.79,525.56,7.51,70,58.57,17.41,-6.49,1.53
14,4,4,14,4,4,14,4,1.1,0.01,False,4.99,625.38,11.58,54,61.11,23.7,-7.46,1.846
14,4,4,14,4,4,14,4,1.3,0.01,False,5.0,592.08,10.96,54,61.11,22.43,-7.05,1.752
14,4,4,14,4,4,14,4,1.5,0.01,False,5.0,565.14,10.47,54,61.11,21.41,-6.73,1.675
14,4,4,14,4,4,14,4,2,0.01,False,5.0,516.39,9.56,54,61.11,19.56,-6.15,1.53
14,4,4,14,4,4,14,14,1.1,0.01,False,5.21,610.64,13.88,44,63.64,26.99,-9.07,1.846
14,4,4,14,4,4,14,14,1.3,0.01,False,5.21,579.75,13.18,44,63.64,25.62,-8.61,1.752
14,4,4,14,4,4,14,14,1.5,0.01,False,5.21,554.19,12.6,44,63.64,24.5,-8.23,1.675
14,4,4,14,4,4,14,14,2,0.01,False,5.21,506.18,11.5,44,63.64,22.37,-7.52,1.53
14,4,4,14,4,14,4,4,1.1,0.01,False,2.98,414.19,9.41,44,47.73,29.7,-9.11,1.846
14,4,4,14,4,14,4,4,1.3,0.01,False,2.98,392.44,8.92,44,47.73,28.13,-8.62,1.752
14,4,4,14,4,14,4,4,1.5,0.01,False,2.98,374.74,8.52,44,47.73,26.86,-8.23,1.675
14,4,4,14,4,14,4,4,2,0.01,False,2.98,342.38,7.78,44,47.73,24.54,-7.52,1.53
14,4,4,14,4,14,4,14,1.1,0.01,False,3.5,655.87,10.58,62,56.45,26.24,-9.73,1.846
14,4,4,14,4,14,4,14,1.3,0.01,False,3.5,622.69,10.04,62,56.45,24.91,-9.23,1.752
14,4,4,14,4,14,4,14,1.5,0.01,False,3.5,595.23,9.6,62,56.45,23.82,-8.83,1.675
14,4,4,14,4,14,4,14,2,0.01,False,3.5,543.67,8.77,62,56.45,21.75,-8.06,1.53
14,4,4,14,4,14,14,4,1.1,0.01,False,3.88,571.19,11.66,49,53.06,29.6,-8.63,1.846
14,4,4,14,4,14,14,4,1.3,0.01,False,3.88,542.3,11.07,49,53.06,28.1,-8.19,1.752
14,4,4,14,4,14,14,4,1.5,0.01,False,3.88,518.38,10.58,49,53.06,26.86,-7.83,1.675
14,4,4,14,4,14,14,4,2,0.01,False,3.88,473.48,9.66,49,53.06,24.54,-7.15,1.53
14,4,4,14,4,14,14,14,1.1,0.01,False,5.68,599.05,18.72,32,59.38,38.27,-9.85,1.846
14,4,4,14,4,14,14,14,1.3,0.01,False,5.67,570.05,17.81,32,59.38,36.42,-9.38,1.752
14,4,4,14,4,14,14,14,1.5,0.01,False,5.67,545.57,17.05,32,59.38,34.86,-8.99,1.675
14,4,4,14,4,14,14,14,2,0.01,False,5.67,498.15,15.57,32,59.38,31.83,-8.21,1.53
14,4,4,14,14,4,4,4,1.1,0.01,False,4.01,567.23,12.61,45,55.56,30.22,-9.42,1.846
14,4,4,14,14,4,4,4,1.3,0.01,False,4.01,536.66,11.93,45,55.56,28.6,-8.92,1.752
14,4,4,14,14,4,4,4,1.5,0.01,False,4.01,512.06,11.38,45,55.56,27.3,-8.52,1.675
14,4,4,14,14,4,4,4,2,0.01,False,4.01,467.94,10.4,45,55.56,24.94,-7.78,1.53
14,4,4,14,14,4,4,14,1.1,0.01,False,3.38,694.39,9.38,74,56.76,23.49,-9.13,1.846
14,4,4,14,14,4,4,14,1.3,0.01,False,3.38,659.26,8.91,74,56.76,22.3,-8.67,1.752
14,4,4,14,14,4,4,14,1.5,0.01,False,3.38,630.19,8.52,74,56.76,21.32,-8.28,1.675
14,4,4,14,14,4,4,14,2,0.01,False,3.38,575.6,7.78,74,56.76,19.47,-7.57,1.53
14,4,4,14,14,4,14,4,1.1,0.01,False,4.76,714.14,14.0,51,56.86,31.17,-8.63,1.846
14,4,4,14,14,4,14,4,1.3,0.01,False,4.76,678.01,13.29,51,56.86,29.6,-8.19,1.752
14,4,4,14,14,4,14,4,1.5,0.01,False,4.76,648.11,12.71,51,56.86,28.29,-7.83,1.675
14,4,4,14,14,4,14,4,2,0.01,False,4.76,591.97,11.61,51,56.86,25.84,-7.15,1.53
14,4,4,14,14,4,14,14,1.1,0.01,False,7.82,790.76,20.28,39,69.23,33.58,-9.66,1.846
14,4,4,14,14,4,14,14,1.3,0.01,False,7.82,752.82,19.3,39,69.23,31.97,-9.2,1.752
14,4,4,14,14,4,14,14,1.5,0.01,False,7.82,720.65,18.48,39,69.23,30.6,-8.8,1.675
14,4,4,14,14,4,14,14,2,0.01,False,7.82,657.97,16.87,39,69.23,27.94,-8.04,1.53
14,4,4,14,14,14,4,4,1.1,0.01,False,3.33,406.95,11.0,37,51.35,30.62,-9.71,1.846
14,4,4,14,14,14,4,4,1.3,0.01,False,3.33,386.36,10.44,37,51.35,29.07,-9.22,1.752
14,4,4,14,14,14,4,4,1.5,0.01,False,3.33,369.33,9.98,37,51.35,27.79,-8.81,1.675
14,4,4,14,14,14,4,4,2,0.01,False,3.33,337.33,9.12,37,51.35,25.38,-8.05,1.53
14,4,4,14,14,14,4,14,1.1,0.01,False,3.53,608.18,10.86,56,57.14,26.52,-10.01,1.846
14,4,4,14,14,14,4,14,1.3,0.01,False,3.53,579.33,10.35,56,57.14,25.26,-9.54,1.752
14,4,4,14,14,14,4,14,1.5,0.01,False,3.53,554.75,9.91,56,57.14,24.19,-9.13,1.675
14,4,4,14,14,14,4,14,2,0.01,False,3.53,506.45,9.04,56,57.14,22.08,-8.34,1.53
14,4,4,14,14,14,14,4,1.1,0.01,False,4.46,580.43,13.19,44,56.82,29.93,-8.84,1.846
14,4,4,14,14,14,14,4,1.3,0.01,False,4.45,552.59,12.56,44,56.82,28.5,-8.42,1.752
14,4,4,14,14,14,14,4,1.5,0.01,False,4.45,528.99,12.02,44,56.82,27.29,-8.06,1.675
14,4,4,14,14,14,14,4,2,0.01,False,4.45,482.97,10.98,44,56.82,24.91,-7.36,1.53
14,4,4,14,14,14,14,14,1.1,0.01,False,8.38,608.86,23.42,26,65.38,40.67,-9.17,1.846
14,4,4,14,14,14,14,14,1.3,0.01,False,8.4,581.28,22.36,26,65.38,38.81,-8.73,1.752
14,4,4,14,14,14,14,14,1.5,0.01,False,8.41,557.25,21.43,26,65.38,37.2,-8.36,1.675
14,4,4,14,14,14,14,14,2,0.01,False,8.41,508.58,19.56,26,65.38,33.96,-7.63,1.53
14,4,14,4,4,4,4,4,1.1,0.01,False,3.88,629.18,9.68,65,61.54,21.19,-8.74,1.846
14,4,14,4,4,4,4,4,1.3,0.01,False,3.9,596.39,9.18,65,61.54,20.06,-8.24,1.752
14,4,14,4,4,4,4,4,1.5,0.01,False,3.9,569.61,8.76,65,61.54,19.15,-7.85,1.675
14,4,14,4,4,4,4,4,2,0.01,False,3.9,520.38,8.01,65,61.54,17.49,-7.18,1.53
14,4,14,4,4,4,4,14,1.1,0.01,False,4.22,875.19,10.42,84,61.9,22.06,-8.49,1.846
14,4,14,4,4,4,4,14,1.3,0.01,False,4.23,829.52,9.88,84,61.9,20.89,-8.03,1.752
14,4,14,4,4,4,4,14,1.5,0.01,False,4.23,792.25,9.43,84,61.9,19.95,-7.66,1.675
14,4,14,4,4,4,4,14,2,0.01,False,4.23,723.8,8.62,84,61.9,18.23,-7.0,1.53
14,4,14,4,4,4,14,4,1.1,0.01,False,5.46,798.5,12.1,66,66.67,22.21,-8.13,1.846
14,4,14,4,4,4,14,4,1.3,0.01,False,5.47,756.99,11.47,66,66.67,21.05,-7.69,1.752
14,4,14,4,4,4,14,4,1.5,0.01,False,5.48,723.06,10.96,66,66.67,20.1,-7.34,1.675
14,4,14,4,4,4,14,4,2,0.01,False,5.48,660.57,10.01,66,66.67,18.37,-6.7,1.53
14,4,14,4,4,4,14,14,1.1,0.01,False,4.98,750.28,12.5,60,65.0,24.08,-8.98,1.846
14,4,14,4,4,4,14,14,1.3,0.01,False,4.98,712.33,11.87,60,65.0,22.86,-8.53,1.752
14,4,14,4,4,4,14,14,1.5,0.01,False,4.98,680.92,11.35,60,65.0,21.85,-8.15,1.675
14,4,14,4,4,4,14,14,2,0.01,False,4.98,621.93,10.37,60,65.0,19.96,-7.45,1.53
14,4,14,4,4,14,4,4,1.1,0.01,False,3.68,581.45,10.57,55,54.55,26.62,-8.69,1.846
14,4,14,4,4,14,4,4,1.3,0.01,False,3.68,551.85,10.03,55,54.55,25.25,-8.22,1.752
14,4,14,4,4,14,4,4,1.5,0.01,False,3.69,527.42,9.59,55,54.55,24.12,-7.85,1.675
14,4,14,4,4,14,4,4,2,0.01,False,3.69,481.76,8.76,55,54.55,22.04,-7.17,1.53
14,4,14,4,4,14,4,14,1.1,0.01,False,3.22,707.55,9.56,74,56.76,24.43,-9.96,1.846
14,4,14,4,4,14,4,14,1.3,0.01,False,3.22,671.76,9.08,74,56.76,23.2,-9.45,1.752
14,4,14,4,4,14,4,14,1.5,0.01,False,3.22,642.14,8.68,74,56.76,22.18,-9.04,1.675
14,4,14,4,4,14,4,14,2,0.01,False,3.22,586.52,7.93,74,56.76,20.25,-8.26,1.53
14,4,14,4,4,14,14,4,1.1,0.01,False,3.83,667.35,10.43,64,57.81,24.41,-8.73,1.846
14,4,14,4,4,14,14,4,1.3,0.01,False,3.83,633.59,9.9,64,57.81,23.17,-8.29,1.752
14,4,14,4,4,14,14,4,1.5,0.01,False,3.83,605.66,9.46,64,57.81,22.15,-7.92,1.675
14,4,14,4,4,14,14,4,2,0.01,False,3.83,553.19,8.64,64,57.81,20.23,-7.23,1.53
14,4,14,4,4,14,14,14,1.1,0.01,False,4.5,648.89,13.52,48,58.33,29.8,-9.27,1.846
14,4,14,4,4,14,14,14,1.3,0.01,False,4.49,616.77,12.85,48,58.33,28.33,-8.83,1.752
14,4,14,4,4,14,14,14,1.5,0.01,False,4.49,589.93,12.29,48,58.33,27.11,-8.45,1.675
14,4,14,4,4,14,14,14,2,0.01,False,4.49,538.74,11.22,48,58.33,24.75,-7.72,1.53
14,4,14,4,14,4,4,4,1.1,0.01,False,4.73,770.07,13.51,57,63.16,27.12,-9.82,1.846
14,4,14,4,14,4,4,4,1.3,0.01,False,4.73,730.0,12.81,57,63.16,25.71,-9.31,1.752
14,4,14,4,14,4,4,4,1.5,0.01,False,4.74,697.25,12.23,57,63.16,24.55,-8.89,1.675
14,4,14,4,14,4,4,4,2,0.01,False,4.73,636.99,11.18,57,63.16,22.43,-8.12,1.53
14,4,14,4,14,4,4,14,1.1,0.01,False,3.77,889.67,10.59,84,60.71,23.74,-9.73,1.846
14,4,14,4,14,4,4,14,1.3,0.01,False,3.77,844.66,10.06,84,60.71,22.54,-9.23,1.752
14,4,14,4,14,4,4,14,1.5,0.01,False,3.77,807.42,9.61,84,60.71,21.54,-8.83,1.675
14,4,14,4,14,4,4,14,2,0.01,False,3.77,737.48,8.78,84,60.71,19.68,-8.06,1.53
14,4,14,4,14,4,14,4,1.1,0.01,False,4.94,842.6,13.37,63,61.9,27.1,-8.92,1.846
14,4,14,4,14,4,14,4,1.3,0.01,False,4.94,799.98,12.7,63,61.9,25.72,-8.47,1.752
14,4,14,4,14,4,14,4,1.5,0.01,False,4.94,764.71,12.14,63,61.9,24.59,-8.1,1.675
14,4,14,4,14,4,14,4,2,0.01,False,4.94,698.46,11.09,63,61.9,22.46,-7.4,1.53
14,4,14,4,14,4,14,14,1.1,0.01,False,7.03,894.92,16.89,53,69.81,28.2,-9.27,1.846
14,4,14,4,14,4,14,14,1.3,0.01,False,7.03,850.93,16.06,53,69.81,26.81,-8.82,1.752
14,4,14,4,14,4,14,14,1.5,0.01,False,7.03,814.05,15.36,53,69.81,25.65,-8.44,1.675
14,4,14,4,14,4,14,14,2,0.01,False,7.03,743.38,14.03,53,69.81,23.43,-7.71,1.53
14,4,14,4,14,14,4,4,1.1,0.01,False,4.23,574.68,12.23,47,61.7,25.96,-9.9,1.846
14,4,14,4,14,14,4,4,1.3,0.01,False,4.23,545.61,11.61,47,61.7,24.65,-9.4,1.752
14,4,14,4,14,14,4,4,1.5,0.01,False,4.23,521.56,11.1,47,61.7,23.56,-8.98,1.675
14,4,14,4,14,14,4,4,2,0.01,False,4.23,476.38,10.14,47,61.7,21.52,-8.2,1.53
14,4,14,4,14,14,4,14,1.1,0.01,False,3.71,768.65,11.14,69,60.87,25.05,-10.5,1.846
14,4,14,4,14,14,4,14,1.3,0.01,False,3.71,731.17,10.6,69,60.87,23.83,-9.99,1.752
14,4,14,4,14,14,4,14,1.5,0.01,False,3.71,699.64,10.14,69,60.87,22.81,-9.57,1.675
14,4,14,4,14,14,4,14,2,0.01,False,3.71,638.86,9.26,69,60.87,20.83,-8.73,1.53
14,4,14,4,14,14,14,4,1.1,0.01,False,4.54,673.7,12.25,55,63.64,24.68,-9.51,1.846
14,4,14,4,14,14,14,4,1.3,0.01,False,4.54,640.58,11.65,55,63.64,23.48,-9.05,1.752
14,4,14,4,14,14,14,4,1.5,0.01,False,4.53,612.81,11.14,55,63.64,22.46,-8.67,1.675
14,4,14,4,14,14,14,4,2,0.01,False,4.54,559.61,10.17,55,63.64,20.51,-7.91,1.53
14,4,14,4,14,14,14,14,1.1,0.01,False,6.32,670.56,16.36,41,65.85,29.5,-9.0,1.846
14,4,14,4,14,14,14,14,1.3,0.01,False,6.33,638.83,15.58,41,65.85,28.1,-8.57,1.752
14,4,14,4,14,14,14,14,1.5,0.01,False,6.33,611.76,14.92,41,65.85,26.91,-8.2,1.675
14,4,14,4,14,14,14,14,2,0.01,False,6.33,558.5,13.62,41,65.85,24.57,-7.48,1.53
14,4,14,14,4,4,4,4,1.1,0.01,False,3.41,524.2,9.71,54,57.41,23.94,-9.47,2.098
14,4,14,14,4,4,4,4,1.3,0.01,False,3.42,499.64,9.25,54,57.41,22.77,-8.97,2.005
14,4,14,14,4,4,4,4,1.5,0.01,False,3.43,478.59,8.86,54,57.41,21.79,-8.57,1.923
14,4,14,14,4,4,4,4,2,0.01,False,3.43,436.89,8.09,54,57.41,19.9,-7.83,1.755
14,4,14,14,4,4,4,14,1.1,0.01,False,4.86,844.63,12.42,68,61.76,25.32,-8.42,2.098
14,4,14,14,4,4,4,14,1.3,0.01,False,4.88,804.17,11.83,68,61.76,24.08,-7.97,2.005
14,4,14,14,4,4,4,14,1.5,0.01,False,4.89,769.85,11.32,68,61.76,23.04,-7.61,1.923
14,4,14,14,4,4,4,14,2,0.01,False,4.89,702.88,10.34,68,61.76,21.04,-6.95,1.755
14,4,14,14,4,4,14,4,1.1,0.01,False,6.14,775.96,14.92,52,63.46,28.09,-7.95,2.098
14,4,14,14,4,4,14,4,1.3,0.01,False,6.16,739.06,14.21,52,63.46,26.74,-7.54,2.005
14,4,14,14,4,4,14,4,1.5,0.01,False,6.17,707.64,13.61,52,63.46,25.59,-7.2,1.923
